"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs755927998-<b>T</b>,"6 x 10-9",,0.0018,'-,"0.32 unit increase",[0.21-0.43],NLN,"Daytime nap","daytime rest measurement",GCST004693,5:65798162
rs182197129-<b>T</b>,"7 x 10-10",,0.0023,'-,"0.3 unit increase",[0.21-0.39],FGF4,"Daytime nap","daytime rest measurement",GCST004693,11:69771459
rs936944-<b>G</b>,"1 x 10-8",,'-,'-,"0.0091 unit increase",[0.006-0.0122],TCAIM,"Daytime nap","daytime rest measurement",GCST011494,3:44344322
rs2893323-<b>A</b>,"1 x 10-8",,'-,'-,"0.0052 unit increase",[0.0034-0.007],LINC01760,"Daytime nap","daytime rest measurement",GCST011494,1:95317481
rs9883093-<b>G</b>,"3 x 10-14",,'-,'-,"0.0069 unit increase",[0.0051-0.0087],CYP51A1P1,"Daytime nap","daytime rest measurement",GCST011494,3:82725680
rs3943782-<b>G</b>,"6 x 10-9",,'-,'-,"0.0053 unit increase",[0.0035-0.0071],CADM2,"Daytime nap","daytime rest measurement",GCST011494,3:85339014
rs2699869-<b>A</b>,"1 x 10-9",,'-,'-,"0.0066 unit increase",[0.0044-0.0088],TMEM108,"Daytime nap","daytime rest measurement",GCST011494,3:133314048
rs253666-<b>A</b>,"3 x 10-7",,'-,'-,"0.0051 unit increase",[0.0031-0.0071],MRAS,"Daytime nap","daytime rest measurement",GCST011494,3:138396928
rs1001817-<b>C</b>,"2 x 10-22",,'-,'-,"0.0083 unit increase",[0.0067-0.0099],"ECE2, EEF1AKMT4-ECE2","Daytime nap","daytime rest measurement",GCST011494,3:184277553
rs9998136-<b>G</b>,"1 x 10-16",,'-,'-,"0.0082 unit increase",[0.0062-0.0102],"ANXA3, Y_RNA","Daytime nap","daytime rest measurement",GCST011494,4:78629271
rs4356873-<b>C</b>,"1 x 10-10",,'-,'-,"0.0064 unit increase",[0.0044-0.0084],NPY1R,"Daytime nap","daytime rest measurement",GCST011494,4:163295587
rs4692709-<b>C</b>,"4 x 10-7",,'-,'-,"0.0043 unit increase",[0.0025-0.0061],"NEK1, SH3RF1","Daytime nap","daytime rest measurement",GCST011494,4:169307398
rs12657723-<b>T</b>,"6 x 10-7",,'-,'-,"0.0046 unit increase",[0.0028-0.0064],'-,"Daytime nap","daytime rest measurement",GCST011494,5:63465001
rs56180058-<b>C</b>,"3 x 10-6",,'-,'-,"0.0057 unit increase",[0.0033-0.0081],EFR3B,"Daytime nap","daytime rest measurement",GCST011494,2:25114286
rs2431108-<b>C</b>,"1 x 10-57",,'-,'-,"0.0146 unit increase",[0.013-0.016],'-,"Daytime nap","daytime rest measurement",GCST011494,5:104612267
rs13023587-<b>C</b>,"2 x 10-15",,'-,'-,"0.0068 unit increase",[0.005-0.0086],"RNU6-439P, FSHR","Daytime nap","daytime rest measurement",GCST011494,2:49186721
rs388016-<b>A</b>,"7 x 10-9",,'-,'-,"0.0053 unit increase",[0.0035-0.0071],EFNA5,"Daytime nap","daytime rest measurement",GCST011494,5:107526191
rs1518394-<b>G</b>,"1 x 10-8",,'-,'-,"0.0049 unit increase",[0.0031-0.0067],VRK2,"Daytime nap","daytime rest measurement",GCST011494,2:57944152
rs10875606-<b>C</b>,"2 x 10-14",,'-,'-,"0.007 unit increase",[0.0052-0.0088],KCTD16,"Daytime nap","daytime rest measurement",GCST011494,5:144390051
rs11125776-<b>T</b>,"1 x 10-10",,'-,'-,"0.0079 unit increase",[0.0055-0.0103],LINC01793,"Daytime nap","daytime rest measurement",GCST011494,2:59251382
rs11967137-<b>A</b>,"3 x 10-18",,'-,'-,"0.0095 unit increase",[0.0073-0.0117],ZSCAN9,"Daytime nap","daytime rest measurement",GCST011494,6:28231986
rs62189006-<b>A</b>,"7 x 10-10",,'-,'-,"0.0092 unit increase",[0.0063-0.0121],SLC4A10,"Daytime nap","daytime rest measurement",GCST011494,2:161717076
rs6919087-<b>T</b>,"1 x 10-18",,'-,'-,"0.0081 unit increase",[0.0063-0.0099],"ZFAND3, MDGA1","Daytime nap","daytime rest measurement",GCST011494,6:37731380
rs35144585-<b>T</b>,"6 x 10-6",,'-,'-,"0.0057 unit increase",[0.0032-0.0082],STK39,"Daytime nap","daytime rest measurement",GCST011494,2:168235918
rs2653349-<b>A</b>,"6 x 10-52",,'-,'-,"0.0161 unit increase",[0.014-0.018],HCRTR2,"Daytime nap","daytime rest measurement",GCST011494,6:55277539
rs7422655-<b>C</b>,"3 x 10-12",,'-,'-,"0.0068 unit increase",[0.0048-0.0088],"CRYGEP, RPL12P17","Daytime nap","daytime rest measurement",GCST011494,2:208076280
rs77154532-<b>A</b>,"5 x 10-12",,'-,'-,"0.0062 unit increase",[0.0044-0.008],KCNH8,"Daytime nap","daytime rest measurement",GCST011494,3:19335819
rs301817-<b>A</b>,"6 x 10-13",,'-,'-,"0.0062 unit increase",[0.0044-0.008],RERE,"Daytime nap","daytime rest measurement",GCST011494,1:8443319
rs6663012-<b>T</b>,"1 x 10-8",,'-,'-,"0.0062 unit increase",[0.004-0.0084],HCRTR1,"Daytime nap","daytime rest measurement",GCST011494,1:31626178
rs2786547-<b>C</b>,"2 x 10-14",,'-,'-,"0.0087 unit increase",[0.0065-0.0109],"FNDC5, HPCA","Daytime nap","daytime rest measurement",GCST011494,1:32876703
rs12140153-<b>G</b>,"7 x 10-41",,'-,'-,"0.0211 unit increase",[0.018-0.024],PATJ,"Daytime nap","daytime rest measurement",GCST011494,1:62114219
rs76824303-<b>A</b>,"4 x 10-8",,'-,'-,"0.0081 unit increase",[0.0052-0.011],CADPS,"Daytime nap","daytime rest measurement",GCST011494,3:62474144
rs1931175-<b>G</b>,"5 x 10-13",,'-,'-,"0.0062 unit increase",[0.0044-0.008],EEF1A1P11,"Daytime nap","daytime rest measurement",GCST011494,1:96462717
rs1843815-<b>T</b>,"6 x 10-8",,'-,'-,"0.0046 unit increase",[0.0028-0.0064],"LINC01776, NFU1P2","Daytime nap","daytime rest measurement",GCST011494,1:98124159
rs12031519-<b>A</b>,"3 x 10-7",,'-,'-,"0.0069 unit increase",[0.0042-0.0096],CCDC190,"Daytime nap","daytime rest measurement",GCST011494,1:162906410
rs35039375-<b>G</b>,"2 x 10-15",,'-,'-,"0.0118 unit increase",[0.0089-0.0147],PRRC2C,"Daytime nap","daytime rest measurement",GCST011494,1:171547724
rs542011541-<b>CT</b>,"2 x 10-18",,'-,'-,"0.0088 unit increase",[0.0068-0.0108],RABGAP1L,"Daytime nap","daytime rest measurement",GCST011494,1:174895418
rs2250377-<b>A</b>,"7 x 10-40",,'-,'-,"0.0121 unit increase",[0.01-0.014],SHISA4,"Daytime nap","daytime rest measurement",GCST011494,1:201891498
rs13033444-<b>G</b>,"4 x 10-20",,'-,'-,"0.0089 unit increase",[0.0069-0.0109],KLHL29,"Daytime nap","daytime rest measurement",GCST011494,2:23388567
rs2195272-<b>T</b>,"3 x 10-14",,'-,'-,"0.007 unit increase",[0.0052-0.0088],PAM,"Daytime nap","daytime rest measurement",GCST011494,5:102959800
rs9309116-<b>T</b>,"5 x 10-11",,'-,'-,"0.006 unit increase",[0.0042-0.0078],PREPL,"Daytime nap","daytime rest measurement",GCST011494,2:44330780
rs4357022-<b>G</b>,"2 x 10-9",,'-,'-,"0.0051 unit increase",[0.0033-0.0069],LINC01950,"Daytime nap","daytime rest measurement",GCST011494,5:106975338
rs350785-<b>T</b>,"2 x 10-15",,'-,'-,"0.0106 unit increase",[0.0081-0.0131],MIR4431,"Daytime nap","daytime rest measurement",GCST011494,2:52707462
rs2099810-<b>A</b>,"2 x 10-11",,'-,'-,"0.0058 unit increase",[0.004-0.0076],"LINC02200, APC","Daytime nap","daytime rest measurement",GCST011494,5:112694476
rs17049683-<b>G</b>,"7 x 10-10",,'-,'-,"0.0056 unit increase",[0.0038-0.0074],LINC01122,"Daytime nap","daytime rest measurement",GCST011494,2:58678580
rs10875622-<b>A</b>,"6 x 10-26",,'-,'-,"0.009 unit increase",[0.0072-0.0108],STK32A,"Daytime nap","daytime rest measurement",GCST011494,5:147313499
rs12614085-<b>C</b>,"4 x 10-10",,'-,'-,"0.0123 unit increase",[0.0084-0.0162],LINC02612,"Daytime nap","daytime rest measurement",GCST011494,2:150645031
rs34262487-<b>C</b>,"1 x 10-7",,'-,'-,"0.0088 unit increase",[0.0055-0.0121],PNPLA1,"Daytime nap","daytime rest measurement",GCST011494,6:36256538
rs80163246-<b>C</b>,"4 x 10-15",,'-,'-,"0.0107 unit increase",[0.008-0.0134],FIGN,"Daytime nap","daytime rest measurement",GCST011494,2:163717834
rs4236060-<b>T</b>,"5 x 10-11",,'-,'-,"0.0064 unit increase",[0.0044-0.0084],BTBD9,"Daytime nap","daytime rest measurement",GCST011494,6:38502311
rs3732085-<b>C</b>,"4 x 10-12",,'-,'-,"0.0063 unit increase",[0.0045-0.0081],"PPIAP68, INO80D","Daytime nap","daytime rest measurement",GCST011494,2:205967136
rs113493369-<b>C</b>,"8 x 10-13",,'-,'-,"0.0061 unit increase",[0.0043-0.0079],GAPDHP41,"Daytime nap","daytime rest measurement",GCST011494,6:60731060
rs11224896-<b>T</b>,"4 x 10-13",,'-,'-,"0.0099 unit increase",[0.0072-0.0126],TRPC6,"Daytime nap","daytime rest measurement",GCST011494,11:101608852
rs2417268-<b>T</b>,"5 x 10-9",,'-,'-,"0.0051 unit increase",[0.0033-0.0069],LINC01559,"Daytime nap","daytime rest measurement",GCST011494,12:13340972
rs35011311-<b>G</b>,"3 x 10-14",,'-,'-,"0.0077 unit increase",[0.0057-0.0097],"NF1P12, Y_RNA","Daytime nap","daytime rest measurement",GCST011494,12:38222779
rs60222088-<b>C</b>,"1 x 10-14",,'-,'-,"0.0092 unit increase",[0.0068-0.0116],'-,"Daytime nap","daytime rest measurement",GCST011494,12:107940700
rs11615756-<b>T</b>,"2 x 10-87",,'-,'-,"0.0171 unit increase",[0.015-0.019],KSR2,"Daytime nap","daytime rest measurement",GCST011494,12:117504271
rs2769916-<b>A</b>,"1 x 10-19",,'-,'-,"0.0084 unit increase",[0.0066-0.0102],FAM155A,"Daytime nap","daytime rest measurement",GCST011494,13:107168041
rs4983329-<b>A</b>,"6 x 10-16",,'-,'-,"0.0069 unit increase",[0.0051-0.0087],FOXG1-AS1,"Daytime nap","daytime rest measurement",GCST011494,14:28749267
rs10149986-<b>G</b>,"1 x 10-14",,'-,'-,"0.0086 unit increase",[0.0064-0.0108],'-,"Daytime nap","daytime rest measurement",GCST011494,14:29251838
rs2370926-<b>T</b>,"7 x 10-10",,'-,'-,"0.0056 unit increase",[0.0038-0.0074],NRXN3,"Daytime nap","daytime rest measurement",GCST011494,14:79136199
rs11071755-<b>G</b>,"8 x 10-7",,'-,'-,"0.0043 unit increase",[0.0025-0.0061],"USP3, LINC02568","Daytime nap","daytime rest measurement",GCST011494,15:63501737
rs17158413-<b>A</b>,"2 x 10-13",,'-,'-,"0.0074 unit increase",[0.0054-0.0094],CPEB1,"Daytime nap","daytime rest measurement",GCST011494,15:82566658
rs10152428-<b>C</b>,"1 x 10-7",,'-,'-,"0.0052 unit increase",[0.0032-0.0072],CHD2,"Daytime nap","daytime rest measurement",GCST011494,15:92967013
rs60920123-<b>G</b>,"2 x 10-9",,'-,'-,"0.0052 unit increase",[0.0034-0.007],GRIN2A,"Daytime nap","daytime rest measurement",GCST011494,16:10040780
rs9939355-<b>C</b>,"2 x 10-9",,'-,'-,"0.0051 unit increase",[0.0033-0.0069],"PRKCB, CHP2","Daytime nap","daytime rest measurement",GCST011494,16:23825727
rs1592544-<b>C</b>,"6 x 10-17",,'-,'-,"0.0072 unit increase",[0.0054-0.009],GNAO1,"Daytime nap","daytime rest measurement",GCST011494,16:56095332
rs528301822-<b>T</b>,"1 x 10-12",,'-,'-,"0.0067 unit increase",[0.0049-0.0085],TERF2,"Daytime nap","daytime rest measurement",GCST011494,16:69369109
rs12451365-<b>C</b>,"5 x 10-22",,'-,'-,"0.0106 unit increase",[0.0084-0.0128],ACACA,"Daytime nap","daytime rest measurement",GCST011494,17:37238452
rs385199-<b>A</b>,"1 x 10-72",,'-,'-,"0.0185 unit increase",[0.017-0.02],"LINC02210, RPS26P8","Daytime nap","daytime rest measurement",GCST011494,17:45609053
rs112520848-<b>C</b>,"7 x 10-9",,'-,'-,"0.0052 unit increase",[0.0034-0.007],PRKCA,"Daytime nap","daytime rest measurement",GCST011494,17:66312192
rs3935190-<b>A</b>,"3 x 10-17",,'-,'-,"0.0072 unit increase",[0.0054-0.009],"AATK, BAIAP2","Daytime nap","daytime rest measurement",GCST011494,17:81110567
rs962247-<b>G</b>,"1 x 10-16",,'-,'-,"0.0071 unit increase",[0.0053-0.0089],'-,"Daytime nap","daytime rest measurement",GCST011494,18:25504154
rs1941182-<b>A</b>,"2 x 10-11",,'-,'-,"0.0058 unit increase",[0.004-0.0076],CDH2,"Daytime nap","daytime rest measurement",GCST011494,18:27989779
rs34728579-<b>C</b>,"1 x 10-14",,'-,'-,"0.0082 unit increase",[0.006-0.0104],NOL4,"Daytime nap","daytime rest measurement",GCST011494,18:34030884
rs2861805-<b>A</b>,"3 x 10-28",,'-,'-,"0.0094 unit increase",[0.0076-0.0112],'-,"Daytime nap","daytime rest measurement",GCST011494,18:38525043
rs9965170-<b>G</b>,"2 x 10-44",,'-,'-,"0.012 unit increase",[0.01-0.014],"MIR4527HG, SKOR2","Daytime nap","daytime rest measurement",GCST011494,18:47261903
rs10639111-<b>TGAGA</b>,"3 x 10-6",,'-,'-,"0.0049 unit increase",[0.0027-0.0071],IRAK1BP1,"Daytime nap","daytime rest measurement",GCST011494,6:78829916
rs9389556-<b>G</b>,"3 x 10-10",,'-,'-,"0.0062 unit increase",[0.0042-0.0082],"PRDM13, Y_RNA","Daytime nap","daytime rest measurement",GCST011494,6:99631898
rs35127490-<b>CG</b>,"5 x 10-11",,'-,'-,"0.0056 unit increase",[0.0038-0.0074],"HDAC2-AS2, HS3ST5","Daytime nap","daytime rest measurement",GCST011494,6:114317803
rs140506252-<b>A</b>,"6 x 10-12",,'-,'-,"0.0216 unit increase",[0.016-0.028],SCAF8,"Daytime nap","daytime rest measurement",GCST011494,6:154808146
rs9460110-<b>C</b>,"9 x 10-12",,'-,'-,"0.0062 unit increase",[0.0044-0.008],FAM120B,"Daytime nap","daytime rest measurement",GCST011494,6:170312161
rs10257273-<b>A</b>,"1 x 10-12",,'-,'-,"0.0085 unit increase",[0.0061-0.0109],"ZNF655, TMEM225B","Daytime nap","daytime rest measurement",GCST011494,7:99590966
rs113960908-<b>GGT</b>,"2 x 10-12",,'-,'-,"0.0074 unit increase",[0.0052-0.0096],COG5,"Daytime nap","daytime rest measurement",GCST011494,7:107290848
rs13263535-<b>G</b>,"3 x 10-13",,'-,'-,"0.0062 unit increase",[0.0044-0.008],DLGAP2,"Daytime nap","daytime rest measurement",GCST011494,8:1225131
rs351776-<b>C</b>,"2 x 10-12",,'-,'-,"0.006 unit increase",[0.0042-0.0078],PNOC,"Daytime nap","daytime rest measurement",GCST011494,8:28333789
rs285815-<b>T</b>,"5 x 10-12",,'-,'-,"0.0059 unit increase",[0.0041-0.0077],ZFPM2,"Daytime nap","daytime rest measurement",GCST011494,8:105096075
rs7814873-<b>C</b>,"2 x 10-9",,'-,'-,"0.0054 unit increase",[0.0036-0.0072],"SLC45A4, DENND3","Daytime nap","daytime rest measurement",GCST011494,8:141203898
rs10811438-<b>G</b>,"8 x 10-10",,'-,'-,"0.0053 unit increase",[0.0035-0.0071],FOCAD,"Daytime nap","daytime rest measurement",GCST011494,9:20962283
rs62560863-<b>T</b>,"3 x 10-10",,'-,'-,"0.0091 unit increase",[0.0064-0.0118],"DCAF12, RN7SKP114","Daytime nap","daytime rest measurement",GCST011494,9:34081333
rs17502738-<b>T</b>,"1 x 10-8",,'-,'-,"0.006 unit increase",[0.0038-0.0082],ZBTB5,"Daytime nap","daytime rest measurement",GCST011494,9:37441653
rs1415218-<b>T</b>,"3 x 10-10",,'-,'-,"0.0061 unit increase",[0.0041-0.0081],TRPM3,"Daytime nap","daytime rest measurement",GCST011494,9:70890076
rs13284688-<b>C</b>,"1 x 10-43",,'-,'-,"0.0148 unit increase",[0.013-0.017],KRT18P24,"Daytime nap","daytime rest measurement",GCST011494,9:79112102
rs141957346-<b>AT</b>,"3 x 10-11",,'-,'-,"0.0058 unit increase",[0.004-0.0076],GKAP1,"Daytime nap","daytime rest measurement",GCST011494,9:83753080
rs971415-<b>A</b>,"1 x 10-13",,'-,'-,"0.0098 unit increase",[0.0073-0.0123],LINC01505,"Daytime nap","daytime rest measurement",GCST011494,9:106084164
rs4604518-<b>G</b>,"2 x 10-13",,'-,'-,"0.0063 unit increase",[0.0045-0.0081],TLR4,"Daytime nap","daytime rest measurement",GCST011494,9:117793567
rs12346996-<b>T</b>,"4 x 10-12",,'-,'-,"0.0068 unit increase",[0.0048-0.0088],"MIGA2, DOLPP1","Daytime nap","daytime rest measurement",GCST011494,9:129078577
rs11258652-<b>C</b>,"4 x 10-23",,'-,'-,"0.0099 unit increase",[0.0079-0.0119],FRMD4A,"Daytime nap","daytime rest measurement",GCST011494,10:13826855
rs224111-<b>G</b>,"2 x 10-17",,'-,'-,"0.0074 unit increase",[0.0056-0.0092],"ALDH7A1P4, ADO","Daytime nap","daytime rest measurement",GCST011494,10:62792250
rs10835420-<b>T</b>,"4 x 10-10",,'-,'-,"0.0062 unit increase",[0.0042-0.0082],LINC02742,"Daytime nap","daytime rest measurement",GCST011494,11:28845122
rs174541-<b>C</b>,"2 x 10-23",,'-,'-,"0.0091 unit increase",[0.0073-0.0109],FADS2,"Daytime nap","daytime rest measurement",GCST011494,11:61798436
rs271057-<b>C</b>,"5 x 10-18",,'-,'-,"0.0085 unit increase",[0.0065-0.0105],"RPL26P31, MTNR1B","Daytime nap","daytime rest measurement",GCST011494,11:93036582
rs17265513-<b>C</b>,"1 x 10-14",,'-,'-,"0.0082 unit increase",[0.006-0.0104],ZHX3,"Daytime nap","daytime rest measurement",GCST011494,20:41203988
rs910187-<b>G</b>,"3 x 10-10",,'-,'-,"0.0058 unit increase",[0.004-0.0076],ZMYND8,"Daytime nap","daytime rest measurement",GCST011494,20:47212407
rs3810484-<b>A</b>,"1 x 10-12",,'-,'-,"0.0063 unit increase",[0.0045-0.0081],HELZ2,"Daytime nap","daytime rest measurement",GCST011494,20:63562750
rs2836909-<b>G</b>,"9 x 10-9",,'-,'-,"0.0053 unit increase",[0.0035-0.0071],"PCBP2P1, RPL23AP12","Daytime nap","daytime rest measurement",GCST011494,21:39133643
rs1883048-<b>C</b>,"4 x 10-11",,'-,'-,"0.0057 unit increase",[0.0039-0.0075],"PCBP3, COL6A1","Daytime nap","daytime rest measurement",GCST011494,21:45977672
rs2284015-<b>G</b>,"9 x 10-8",,'-,'-,"0.0053 unit increase",[0.0033-0.0073],CACNG2,"Daytime nap","daytime rest measurement",GCST011494,22:36700528
rs7211029-<b>?</b>,"1 x 10-7",,'-,'-,"0.03 unit decrease",[0.011-0.049],RBFOX3,"Sleep latency","sleep latency",GCST003481,17:79145226
rs7616632-<b>T</b>,"2 x 10-6",,0.5199,'-,"0.021791954 SD units increase",[0.013-0.031],'-,"Sleep duration","sleep duration",GCST006914,3:137312395
rs9369062-<b>A</b>,"1 x 10-6",,0.707605,'-,"0.024680268 SD units decrease",[0.015-0.035],BTBD9,"Sleep duration","sleep duration",GCST006914,6:38469527
rs10138240-<b>G</b>,"9 x 10-6",,0.513767,'-,"0.020360729 SD units increase",[0.011-0.029],KCNH5,"Sleep duration","sleep duration",GCST006914,14:62886761
rs10823730-<b>T</b>,"6 x 10-9",,0.595,'-,"0.027 SD units increase",[0.017-0.037],"CDH23, SLC29A3","Sleep duration","sleep duration",GCST006914,10:71387550
rs10987006-<b>C</b>,"7 x 10-9",,0.355,'-,"0.028 SD units increase",[0.018-0.038],PBX3,"Sleep duration","sleep duration",GCST006914,9:125889260
rs112477743-<b>G</b>,"1 x 10-8",,0.718,'-,"0.029 SD units increase",[0.019-0.039],EIF4EBP2P3,"Sleep duration","sleep duration",GCST006914,6:98202301
rs113851554-<b>G</b>,"3 x 10-18",,0.943,'-,"0.09 SD units increase",[0.07-0.11],MEIS1,"Sleep duration","sleep duration",GCST006914,2:66523432
rs11643715-<b>C</b>,"6 x 10-6",,0.706799,'-,"0.022899233 SD units decrease",[0.013-0.033],PRKCB,"Sleep duration","sleep duration",GCST006914,16:23898217
rs13002630-<b>T</b>,"3 x 10-8",,0.707,'-,"0.028 SD units increase",[0.018-0.038],EPCAM-DT,"Sleep duration","sleep duration",GCST006914,2:47252427
rs13282541-<b>C</b>,"2 x 10-6",,0.738823,'-,"0.02511111 SD units increase",[0.015-0.035],ANK1,"Sleep duration","sleep duration",GCST006914,8:41866032
rs1991556-<b>G</b>,"3 x 10-9",,0.774711,'-,"0.03280479 SD units increase",[0.022-0.044],MAPT,"Sleep duration","sleep duration",GCST006914,17:46006036
rs2006810-<b>T</b>,"4 x 10-9",,0.604,'-,"0.028 SD units decrease",[0.018-0.038],AUTS2,"Sleep duration","sleep duration",GCST006914,7:70437166
rs2303100-<b>C</b>,"1 x 10-10",,0.447,'-,"0.03 SD units decrease",[0.02-0.04],OLFM2,"Sleep duration","sleep duration",GCST006914,19:9857758
rs2416963-<b>C</b>,"2 x 10-10",,0.589,'-,"0.03 SD units increase",[0.02-0.04],MAPKAP1,"Sleep duration","sleep duration",GCST006914,9:125479135
rs2660302-<b>T</b>,"5 x 10-10",,0.187959,'-,"0.03636245 SD units decrease",[0.025-0.048],"MIR137HG, NFU1P2","Sleep duration","sleep duration",GCST006914,1:98054663
rs341785-<b>A</b>,"3 x 10-8",,0.768,'-,"0.031 SD units increase",[0.019-0.043],SRGAP3,"Sleep duration","sleep duration",GCST006914,3:8986020
rs34786000-<b>G</b>,"3 x 10-9",,0.446681,'-,"0.02787433 SD units decrease",[0.019-0.037],"PIN1-DT, UBL5","Sleep duration","sleep duration",GCST006914,19:9831447
rs35006130-<b>GTT</b>,"3 x 10-8",,0.893,'-,"0.045 SD units increase",[0.029-0.061],"RCCD1, PRC1","Sleep duration","sleep duration",GCST006914,15:90963779
