Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
chr8:105978368-<b>A</b>,4 x 10-13,,0.103006,'-,0.0208548 unit increase,[0.015-0.026],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr8:143996964-<b>A</b>,5 x 10-26,,0.554231,'-,0.0190467 unit decrease,[0.016-0.023],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr17:7499502-<b>A</b>,4 x 10-10,,0.269757,'-,0.0122487 unit increase,[0.0084-0.0161],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr17:66879927-<b>T</b>,2 x 10-8,,0.0603559,'-,0.020451 unit decrease,[0.013-0.028],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr22:46639457-<b>T</b>,1 x 10-12,,0.109552,'-,0.01968 unit decrease,[0.014-0.025],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr11:62914202-<b>G</b>,3 x 10-24,,0.931756,'-,0.0349227 unit decrease,[0.028-0.042],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr11:64323613-<b>T</b>,1 x 10-13,,0.00495174,'-,0.0910571 unit decrease,[0.067-0.115],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr11:72317557-<b>T</b>,5 x 10-14,,0.294894,'-,0.0142968 unit decrease,[0.011-0.018],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr11:123437669-<b>T</b>,1 x 10-16,,0.114981,'-,0.0225648 unit increase,[0.017-0.028],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr18:71872881-<b>GAA</b>,4 x 10-10,,0.263141,'-,0.0122705 unit increase,[0.0084-0.0161],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr18:71916636-<b>A</b>,2 x 10-34,,0.0239673,'-,0.0691441 unit increase,[0.058-0.08],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr9:16252807-<b>C</b>,9 x 10-11,,0.329486,'-,0.0122398 unit decrease,[0.0085-0.0159],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr9:34130435-<b>A</b>,8 x 10-10,,0.128677,'-,0.015872 unit increase,[0.011-0.021],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr9:114828332-<b>T</b>,3 x 10-18,,0.188014,'-,0.0196828 unit decrease,[0.015-0.024],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr2:12553355-<b>A</b>,2 x 10-11,,0.0520283,'-,0.0261589 unit increase,[0.019-0.034],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr2:20306581-<b>T</b>,4 x 10-13,,0.423683,'-,0.0127443 unit increase,[0.0093-0.0162],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr2:24990082-<b>G</b>,1 x 10-8,,0.272055,'-,0.0111121 unit decrease,[0.0073-0.0149],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr2:27730940-<b>C</b>,3 x 10-18,,0.610465,'-,0.0154411 unit increase,[0.012-0.019],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr2:43515427-<b>T</b>,2 x 10-12,,0.191954,'-,0.0154312 unit decrease,[0.011-0.02],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr2:111934107-<b>G</b>,7 x 10-38,,0.650755,'-,0.0233331 unit increase,[0.02-0.027],'-,Testosterone levels,testosterone measurement,GCST011519,Mapping not available
chr17:29647358-<b>AT</b>,1 x 10-12,,0.514395,'-,0.00874725 unit increase,[0.0063-0.0112],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr17:43756969-<b>G</b>,2 x 10-12,,0.751553,'-,0.00983001 unit decrease,[0.0071-0.0126],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr17:47450775-<b>A</b>,4 x 10-41,,0.461396,'-,0.0163538 unit decrease,[0.014-0.019],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr17:73229525-<b>T</b>,3 x 10-8,,0.841701,'-,0.0093096 unit decrease,[0.006-0.0126],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr22:44324727-<b>G</b>,4 x 10-27,,0.2162,'-,0.0158126 unit increase,[0.013-0.019],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr22:49678713-<b>T</b>,8 x 10-14,,0.268872,'-,0.0102144 unit increase,[0.0075-0.0129],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr11:13325695-<b>A</b>,7 x 10-9,,0.611028,'-,0.00722535 unit decrease,[0.0048-0.0097],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr11:16248020-<b>A</b>,1 x 10-12,,0.388543,'-,0.0088096 unit decrease,[0.0064-0.0112],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr11:28769151-<b>A</b>,7 x 10-9,,0.562026,'-,0.00704468 unit decrease,[0.0047-0.0094],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr11:29200384-<b>G</b>,3 x 10-19,,0.147859,'-,0.0153233 unit decrease,[0.012-0.019],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr11:69169892-<b>G</b>,5 x 10-8,,0.332114,'-,0.00703192 unit increase,[0.0045-0.0096],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr11:72390640-<b>G</b>,2 x 10-10,,0.460035,'-,0.00769058 unit increase,[0.0053-0.0101],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr11:94131557-<b>A</b>,6 x 10-19,,0.177383,'-,0.0140368 unit decrease,[0.011-0.017],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr11:102157900-<b>A</b>,4 x 10-8,,0.562537,'-,0.00692502 unit increase,[0.0045-0.0094],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr11:122761111-<b>T</b>,1 x 10-16,,0.567273,'-,0.0101214 unit increase,[0.0077-0.0125],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr18:44749884-<b>C</b>,2 x 10-12,,0.442094,'-,0.00857611 unit decrease,[0.0062-0.011],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr18:50320622-<b>T</b>,8 x 10-9,,0.782002,'-,0.00846273 unit increase,[0.0056-0.0113],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr9:19084633-<b>C</b>,4 x 10-9,,0.239946,'-,0.00840327 unit increase,[0.0056-0.0112],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr9:77222516-<b>TTA</b>,2 x 10-8,,0.337969,'-,0.00716717 unit increase,[0.0047-0.0097],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr9:86626769-<b>A</b>,4 x 10-15,,0.745378,'-,0.0108628 unit decrease,[0.0081-0.0136],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr15:53083861-<b>A</b>,2 x 10-10,,0.0410978,'-,0.019576 unit decrease,[0.014-0.026],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr15:53739426-<b>C</b>,5 x 10-24,,0.0140672,'-,0.0528034 unit decrease,[0.043-0.063],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr15:63789479-<b>A</b>,1 x 10-12,,0.344667,'-,0.00900721 unit decrease,[0.0065-0.0115],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr15:96224689-<b>A</b>,3 x 10-8,,0.452184,'-,0.0069817 unit decrease,[0.0045-0.0094],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr15:96714816-<b>A</b>,3 x 10-29,,0.270474,'-,0.0153506 unit increase,[0.013-0.018],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr16:4740054-<b>T</b>,3 x 10-8,,0.00321661,'-,0.0616172 unit decrease,[0.04-0.083],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr16:11901330-<b>A</b>,3 x 10-8,,0.147583,'-,0.00958946 unit increase,[0.0062-0.013],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr16:20060653-<b>A</b>,4 x 10-13,,0.333824,'-,0.00933654 unit increase,[0.0068-0.0119],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chrX:109820220-<b>T</b>,5 x 10-108,,0.391061,'-,0.0193229 unit increase,[0.018-0.021],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr17:7719614-<b>A</b>,2 x 10-14,,0.564362,'-,0.00950604 unit increase,[0.0071-0.0119],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr9:108967088-<b>A</b>,1 x 10-9,,0.316201,'-,0.00797785 unit decrease,[0.0054-0.0105],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr9:137268682-<b>T</b>,2 x 10-8,,0.745051,'-,0.00790307 unit decrease,[0.0052-0.0106],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr2:27730940-<b>C</b>,5 x 10-47,,0.606974,'-,0.0177944 unit increase,[0.015-0.02],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr2:31989359-<b>A</b>,7 x 10-76,,0.0392984,'-,0.0578508 unit increase,[0.052-0.064],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr2:64894053-<b>TTTG</b>,1 x 10-11,,0.147357,'-,0.0118765 unit increase,[0.0084-0.0153],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr2:234622382-<b>C</b>,1 x 10-10,,0.082361,'-,0.0141975 unit decrease,[0.0099-0.0185],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr12:51046825-<b>T</b>,4 x 10-13,,0.345959,'-,0.00921119 unit decrease,[0.0067-0.0117],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr12:57807114-<b>C</b>,7 x 10-18,,0.753351,'-,0.0120742 unit decrease,[0.0093-0.0148],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr12:100926308-<b>C</b>,8 x 10-14,,0.00609885,'-,0.0580032 unit decrease,[0.043-0.073],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr12:111522026-<b>G</b>,2 x 10-9,,0.0681363,'-,0.014353 unit increase,[0.0096-0.0191],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr12:111800258-<b>A</b>,2 x 10-8,,0.303439,'-,0.0074338 unit decrease,[0.0049-0.01],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr12:121423659-<b>G</b>,2 x 10-14,,0.623497,'-,0.00960461 unit increase,[0.0072-0.0121],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr10:5262267-<b>A</b>,3 x 10-20,,0.155162,'-,0.0154042 unit decrease,[0.012-0.019],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr10:65158772-<b>A</b>,1 x 10-180,,0.472295,'-,0.0347074 unit increase,[0.032-0.037],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr10:67316023-<b>G</b>,1 x 10-17,,0.579107,'-,0.010462 unit increase,[0.0081-0.0129],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr10:121660465-<b>G</b>,1 x 10-8,,0.202657,'-,0.00861008 unit decrease,[0.0057-0.0116],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr14:23731855-<b>CT</b>,5 x 10-9,,0.196808,'-,0.00891329 unit increase,[0.0059-0.0119],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr14:73011885-<b>G</b>,4 x 10-8,,0.349217,'-,0.00701327 unit increase,[0.0045-0.0095],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr14:94844947-<b>T</b>,2 x 10-61,,0.0203398,'-,0.0708136 unit increase,[0.062-0.079],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr14:100805583-<b>C</b>,9 x 10-10,,0.734797,'-,0.00838712 unit decrease,[0.0057-0.0111],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr14:105262368-<b>G</b>,2 x 10-8,,0.617365,'-,0.00695694 unit decrease,[0.0045-0.0094],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr3:61279726-<b>A</b>,4 x 10-12,,0.297715,'-,0.00967212 unit decrease,[0.0069-0.0124],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr3:135926622-<b>T</b>,6 x 10-24,,0.773335,'-,0.0145552 unit decrease,[0.012-0.017],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr3:138234576-<b>T</b>,1 x 10-9,,0.468151,'-,0.00735203 unit decrease,[0.005-0.0097],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr8:77879487-<b>T</b>,1 x 10-13,,0.251034,'-,0.0102847 unit decrease,[0.0076-0.013],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr8:81399180-<b>G</b>,7 x 10-12,,0.0353377,'-,0.0230209 unit increase,[0.016-0.03],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr8:145686313-<b>T</b>,3 x 10-8,,0.470052,'-,0.00667947 unit increase,[0.0043-0.0091],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chrX:133683590-<b>G</b>,1 x 10-13,,0.654,'-,0.00671142 unit increase,[0.0049-0.0085],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr20:39785844-<b>C</b>,3 x 10-9,,0.520787,'-,0.0072849 unit decrease,[0.0049-0.0097],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr20:43040569-<b>T</b>,5 x 10-13,,0.5309,'-,0.0089174 unit increase,[0.0065-0.0113],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr19:2792566-<b>A</b>,4 x 10-14,,0.292605,'-,0.010038 unit increase,[0.0074-0.0126],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr19:17346854-<b>C</b>,4 x 10-25,,0.0383682,'-,0.0354865 unit increase,[0.029-0.042],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr19:19456264-<b>T</b>,2 x 10-10,,0.0789239,'-,0.0143635 unit decrease,[0.01-0.0188],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr19:35556715-<b>G</b>,7 x 10-10,,0.860591,'-,0.0107883 unit increase,[0.0074-0.0142],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr19:46384554-<b>G</b>,5 x 10-17,,0.115877,'-,0.0158886 unit increase,[0.012-0.02],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr19:50053790-<b>C</b>,1 x 10-12,,0.0728967,'-,0.016614 unit increase,[0.012-0.021],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr12:2908330-<b>A</b>,2 x 10-156,,0.0314099,'-,0.0922702 unit increase,[0.085-0.099],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr12:21368797-<b>A</b>,8 x 10-28,,0.160565,'-,0.0179645 unit decrease,[0.015-0.021],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr12:25409069-<b>G</b>,2 x 10-14,,0.0718469,'-,0.0179026 unit decrease,[0.013-0.022],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr17:1640793-<b>T</b>,3 x 10-15,,0.219391,'-,0.0115174 unit increase,[0.0087-0.0144],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr17:7024484-<b>C</b>,6 x 10-18,,0.00581789,'-,0.0736266 unit decrease,[0.057-0.09],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr17:7438687-<b>G</b>,1 x 10-300,,0.270883,'-,0.0519414 unit increase,[0.049-0.055],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
chr16:28508447-<b>G</b>,6 x 10-17,,0.431727,'-,0.0102436 unit decrease,[0.0078-0.0126],'-,Testosterone levels,testosterone measurement,GCST011518,Mapping not available
