Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs12035735-<b>?</b>,7 x 10-7,,NR,5,'-,[2.7-9.6],LRRC8D,Thiopurine-induced digestive symptoms in inflammatory bowel disease,"digestive system disease, response to thiopurine, inflammatory bowel disease",GCST006210,1:89839786
rs7255-<b>T</b>,9 x 10-11,,'-,1.14,'-,[1.09-1.18],GDF7,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,2:20679060
rs2464469-<b>G</b>,5 x 10-10,,'-,1.12,'-,[1.09-1.18],ALDH1A2,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,15:58069827
rs17451754-<b>G</b>,5 x 10-10,,'-,1.19,'-,[1.12-1.25],CFTR,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,7:117616658
rs17749155-<b>A</b>,5 x 10-10,,'-,1.18,'-,[1.12-1.24],MSRA,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,8:10210563
rs10108511-<b>T</b>,2 x 10-9,,'-,1.12,'-,[1.08-1.16],LINC00208,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,8:11578007
rs2687202-<b>T</b>,2 x 10-9,,'-,1.13,'-,[1.08-1.17],"RNU6-281P, FOXP1",Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,3:70880832
rs1247942-<b>G</b>,2 x 10-9,,'-,1.12,'-,[1.09-1.16],LINC02459,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,12:114235918
rs62423175-<b>A</b>,3 x 10-9,,'-,1.17,'-,[1.11-1.23],MTRNR2L9,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,6:61485463
rs9918259-<b>T</b>,3 x 10-9,,'-,1.2,'-,[1.13-1.27],"CEP72, TPPP",Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,5:662977
rs9257809-<b>A</b>,6 x 10-9,,'-,1.23,'-,[1.14-1.31],OR5V1,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,6:29388554
rs7852462-<b>C</b>,2 x 10-8,,'-,1.12,'-,[1.08-1.16],TMOD1,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,9:97548219
rs139606545-<b>G</b>,2 x 10-8,,'-,1.11,'-,[1.08-1.16],RNU7-147P,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,2:199180316
rs1979654-<b>G</b>,3 x 10-8,,'-,1.11,'-,[1.08-1.16],LINC00917,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,16:86363229
rs199620551-<b>TG</b>,5 x 10-8,,'-,1.11,'-,[1.08-1.15],CRTC1,Barrett's esophagus  or Esophageal adenocarcinoma,"esophageal adenocarcinoma, Barrett's esophagus",GCST003740,19:18693485
rs4957294-<b>?</b>,8 x 10-13,,NR,'-,0.043 unit increase,NR,TTC33,Crohn's disease vs ulcerative colitis (ordinary least squares (OLS)),"ulcerative colitis, Crohn's disease",GCST90016611,5:40446447
rs77150043-<b>?</b>,5 x 10-6,,NR,'-,0.028 unit increase,NR,ADCY7,Crohn's disease vs ulcerative colitis (ordinary least squares (OLS)),"ulcerative colitis, Crohn's disease",GCST90016611,16:50270338
rs2076756-<b>?</b>,5 x 10-29,,NR,'-,0.068 unit increase,NR,NOD2,Crohn's disease vs ulcerative colitis (ordinary least squares (OLS)),"ulcerative colitis, Crohn's disease",GCST90016611,16:50722970
rs6426833-<b>?</b>,3 x 10-18,,NR,'-,0.053 unit decrease,NR,"OTUD3, RNF186",Crohn's disease vs ulcerative colitis (ordinary least squares (OLS)),"ulcerative colitis, Crohn's disease",GCST90016611,1:19845367
rs1977160-<b>?</b>,1 x 10-17,,NR,'-,0.052 unit decrease,NR,"C1orf141, IL23R",Crohn's disease vs ulcerative colitis (ordinary least squares (OLS)),"ulcerative colitis, Crohn's disease",GCST90016611,1:67202253
rs2476601-<b>?</b>,3 x 10-9,,NR,'-,0.036 unit increase,NR,PTPN22,Crohn's disease vs ulcerative colitis (ordinary least squares (OLS)),"ulcerative colitis, Crohn's disease",GCST90016611,1:113834946
rs6704109-<b>?</b>,6 x 10-6,,NR,'-,0.027 unit increase,NR,AIMP1P2,Crohn's disease vs ulcerative colitis (ordinary least squares (OLS)),"ulcerative colitis, Crohn's disease",GCST90016611,1:172887910
rs3792108-<b>?</b>,4 x 10-17,,NR,'-,0.051 unit increase,NR,ATG16L1,Crohn's disease vs ulcerative colitis (ordinary least squares (OLS)),"ulcerative colitis, Crohn's disease",GCST90016611,2:233276306
rs2424955-<b>C</b>,1 x 10-7,,0.143,44.03,'-,[NR],BPIFB4,Non-steroidal anti-inflammatory drug-induced enteropathy,"response to non-steroidal anti-inflammatory, small intestine enteropathy",GCST007258,20:33105621
rs2920283-<b>T</b>,2 x 10-13,,0.388,'-,0.633 unit decrease,[0.33-0.93],"JRK, PSCA",Severe gastric atrophy,atrophic gastritis,GCST008713,8:142675619
rs2294008-<b>C</b>,4 x 10-11,,0.389,'-,0.426 unit decrease,[0.26-0.6],"JRK, PSCA",Gastric atrophy,atrophic gastritis,GCST008714,8:142680513
rs4822112-<b>?</b>,5 x 10-6,,NR,'-,'-,'-,TCF20,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,22:42335534
chr11:124744005-<b>?</b>,4 x 10-7,,NR,'-,'-,'-,'-,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,Mapping not available
chr13:28365664-<b>?</b>,7 x 10-6,,NR,'-,'-,'-,'-,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,Mapping not available
chr13:82687564-<b>?</b>,5 x 10-6,,NR,'-,'-,'-,'-,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,Mapping not available
rs3181382-<b>?</b>,1 x 10-7,,NR,'-,'-,'-,ADCY4,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,14:24320104
chr16:60394055-<b>?</b>,6 x 10-6,,NR,'-,'-,'-,'-,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,Mapping not available
rs9927732-<b>?</b>,3 x 10-7,,NR,'-,'-,'-,BANP,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,16:88043118
rs2017027-<b>?</b>,2 x 10-6,,NR,'-,'-,'-,KIAA1328,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,18:37225231
chr18:39130032-<b>?</b>,1 x 10-6,,NR,'-,'-,'-,'-,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,Mapping not available
chr2:4838394-<b>?</b>,4 x 10-6,,NR,'-,'-,'-,'-,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,Mapping not available
rs61329746-<b>?</b>,7 x 10-6,,NR,'-,'-,'-,"RN7SKP112, RNF144A",Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,2:7089647
rs62176284-<b>?</b>,8 x 10-6,,NR,'-,'-,'-,'-,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,2:217064297
chr3:8801391-<b>?</b>,4 x 10-6,,NR,'-,'-,'-,'-,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,Mapping not available
rs9310398-<b>?</b>,9 x 10-6,,NR,'-,'-,'-,SYN2,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,3:12015255
rs11719409-<b>?</b>,7 x 10-6,,NR,'-,'-,'-,"RNU6-1270P, CCDC75P1",Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,3:73189542
rs62278738-<b>?</b>,5 x 10-6,,NR,'-,'-,'-,'-,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,3:161954571
rs186049-<b>?</b>,7 x 10-6,,NR,'-,'-,'-,MCTP1,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,5:94937747
rs6939601-<b>?</b>,3 x 10-6,,NR,'-,'-,'-,TIAM2,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,6:155222857
rs9648634-<b>?</b>,8 x 10-6,,NR,'-,'-,'-,GAPDHP68,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,7:9545334
rs56402448-<b>?</b>,6 x 10-6,,NR,'-,'-,'-,SLC37A3,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,7:140387149
chr8:15436629-<b>?</b>,9 x 10-6,,NR,'-,'-,'-,'-,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,Mapping not available
rs58578562-<b>?</b>,4 x 10-6,,NR,'-,'-,'-,ADAM28,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,8:24323415
rs2955885-<b>?</b>,4 x 10-6,,NR,'-,'-,'-,IDO2,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,8:40008298
rs10505232-<b>?</b>,7 x 10-9,,NR,'-,'-,'-,CARS1P2,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,8:114878275
rs60140289-<b>?</b>,9 x 10-6,,NR,'-,'-,'-,RPS20P25,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,9:81314691
rs17694839-<b>?</b>,3 x 10-6,,NR,'-,'-,'-,MACROD2,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,20:15609842
rs35198725-<b>?</b>,2 x 10-6,,NR,'-,'-,'-,"SRSF6, Y_RNA",Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,20:43455408
chr10:15127366-<b>?</b>,4 x 10-6,,NR,'-,'-,'-,'-,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,Mapping not available
chr10:23702385-<b>?</b>,3 x 10-6,,NR,'-,'-,'-,'-,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,Mapping not available
rs6571631-<b>?</b>,7 x 10-6,,NR,'-,'-,'-,NDRG2,Pediatric nonalcoholic steatohepatitis,non-alcoholic steatohepatitis,GCST004943,14:21063674
rs6660749-<b>?</b>,8 x 10-6,,NR,'-,'-,'-,'-,Pediatric nonalcoholic steatohepatitis,non-alcoholic steatohepatitis,GCST004943,1:34349852
rs2327990-<b>T</b>,3 x 10-10,(Cox proportional hazards regression model),NR,21.97,'-,[8.42-57.33],PPIAP17,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,20:16208618
rs11918092-<b>C</b>,5 x 10-9,(Cox proportional hazards regression model),NR,216.98,'-,[35.64-1321.13],"RNA5SP141, EPHB1",Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,3:134794514
rs2366964-<b>C</b>,5 x 10-9,(Cox proportional hazards regression model),NR,41.19,'-,[11.81-143.66],FHIT,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,3:59944946
rs7582977-<b>C</b>,6 x 10-9,(Cox proportional hazards regression model),NR,134.32,'-,[25.76-700.33],"CIR1, SP9",Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,2:174340785
rs9534678-<b>A</b>,6 x 10-9,(Cox proportional hazards regression model),NR,133.6,'-,[25.62-696.59],RN7SL700P,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,13:47544647
rs13402783-<b>G</b>,7 x 10-9,(Cox proportional hazards regression model),NR,20.91,'-,[7.47-58.50],ATOH8,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,2:85787998
rs11692570-<b>T</b>,8 x 10-9,(Cox proportional hazards regression model),NR,34.43,'-,[10.35-114.58],MIR7515HG,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,2:6637860
rs9285673-<b>C</b>,2 x 10-8,(Cox proportional hazards regression model),NR,36.7,'-,[10.53-127.95],ADRB2,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,5:148793365
rs17201864-<b>T</b>,2 x 10-8,(Cox proportional hazards regression model),NR,19.06,'-,[6.86-52.98],HAPLN3,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,15:88877743
rs1372330-<b>A</b>,2 x 10-8,(Cox proportional hazards regression model),NR,36.51,'-,[10.47-127.34],ASTN2,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,9:116757309
rs1145724-<b>G</b>,2 x 10-8,(Cox proportional hazards regression model),NR,30.76,'-,[9.27-102.03],MAP3K7,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,6:90477791
rs17082301-<b>A</b>,3 x 10-8,(Cox proportional hazards regression model),NR,129.98,'-,[23.29-725.52],SCFD2,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,4:53026989
rs10920654-<b>T</b>,3 x 10-8,(Cox proportional hazards regression model),NR,76.85,'-,[16.51-357.84],BRINP3,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,1:190162620
rs1023741-<b>C</b>,4 x 10-8,(Cox proportional hazards regression model),NR,18.64,'-,[6.57-52.84],PIK3AP1,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,10:96663139
rs1426107-<b>A</b>,4 x 10-8,(Cox proportional hazards regression model),NR,28.08,'-,[8.53-92.45],'-,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,4:14294676
rs3861289-<b>A</b>,5 x 10-8,(Cox proportional hazards regression model),NR,19.16,'-,[6.62-55.40],RIT2,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,18:43111710
rs4239258-<b>T</b>,6 x 10-8,(Cox proportional hazards regression model),NR,98.28,'-,[18.72-515.88],POLR2A,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,17:7493724
rs5749032-<b>G</b>,8 x 10-9,"(Recessive, Mixture cure model)",NR,9.55,'-,[4.44-20.55],"CECR9, CECR3",Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,22:17313079
rs12949587-<b>?</b>,1 x 10-8,"(Co-Dominant, Mixture cure model)",NR,7.92,'-,[3.88-16.16],RBFOX3,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,17:79365094
rs6110524-<b>?</b>,2 x 10-8,"(Co-Dominant, Mixture cure model)",NR,7.56,'-,[3.75-15.27],MACROD2,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,20:15130492
rs3815652-<b>T</b>,2 x 10-8,"(Recessive, Mixture cure model)",NR,20.75,'-,[7.20-59.80],BBS9,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,7:33873792
rs756055-<b>C</b>,3 x 10-8,"(Recessive, Mixture cure model)",NR,13.39,'-,[5.37-33.43],"DEGS2, YY1",Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,14:100224841
rs7153665-<b>A</b>,3 x 10-8,"(Recessive, Mixture cure model)",NR,13.39,'-,[5.37-33.44],YY1,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,14:100264583
rs4754687-<b>A</b>,3 x 10-8,"(Recessive, Mixture cure model)",NR,13.33,'-,[5.34-33.28],RN7SL222P,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,11:100559322
rs2163746-<b>C</b>,5 x 10-8,"(Dominant, Mixture cure model)",NR,6.45,'-,[3.29-12.63],SGCD,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,5:155918211
rs17053011-<b>T</b>,5 x 10-8,"(Dominant, Mixture cure model)",NR,6.45,'-,[3.29-12.64],SGCD,Metastasis in stage I-III microsatellite instability low/stable colorectal cancer (time to event),"metastasis measurement, metastatic colorectal cancer, disease progression measurement",GCST007434,5:155934106
rs10786560-<b>G</b>,4 x 10-6,(conditioned on lead SNPs in LD),0.762,1.05,'-,[1.03-1.08],"NKX2-3, SLC25A28",Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,10:99555409
rs10849433-<b>C</b>,1 x 10-8,,0.267,1.06,'-,[1.04-1.08],"ATP5MFP5, PLEKHG6",Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,12:6297738
rs116353863-<b>C</b>,9 x 10-9,,0.0165,1.2,'-,[1.13-1.27],"MUC22, HCG22",Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,6:31042408
rs116685461-<b>G</b>,3 x 10-6,,0.8755,1.06,'-,[1.04-1.09],"LINC02571, HLA-B",Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,6:31347735
rs117079142-<b>A</b>,2 x 10-16,,0.0432,1.19,'-,[1.14-1.24],UTP23,Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,8:116778675
rs11884596-<b>C</b>,1 x 10-9,,0.3823,1.06,'-,[1.04-1.08],'-,Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,2:198747683
rs12217641-<b>C</b>,8 x 10-6,(conditioned on lead SNPs in LD),0.6981,1.05,'-,[1.03-1.07],"RNA5SP299, CHCHD3P1",Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,10:8621912
rs12447408-<b>A</b>,7 x 10-7,,0.2535,1.05,'-,[1.03-1.07],"LINC01081, LINC01082",Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,16:86218938
rs1250567-<b>C</b>,3 x 10-8,,0.4405,1.05,'-,[1.03-1.07],ZMIZ1,Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,10:79286508
rs12594720-<b>C</b>,5 x 10-7,,0.7218,1.05,'-,[1.03-1.07],SMAD6,Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,15:66714680
rs12708491-<b>G</b>,4 x 10-15,,0.5872,1.07,'-,[1.05-1.09],"GREM1, SCG5",Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,15:32700635
rs13086367-<b>A</b>,7 x 10-8,,0.5262,1.05,'-,[1.03-1.07],"LINC02044, BOC",Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,3:113185041
rs13204733-<b>G</b>,2 x 10-7,(conditioned on lead SNPs in LD),0.141,1.07,'-,[1.04-1.10],BMP5,Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,6:55701310
rs1427760-<b>C</b>,3 x 10-7,,0.5268,1.05,'-,[1.03-1.06],"Y_RNA, TBX3",Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,12:114662909
rs17816465-<b>A</b>,7 x 10-9,,0.2055,1.07,'-,[1.04-1.09],FMN1,Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,15:32864185
rs1924816-<b>A</b>,6 x 10-7,,0.7737,1.05,'-,[1.03-1.08],LINC00393,Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,13:73423824
rs2293581-<b>A</b>,9 x 10-40,,0.2116,1.15,'-,[1.13-1.17],GREM1,Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,15:32718535
rs2516420-<b>C</b>,1 x 10-7,,0.9263,1.1,'-,[1.06-1.13],MICB-DT,Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,6:31481843
rs28488-<b>T</b>,3 x 10-11,,0.6388,1.06,'-,[1.04-1.08],BMP2,Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,20:6781574
rs3217874-<b>T</b>,1 x 10-17,,0.4282,1.08,'-,[1.06-1.10],CCND2,Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,12:4291642
rs373585858-<b>A</b>,7 x 10-6,,0.0016,2,'-,[1.48-2.70],HEXD,Colorectal cancer or advanced adenoma,"colorectal cancer, colorectal adenoma",GCST007856,17:82436680
