Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs2069772-<b>C</b>,1 x 10-6,,0.3,1.19,'-,[1.11-1.28],IL2,IgE grass sensitization,seasonal allergic rhinitis,GCST001303,4:122451978
rs631208-<b>A</b>,2 x 10-6,,0.6,1.18,'-,[1.10-1.26],LINC02177,IgE grass sensitization,seasonal allergic rhinitis,GCST001303,16:9305867
rs6673480-<b>T</b>,2 x 10-6,,0.07,1.35,'-,[1.19-1.52],EPS15,IgE grass sensitization,seasonal allergic rhinitis,GCST001303,1:51393570
rs6554809-<b>C</b>,3 x 10-6,,0.84,1.29,'-,[1.16-1.43],DNAH5,IgE grass sensitization,seasonal allergic rhinitis,GCST001303,5:13740867
rs7617456-<b>G</b>,3 x 10-6,,0.59,1.18,'-,[1.10-1.26],TMEM108,IgE grass sensitization,seasonal allergic rhinitis,GCST001303,3:133009059
rs1325195-<b>A</b>,5 x 10-6,,0.59,1.17,'-,[1.10-1.26],ABL2,IgE grass sensitization,seasonal allergic rhinitis,GCST001303,1:179102621
rs1044573-<b>A</b>,1 x 10-6,,0.51,1.15,'-,[1.09-1.21],ENTPD6,Allergic rhinitis,seasonal allergic rhinitis,GCST001310,20:25226018
rs6898653-<b>G</b>,1 x 10-6,,0.22,1.23,'-,[1.13-1.34],"RPS17P2, SEMA6A-AS2",Allergic rhinitis,seasonal allergic rhinitis,GCST001310,5:116639960
rs887864-<b>A</b>,1 x 10-6,,0.63,1.16,'-,[1.09-1.23],CLEC16A,Allergic rhinitis,seasonal allergic rhinitis,GCST001310,16:11065028
rs2155219-<b>T</b>,4 x 10-8,,0.47,1.17,'-,[1.11-1.24],"EMSY, LINC02757",Allergic rhinitis,seasonal allergic rhinitis,GCST001310,11:76588150
rs17513503-<b>G</b>,7 x 10-7,,0.09,1.28,'-,[1.16-1.41],SLC25A46,Allergic rhinitis,seasonal allergic rhinitis,GCST001310,5:110810746
rs216518-<b>A</b>,2 x 10-6,,0.15,1.21,'-,[1.12-1.31],"RPL17P2, PPM1A",Allergic rhinitis,seasonal allergic rhinitis,GCST001310,14:60216712
rs6586513-<b>C</b>,4 x 10-6,,0.29,1.24,'-,[1.13-1.36],CROCC,Allergic rhinitis,seasonal allergic rhinitis,GCST001310,1:16889836
rs1898671-<b>T</b>,5 x 10-6,,0.35,1.15,'-,[1.08-1.22],TSLP,Allergic rhinitis,seasonal allergic rhinitis,GCST001310,5:111072304
rs4724100-<b>C</b>,2 x 10-6,,0.45,1.14,'-,[1.08-1.21],GLI3,Allergic rhinitis,seasonal allergic rhinitis,GCST001310,7:42225080
rs7775228-<b>C</b>,2 x 10-9,,0.13,1.33,'-,[1.21-1.45],"MTCO3P1, HLA-DQB1",IgE grass sensitization,seasonal allergic rhinitis,GCST001303,6:32690302
rs190850598-<b>?</b>,2 x 10-7,,NR,'-,'-,'-,GPHN,COVID-19 or atopic dermatitis (trans-disease meta-analysis),"atopic eczema, COVID-19",GCST011476,14:66645703
rs566750-<b>?</b>,3 x 10-6,,NR,'-,0.67 unit increase,NR,C5orf66,Allergic rhinitis x sex interaction,"sex interaction measurement, allergic rhinitis",GCST008138,5:135149595
rs34416364-<b>G</b>,8 x 10-9,,0.90442,1.0608954,'-,[1.04-1.08],"HCG22, MUC22",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:31035692
rs16858573-<b>T</b>,9 x 10-11,,0.8752,1.0607829,'-,[1.04-1.08],ARHGAP15,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,2:143118156
rs4921290-<b>A</b>,1 x 10-16,,0.7659,1.0602206,'-,[1.05-1.07],MIR3142HG,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,5:160487233
rs1214598-<b>G</b>,6 x 10-21,,0.6147,1.0594343,'-,[1.05-1.07],CD247,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,1:167457187
rs6496676-<b>A</b>,3 x 10-18,,0.6894,1.0586492,'-,[1.05-1.07],IQGAP1,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,15:90445152
rs6066184-<b>C</b>,7 x 10-16,,0.7448,1.0574179,'-,[1.04-1.07],EYA2,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,20:47055837
rs2516466-<b>G</b>,4 x 10-20,,0.5538,1.0564125,'-,[1.04-1.07],LINC01149,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:31446550
rs12343737-<b>C</b>,2 x 10-8,,0.8958,1.0564125,'-,[1.04-1.08],"TNC, DELEC1",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,9:115041748
rs905670-<b>G</b>,5 x 10-18,,0.648,1.055409,'-,[1.04-1.07],BACH2,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:90248783
rs130071-<b>G</b>,3 x 10-16,,0.7038,1.0548522,'-,[1.04-1.07],CCHCR1,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:31148433
rs61907713-<b>G</b>,4 x 10-13,,0.7809,1.0538518,'-,[1.04-1.07],LINC02098,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,11:128293212
rs1201113-<b>G</b>,1 x 10-8,,0.8786,1.0537407,'-,[1.04-1.07],TNFRSF8,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,1:12084377
rs11255938-<b>C</b>,4 x 10-18,,0.5454,1.0535188,'-,[1.04-1.07],LINC02676,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,10:8808772
rs4616071-<b>C</b>,2 x 10-14,,0.7315,1.0529641,'-,[1.04-1.07],"SIK2, LAYN",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,11:111570140
rs12365699-<b>G</b>,3 x 10-10,,0.8349,1.05241,'-,[1.04-1.07],"CXCR5, Y_RNA",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,11:118872577
rs7714574-<b>T</b>,5 x 10-17,,0.6032,1.0522993,'-,[1.04-1.06],TTC33,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,5:40492553
rs59183580-<b>A</b>,2 x 10-8,,0.8707,1.0513036,'-,[1.03-1.07],FAM76B,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,11:95692306
rs479844-<b>G</b>,6 x 10-17,,0.5547,1.0511931,'-,[1.04-1.06],"AP5B1, OVOL1",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,11:65784486
rs3128967-<b>T</b>,2 x 10-12,,0.90959,1.0504202,'-,[1.04-1.06],HLA-DPB1,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:33088320
rs1998266-<b>C</b>,2 x 10-8,,0.8611,1.0500892,'-,[1.03-1.07],ETV7-AS1,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:36390512
rs3787100-<b>G</b>,2 x 10-12,,0.7549,1.049979,'-,[1.04-1.06],"RTEL1, RTEL1-TNFRSF6B",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,20:63675057
rs653178-<b>T</b>,1 x 10-15,,0.5173,1.0485477,'-,[1.04-1.06],'-,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,Mapping not available
rs2621363-<b>T</b>,8 x 10-13,,0.7091,1.0481081,'-,[1.04-1.06],"HLA-DQB2, HLA-DOB",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:32801612
rs12440045-<b>C</b>,7 x 10-14,,0.5279,1.0465724,'-,[1.03-1.06],"RTF1, ITPKA",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,15:41490486
rs9247-<b>C</b>,3 x 10-9,,0.8088,1.0461345,'-,[1.03-1.06],INPP5D,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,2:233204655
rs9494883-<b>A</b>,1 x 10-10,,0.96875,1.1196954,'-,[1.08-1.16],WAKMAR2,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:137850329
rs117710327-<b>C</b>,4 x 10-18,,0.93779,1.116196,'-,[1.09-1.14],"CEBPA, SLC7A10",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,19:33235672
rs74060469-<b>C</b>,5 x 10-12,,0.96116,1.1150758,'-,[1.08-1.15],RUNX3,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,1:24907665
rs62379371-<b>G</b>,6 x 10-14,,0.95319,1.1135857,'-,[1.08-1.14],"VDAC1, TCF7",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,5:134103583
rs62404084-<b>C</b>,1 x 10-43,,0.8069,1.1116052,'-,[1.1-1.13],HLA-DQA1,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:32635544
rs34290285-<b>G</b>,2 x 10-51,,0.7452,1.1095084,'-,[1.1-1.12],D2HGDH,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,2:241759225
rs3024971-<b>T</b>,7 x 10-25,,0.893,1.10595,'-,[1.09-1.13],STAT6,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,12:57099944
rs6881270-<b>C</b>,1 x 10-48,,0.7254,1.1035092,'-,[1.09-1.12],IL7R,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,5:35878993
rs28407950-<b>C</b>,7 x 10-45,,0.7564,1.1032656,'-,[1.09-1.12],"HLA-DQA1, HLA-DQB1",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:32658571
rs1438673-<b>C</b>,2 x 10-58,,0.5166,1.1007154,'-,[1.09-1.11],"WDR36, RPS3AP21",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,5:111131801
rs12935657-<b>G</b>,1 x 10-38,,0.7558,1.0955303,'-,[1.08-1.11],CLEC16A,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,16:11125184
rs10519068-<b>G</b>,2 x 10-20,,0.8722,1.0868385,'-,[1.07-1.11],RORA,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,15:60776505
rs4845604-<b>G</b>,5 x 10-21,,0.8595,1.0864842,'-,[1.07-1.1],RORC,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,1:151829204
rs9276643-<b>C</b>,8 x 10-12,,0.6647,1.0858942,'-,[1.06-1.11],"HLA-DQB2, HLA-DOB",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:32777057
rs186856025-<b>C</b>,5 x 10-17,,0.8923,1.0847163,'-,[1.07-1.1],"LINC02676, PAX2",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,10:9001494
rs11539209-<b>T</b>,7 x 10-13,,0.92036,1.0828371,'-,[1.06-1.11],ZDHHC12,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,9:128721272
rs509399-<b>C</b>,2 x 10-11,,0.92476,1.079797,'-,[1.06-1.1],LINC01991,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,3:187963924
rs7749543-<b>G</b>,8 x 10-10,,0.6269,1.0775862,'-,[1.05-1.1],"HLA-DOB, HLA-DQB2",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:32783639
rs891058-<b>G</b>,2 x 10-27,,0.7053,1.0738832,'-,[1.06-1.09],LINC00299,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,2:8302417
rs3918226-<b>C</b>,6 x 10-10,,0.9224,1.0728463,'-,[1.05-1.1],NOS3,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,7:150993088
rs4916533-<b>C</b>,6 x 10-10,,0.91931,1.0707784,'-,[1.05-1.09],"NRROS, PIGX",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,3:196646711
rs7221109-<b>C</b>,6 x 10-25,,0.6494,1.0665529,'-,[1.05-1.08],"CCR7, SMARCE1",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,17:40614034
rs10910095-<b>G</b>,4 x 10-13,,0.8659,1.0658708,'-,[1.05-1.08],"PRXL2B, TNFRSF14",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,1:2579316
rs1837253-<b>C</b>,3 x 10-19,,0.7398,1.0629252,'-,[1.05-1.08],TSLP,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,5:111066174
rs9986945-<b>G</b>,2 x 10-10,,0.883,1.0612332,'-,[1.04-1.08],CARD11,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,7:3113539
rs7728912-<b>C</b>,5 x 10-26,,0.1473,1.175,'-,[1.141-1.209],SLC25A46,Allergic rhinitis,allergic rhinitis,GCST009719,5:110812772
rs112401631-<b>A</b>,3 x 10-17,,0.01598,1.378,'-,[1.283-1.48],"SMARCE1, CCR7",Allergic rhinitis,allergic rhinitis,GCST009719,17:40608272
rs12722502-<b>C</b>,3 x 10-18,,0.9827,1.2312238,'-,[1.18-1.29],IL2RA,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,10:6051176
rs143021546-<b>G</b>,3 x 10-10,,0.98377,1.2528188,'-,[1.17-1.34],IL4R,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,16:27337163
rs72782675-<b>C</b>,2 x 10-9,,0.98955,1.198897,'-,[1.13-1.27],"LINC02676, SLC25A16",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,10:8986983
rs147725790-<b>T</b>,2 x 10-12,,0.98229,1.1804981,'-,[1.13-1.23],HLA-DMB,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:32940196
rs72823641-<b>T</b>,1 x 10-63,,0.8633,1.1611705,'-,[1.14-1.18],"IL1RL1, IL18R1",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,2:102319699
rs5743604-<b>A</b>,1 x 10-72,,0.8013,1.1467891,'-,[1.13-1.16],TLR1,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,4:38799664
rs34210653-<b>G</b>,9 x 10-10,,0.97875,1.1385632,'-,[1.09-1.18],ALOX15,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,17:4632019
rs3793079-<b>T</b>,3 x 10-8,,0.6256,1.0347682,'-,[1.02-1.05],MLN,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:33800011
rs4939490-<b>C</b>,2 x 10-8,,0.6068,1.0346612,'-,[1.02-1.05],"CD6, CD5",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,11:61026179
rs2072713-<b>T</b>,3 x 10-8,,0.5155,1.0341262,'-,[1.02-1.05],CSF2RB,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,22:36923383
rs10986320-<b>C</b>,9 x 10-9,,0.3735,1.036,'-,[1.024-1.048],NEK6,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,9:124331623
rs4076542-<b>A</b>,2 x 10-8,,0.3335,1.036,'-,[1.023-1.048],"ASCL2, MIR4686",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,11:2215989
rs1942094-<b>G</b>,7 x 10-9,,0.3759,1.036,'-,[1.024-1.048],SMAD4,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,18:51074970
rs60946162-<b>T</b>,5 x 10-10,,0.4549,1.038,'-,[1.026-1.05],LPP,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,3:188415548
rs13165038-<b>C</b>,5 x 10-9,,0.3259,1.038,'-,[1.026-1.051],"IRF1, IRF1-AS1",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,5:132477658
rs6830371-<b>T</b>,1 x 10-9,,0.3761,1.038,'-,[1.026-1.05],STX18-AS1,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,4:4765968
rs17033015-<b>A</b>,7 x 10-10,,0.4244,1.038,'-,[1.026-1.05],"MANBA, NFKB1",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,4:102625147
rs10796303-<b>T</b>,1 x 10-9,,0.3323,1.039,'-,[1.027-1.051],PRKCQ-AS1,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,10:6585738
rs3813308-<b>G</b>,2 x 10-10,,0.4352,1.039,'-,[1.027-1.051],TNFAIP8,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,5:119355086
rs10818483-<b>T</b>,6 x 10-10,,0.3574,1.039,'-,[1.027-1.051],PHF19,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,9:120888195
rs2013724-<b>A</b>,2 x 10-8,,0.2644,1.039,'-,[1.026-1.053],"NFKBIA, PSMA6",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,14:35387142
rs10185028-<b>G</b>,3 x 10-8,,0.227,1.04,'-,[1.026-1.054],REL,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,2:60891604
rs13185930-<b>A</b>,1 x 10-8,,0.2467,1.04,'-,[1.026-1.053],"CDC23, GFRA3",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,5:138241824
rs2746438-<b>T</b>,6 x 10-11,,0.4445,1.04,'-,[1.028-1.051],AHI1,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,6:135396930
rs4743311-<b>G</b>,2 x 10-8,,0.2533,1.04,'-,[1.026-1.054],COL15A1,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,9:99028596
rs10468514-<b>G</b>,1 x 10-10,,0.3984,1.04,'-,[1.028-1.052],"ARHGAP27, RNA5SP443",Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,17:45378874
rs1344674-<b>G</b>,2 x 10-11,,0.4489,1.041,'-,[1.029-1.053],ZBTB38,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,3:141406344
rs4739736-<b>A</b>,1 x 10-10,,0.3478,1.041,'-,[1.028-1.053],RNU6-1213P,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,8:80365134
rs2393717-<b>G</b>,1 x 10-11,,0.4697,1.041,'-,[1.029-1.052],SPPL3,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,12:120782572
rs7953139-<b>C</b>,1 x 10-11,,0.4797,1.041,'-,[1.03-1.053],LRRC43,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,12:122177994
rs12784963-<b>G</b>,6 x 10-12,,0.4295,1.042,'-,[1.03-1.053],SUFU,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,10:102577229
rs3116590-<b>G</b>,1 x 10-8,,0.2145,1.042,'-,[1.028-1.056],DLEU1,Hay fever and/or eczema,"Eczema, allergic rhinitis",GCST009717,13:50234741
rs34004019-<b>?</b>,3 x 10-24,,NR,1.1086475,'-,[1.09-1.13],"HLA-DQB1, HLA-DQA1",Allergy,allergy,GCST003990,6:32658626
rs1438673-<b>?</b>,3 x 10-17,,NR,1.0672358,'-,[1.05-1.08],"WDR36, RPS3AP21",Allergy,allergy,GCST003990,5:111131801
rs11644510-<b>?</b>,2 x 10-16,,NR,1.0706638,'-,[1.05-1.09],"HNRNPCP4, CLEC16A",Allergy,allergy,GCST003990,16:11183501
rs11727978-<b>?</b>,1 x 10-15,,NR,1.083,'-,[1.062-1.104],TLR1,Allergy,allergy,GCST003990,4:38809430
rs4795400-<b>?</b>,3 x 10-15,,NR,1.0626993,'-,[1.05-1.08],GSDMB,Allergy,allergy,GCST003990,17:39910767
rs7936323-<b>?</b>,1 x 10-14,,NR,1.0604454,'-,[1.04-1.08],"EMSY, LINC02757",Allergy,allergy,GCST003990,11:76582714
rs35061832-<b>?</b>,3 x 10-13,,NR,1.1,'-,[1.073-1.129],D2HGDH,Allergy,allergy,GCST003990,2:241753075
rs4908769-<b>?</b>,2 x 10-12,,NR,1.061,'-,[1.044-1.079],RERE,Allergy,allergy,GCST003990,1:8641229
rs9739070-<b>?</b>,1 x 10-11,,NR,1.067,'-,[1.047-1.087],"RNA5SP375, SBNO1",Allergy,allergy,GCST003990,12:123286485
rs367023-<b>?</b>,2 x 10-11,,NR,1.0582011,'-,[1.04-1.08],LINC00299,Allergy,allergy,GCST003990,2:8309993
rs148505069-<b>?</b>,4 x 10-11,,NR,1.056,'-,[1.039-1.073],IL2,Allergy,allergy,GCST003990,4:122496409
rs1775550-<b>?</b>,6 x 10-11,,NR,1.067,'-,[1.047-1.088],LINC02676,Allergy,allergy,GCST003990,10:9010779
rs10975488-<b>?</b>,8 x 10-11,,NR,1.087,'-,[1.060-1.115],"IL33, GTF3AP1",Allergy,allergy,GCST003990,9:6213829
rs11217036-<b>?</b>,9 x 10-11,,NR,1.0649627,'-,[1.04-1.09],"DDX6, SETP16",Allergy,allergy,GCST003990,11:118805063
rs201333164-<b>?</b>,1 x 10-10,,NR,1.062,'-,[1.042-1.081],SUFU,Allergy,allergy,GCST003990,10:102518505
rs2164068-<b>?</b>,2 x 10-10,,NR,1.051,'-,[1.035-1.067],PLCL1,Allergy,allergy,GCST003990,2:198079128
rs61977073-<b>?</b>,4 x 10-10,,NR,1.061,'-,[1.041-1.080],TTC6,Allergy,allergy,GCST003990,14:37682050
rs1295686-<b>?</b>,6 x 10-10,,NR,1.061,'-,[1.041-1.080],"TH2LCRR, IL13",Allergy,allergy,GCST003990,5:132660151
rs2070902-<b>?</b>,1 x 10-9,,NR,1.055,'-,[1.037-1.073],FCER1G,Allergy,allergy,GCST003990,1:161217875
rs7824394-<b>?</b>,1 x 10-9,,NR,1.0504202,'-,[1.03-1.07],RNU6-1213P,Allergy,allergy,GCST003990,8:80380364
rs2030519-<b>?</b>,3 x 10-8,,NR,1.043,'-,[1.028-1.059],LPP,Allergy,allergy,GCST003990,3:188402113
rs17294280-<b>?</b>,4 x 10-8,,NR,1.053,'-,[1.034-1.073],SMAD3,Allergy,allergy,GCST003990,15:67175947
rs2519093-<b>?</b>,4 x 10-8,,NR,1.055,'-,[1.035-1.075],ABO,Allergy,allergy,GCST003990,9:133266456
rs28397663-<b>?</b>,4 x 10-8,,NR,1.046,'-,[1.029-1.062],FLJ40194,Allergy,allergy,GCST003990,17:49250821
rs1059513-<b>?</b>,6 x 10-7,,NR,'-,'-,'-,STAT6,Allergy,allergy,GCST003990,12:57095926
rs950881-<b>?</b>,6 x 10-27,,NR,1.1235955,'-,[1.1-1.15],"IL1RL1, IL18R1",Allergy,allergy,GCST003990,2:102316052
rs20541-<b>A</b>,1 x 10-6,,0.2019,'-,0.0724 unit increase,[0.043-0.101],"TH2LCRR, IL13",Self-reported allergy,allergy,GCST002083,5:132660272
rs6457730-<b>A</b>,1 x 10-6,,0.0115,'-,0.275 unit increase,[0.16-0.39],"GGNBP1, ZBTB9",Self-reported allergy,allergy,GCST002083,6:33518955
rs10796051-<b>C</b>,7 x 10-6,,0.4488,'-,0.0532 unit increase,[0.030-0.076],"PHYH, UCMA",Self-reported allergy,allergy,GCST002083,10:13268071
rs10893845-<b>T</b>,6 x 10-7,,0.5074,'-,0.059 unit decrease,[0.036-0.082],LINC02098,Self-reported allergy,allergy,GCST002083,11:128316987
rs8034004-<b>C</b>,6 x 10-6,,0.4435,'-,0.0611 unit increase,[0.035-0.088],"LINC02205, LINC02204",Self-reported allergy,allergy,GCST002083,15:70506220
rs1316453-<b>C</b>,7 x 10-6,,0.3466,'-,0.0624 unit increase,[0.035-0.090],RBFOX3,Self-reported allergy,allergy,GCST002083,17:79414777
rs2025345-<b>G</b>,3 x 10-6,,0.3743,'-,0.0572 unit decrease,[0.033-0.081],IL2RA,Self-reported allergy,allergy,GCST002083,10:6025725
rs962993-<b>T</b>,2 x 10-8,,0.4292,'-,0.0707 unit decrease,[0.046-0.095],LINC02676,Self-reported allergy,allergy,GCST002083,10:9011169
rs1998359-<b>G</b>,5 x 10-8,,0.2491,'-,0.0809 unit increase,[0.052-0.110],TTC6,Self-reported allergy,allergy,GCST002083,14:37607943
rs2056417-<b>A</b>,4 x 10-7,,0.3027,'-,0.0658 unit decrease,[0.041-0.091],PEX14,Self-reported allergy,allergy,GCST002083,1:10521601
rs10174949-<b>A</b>,1 x 10-7,,0.2728,'-,0.0703 unit decrease,[0.044-0.096],LINC00299,Self-reported allergy,allergy,GCST002083,2:8302118
rs10189629-<b>A</b>,2 x 10-16,,0.145,'-,0.1448 unit decrease,[0.11-0.18],"FAM183DP, IL1RL1",Self-reported allergy,allergy,GCST002083,2:102263004
rs10497813-<b>G</b>,6 x 10-10,,0.4825,'-,0.0734 unit increase,[0.050-0.097],PLCL1,Self-reported allergy,allergy,GCST002083,2:198049348
rs9860547-<b>A</b>,1 x 10-9,,0.4629,'-,0.0741 unit increase,[0.050-0.098],LPP,Self-reported allergy,allergy,GCST002083,3:188411191
rs2101521-<b>A</b>,5 x 10-21,,0.2384,'-,0.1374 unit decrease,[0.11-0.17],TLR1,Self-reported allergy,allergy,GCST002083,4:38809930
rs17388568-<b>A</b>,4 x 10-8,,0.2748,'-,0.0727 unit increase,[0.047-0.099],ADAD1,Self-reported allergy,allergy,GCST002083,4:122408207
rs7720838-<b>G</b>,8 x 10-11,,0.4254,'-,0.0785 unit decrease,[0.055-0.102],TTC33,Self-reported allergy,allergy,GCST002083,5:40486794
rs1438673-<b>C</b>,2 x 10-20,,0.4951,'-,0.1104 unit increase,[0.087-0.134],"WDR36, RPS3AP21",Self-reported allergy,allergy,GCST002083,5:111131801
rs6881280-<b>G</b>,2 x 10-6,,0.0691,'-,0.1157 unit increase,[0.068-0.164],"CEP120, PRDM6",Self-reported allergy,allergy,GCST002083,5:123279830
rs9266772-<b>C</b>,3 x 10-12,,0.1882,'-,0.104 unit increase,[0.075-0.133],"HLA-S, MICA",Self-reported allergy,allergy,GCST002083,6:31384336
