"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs72787939-<b>?</b>,"2 x 10-7",,'-,'-,"15.85 unit increase",[10.7-21],LINC02195,"Dental caries (decayed, missing and filled tooth surfaces)","dental caries",GCST009268,16:26545566
rs4801855-<b>?</b>,"3 x 10-6",,'-,'-,"17.33 unit decrease",[10.55-24.11],"KLK15, KLK3","Dental caries (decayed, missing and filled tooth surfaces)","dental caries",GCST009268,19:50845316
rs74086974-<b>?</b>,"3 x 10-6",,'-,'-,"4.522 unit increase",[2.75-6.29],PTGER3,"Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,1:70870070
rs1003652-<b>?</b>,"4 x 10-6",,'-,'-,"3.563 unit decrease",[2.12-5],HPCAL1,"Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,2:10328170
rs340349-<b>?</b>,"2 x 10-7",,'-,'-,"4.79 unit increase",[3.16-6.42],"SESTD1, CCDC141","Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,2:179068685
rs6434873-<b>?</b>,"4 x 10-6",,'-,'-,"3.955 unit increase",[2.35-5.56],CCDC150,"Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,2:196640102
rs12488352-<b>?</b>,"3 x 10-6",,'-,'-,"3.736 unit increase",[2.24-5.23],C3orf20,"Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,3:14684161
rs6441084-<b>?</b>,"3 x 10-6",,'-,'-,"4.57 unit increase",[2.8-6.34],"TIPARP-AS1, SSR3","Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,3:156592987
chr3:194035416-<b>?</b>,"2 x 10-7",,'-,'-,"5.782 unit decrease",[4.04-7.53],'-,"Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,"Mapping not available"
rs62295581-<b>?</b>,"2 x 10-6",,'-,'-,"6.403 unit increase",[4.1-8.7],"TTC29, LINC02360","Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,4:11843235
chr4:158617368-<b>?</b>,"3 x 10-6",,'-,'-,"7.46 unit increase",[4.77-10.16],'-,"Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,"Mapping not available"
rs28503910-<b>?</b>,"5 x 10-6",,'-,'-,"4.983 unit increase",[3.08-6.89],"TEMN3-AS1, AFAP1","Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,4:181759556
rs12171500-<b>?</b>,"1 x 10-6",,'-,'-,"15.92 unit increase",[11.01-20.83],ZBED3-AS1,"Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,5:77164309
rs12154393-<b>?</b>,"3 x 10-6",,'-,'-,"3.828 unit increase",[2.33-5.32],"PHF14, NPM1P11","Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,7:11171304
rs6947348-<b>?</b>,"2 x 10-7",,'-,'-,"4.615 unit increase",[3.05-6.18],SNX10,"Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,7:26344128
rs10224789-<b>?</b>,"8 x 10-7",,'-,'-,"5.797 unit increase",[3.76-7.84],ZNF277,"Dental caries (decayed, missing and filled teeth)","dental caries",GCST009267,7:112313387
rs74949229-<b>?</b>,"4 x 10-6",,'-,'-,"7.142 unit increase",[6.25-8.03],'-,"Dental caries (decayed and filled deciduous teeth)","dental caries",GCST009269,10:9484983
rs6585998-<b>?</b>,"3 x 10-6",,'-,'-,"2.107 unit decrease",[1.27-2.95],GRID1,"Dental caries (decayed and filled deciduous teeth)","dental caries",GCST009269,10:86183852
rs11020123-<b>?</b>,"4 x 10-6",,'-,'-,"2.269 unit decrease",[0.33-4.21],"SNRPGP16, MTNR1B","Dental caries (decayed and filled deciduous teeth)","dental caries",GCST009269,11:92956112
rs79812076-<b>?</b>,"2 x 10-6",,'-,'-,"6.012 unit increase",[4.12-7.91],'-,"Dental caries (decayed and filled deciduous teeth)","dental caries",GCST009269,12:102595378
rs9630337-<b>?</b>,"4 x 10-6",,'-,'-,"6.97 unit increase",[4.76-9.18],OR7E33P,"Dental caries (decayed and filled deciduous teeth)","dental caries",GCST009269,13:68008838
chr13:96271864-<b>?</b>,"4 x 10-6",,'-,'-,"8.184 unit increase",[5.62-10.75],'-,"Dental caries (decayed and filled deciduous teeth)","dental caries",GCST009269,"Mapping not available"
rs422342-<b>?</b>,"2 x 10-6",,'-,'-,"2.865 unit increase",[1.8-3.93],"HMGN2P47, SMAD3","Dental caries (decayed and filled deciduous teeth)","dental caries",GCST009269,15:67055348
rs7174369-<b>?</b>,"2 x 10-6",,'-,'-,"2.586 unit increase",[1.64-3.53],LRRC28,"Dental caries (decayed and filled deciduous teeth)","dental caries",GCST009269,15:99290117
rs9915753-<b>?</b>,"5 x 10-6",,'-,'-,"3.814 unit increase",[1.64-5.98],MRPL58,"Dental caries (decayed and filled deciduous teeth)","dental caries",GCST009269,17:75015353
rs2012033-<b>?</b>,"8 x 10-7",,'-,'-,"2.248 unit increase",[1.42-3.08],CHST8,"Dental caries (decayed and filled deciduous teeth)","dental caries",GCST009269,19:33672392
rs55928325-<b>?</b>,"5 x 10-6",,'-,'-,"3.22 unit increase",[1.16-5.28],"NLRP5, NLRP8","Dental caries (decayed and filled deciduous teeth)","dental caries",GCST009269,19:55996582
rs11240576-<b>?</b>,"4 x 10-6",,'-,'-,"6.548 unit increase",[3.93-9.17],PM20D1,"Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,1:205847795
rs74574927-<b>?</b>,"2 x 10-6",,'-,'-,"16.13 unit increase",[11.72-20.54],"LINC00877, THRB-AS1","Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,3:24727374
rs7630386-<b>?</b>,"1 x 10-6",,'-,'-,"22.38 unit increase",[16.88-27.88],RBMS3,"Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,3:28982746
rs552922-<b>?</b>,"4 x 10-6",,'-,'-,"6.1 unit increase",[3.99-8.21],"RNA5SP525, MIR4330","Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,X:151112589
rs11932181-<b>?</b>,"5 x 10-6",,'-,'-,"5.766 unit decrease",[2.51-9.02],"SNORA75B, LINC02493","Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,4:17277894
rs1602815-<b>?</b>,"2 x 10-6",,'-,'-,"7.756 unit increase",[5.11-10.4],'-,"Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,4:130183917
rs36162355-<b>?</b>,"4 x 10-6",,'-,'-,"11.62 unit increase",[7.85-15.39],Y_RNA,"Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,5:2246355
rs17606253-<b>?</b>,"2 x 10-6",,'-,'-,"12.19 unit increase",[8.41-15.97],SLC16A10,"Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,6:111205242
rs10815750-<b>?</b>,"2 x 10-6",,'-,'-,"5.522 unit increase",[3.46-7.58],'-,"Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,9:8087319
rs1434274-<b>?</b>,"5 x 10-6",,'-,'-,"6.899 unit increase",[4.34-9.46],PTPRD,"Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,9:8817244
rs11008779-<b>?</b>,"3 x 10-6",,'-,'-,"9.853 unit increase",[6.47-13.23],"RNU7-22P, RPS4XP11","Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,10:32125059
rs6585998-<b>?</b>,"4 x 10-6",,'-,'-,"5.642 unit decrease",[3.32-7.96],GRID1,"Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,10:86183852
rs6483205-<b>?</b>,"1 x 10-6",,'-,'-,"7.844 unit decrease",[5.11-10.58],"SNRPGP16, LINC02746","Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,11:92936742
rs61950818-<b>?</b>,"3 x 10-6",,'-,'-,"15.35 unit increase",[10.75-19.95],LINC00448,"Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,13:62642546
rs9915753-<b>?</b>,"4 x 10-7",,'-,'-,"12.24 unit increase",[8.51-15.97],MRPL58,"Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,17:75015353
rs2012033-<b>?</b>,"1 x 10-6",,'-,'-,"5.763 unit increase",[3.54-7.99],CHST8,"Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,19:33672392
rs1505809-<b>?</b>,"5 x 10-6",,NR,'-,"5.215 unit increase",[3.08-7.35],CPNE4,"Dental caries (decayed and filled deciduous tooth surfaces)","dental caries",GCST009266,3:132182548
rs10111661-<b>?</b>,"2 x 10-6","(DMFS5max,DMFS5)",NR,'-,'-,'-,'-,"Dental caries","dental caries",GCST001713,8:20479062
rs399593-<b>?</b>,"9 x 10-9",(DMFS2),NR,'-,'-,'-,LYZL2,"Dental caries","dental caries",GCST001713,10:30623101
rs848452-<b>?</b>,"2 x 10-6",(DMFS2),NR,'-,'-,'-,"DDX3ILA1, PHTF2","Dental caries","dental caries",GCST001713,7:77967495
rs10242311-<b>?</b>,"6 x 10-7",(DMFS5mand),NR,'-,'-,'-,ATXN7L1,"Dental caries","dental caries",GCST001713,7:105633273
rs1429138-<b>?</b>,"2 x 10-7","(DMFS2,DMFS5mand)",NR,'-,'-,'-,"PRMT5P1, MIR548G","Dental caries","dental caries",GCST001713,4:147361190
rs3896439-<b>?</b>,"2 x 10-8","(DMFS5max, DMFS5)",NR,'-,'-,'-,"AJAP1, LINC01646","Dental caries","dental caries",GCST001713,1:4608610
rs9308447-<b>?</b>,"5 x 10-7",(DMFS5mand),NR,'-,'-,'-,"LINC02606, SPSB1","Dental caries","dental caries",GCST001713,1:9372331
rs10180496-<b>?</b>,"1 x 10-7","(DMFS5, DMFS5mand)",NR,'-,'-,'-,TRIB2,"Dental caries","dental caries",GCST001713,2:12828774
rs1204798-<b>?</b>,"2 x 10-6",(DMFS2),NR,'-,'-,'-,NT5DC1,"Dental caries","dental caries",GCST001713,6:116222684
rs3788848-<b>?</b>,"3 x 10-6","(DMFS5,DMFS5max)",NR,'-,'-,'-,ELF4,"Dental caries","dental caries",GCST001713,X:130065837
rs2531154-<b>?</b>,"9 x 10-7",(DMFS5max),NR,'-,'-,'-,PROM1,"Dental caries","dental caries",GCST001713,4:16016701
rs12602978-<b>?</b>,"7 x 10-7",(DMFS5mand),NR,'-,'-,'-,RPL34P31,"Dental caries","dental caries",GCST001713,17:27240054
rs2829459-<b>?</b>,"3 x 10-6",(DMFS5mand),NR,'-,'-,'-,LINC01692,"Dental caries","dental caries",GCST001713,21:24907037
rs357894-<b>?</b>,"4 x 10-6",(DMFS5max),NR,'-,'-,'-,DYM,"Dental caries","dental caries",GCST001713,18:49053600
rs2875517-<b>?</b>,"3 x 10-6",(DMFS3),NR,'-,'-,'-,PCDH9,"Dental caries","dental caries",GCST001713,13:67122013
rs3114018-<b>?</b>,"7 x 10-8","(DMFS5mand,DMFS5)",NR,'-,'-,'-,ABCG2,"Dental caries","dental caries",GCST001713,4:88143429
rs7552806-<b>?</b>,"3 x 10-6","(DMFS5,DMFS5max)",NR,'-,'-,'-,NFASC,"Dental caries","dental caries",GCST001713,1:204814890
rs735539-<b>?</b>,"4 x 10-6",(DMFS2),NR,'-,'-,'-,IL17D,"Dental caries","dental caries",GCST001713,13:20705895
rs931608-<b>?</b>,"1 x 10-6",(DMFS5mand),NR,'-,'-,'-,ZNF98,"Dental caries","dental caries",GCST001713,19:22431320
rs2441755-<b>?</b>,"4 x 10-6",(DMFS5),NR,'-,'-,'-,CTNNA3,"Dental caries","dental caries",GCST001713,10:66405509
rs13381277-<b>?</b>,"4 x 10-6",(DMFS3),NR,'-,'-,'-,LINC00683,"Dental caries","dental caries",GCST001713,18:76606653
rs1750491-<b>?</b>,"2 x 10-6",(LPAR3),NR,'-,'-,'-,"SSX2IP, LPAR3","Dental caries","dental caries",GCST001713,1:84760616
rs11166135-<b>?</b>,"1 x 10-6",(DMFS3),NR,'-,'-,'-,PLPPR5,"Dental caries","dental caries",GCST001713,1:98883280
rs7078219-<b>?</b>,"6 x 10-6",(DMFS5mand),NR,'-,'-,'-,"GOT1, LINC01475","Dental caries","dental caries",GCST001713,10:99514608
rs649057-<b>?</b>,"5 x 10-6",(DMFS5),NR,'-,'-,'-,STX17-AS1,"Dental caries","dental caries",GCST001713,9:99472041
rs17485138-<b>?</b>,"7 x 10-6",(DMFS2),NR,'-,'-,'-,MYO16,"Dental caries","dental caries",GCST001713,13:108850501
rs9810890-<b>?</b>,"6 x 10-6",(DMFS2),NR,'-,'-,'-,CFAP92,"Dental caries","dental caries",GCST001713,3:128933710
rs11100904-<b>?</b>,"2 x 10-6",(DMFS3),NR,'-,'-,'-,"Y_RNA, LINC01095","Dental caries","dental caries",GCST001713,4:145983152
rs7552806-<b>?</b>,"3 x 10-6","(DMFS5, DMFS5max)",NR,'-,'-,'-,NFASC,"Dental caries","dental caries",GCST001713,1:204814890
rs2476842-<b>?</b>,"3 x 10-6",(DMFS3),NR,'-,'-,'-,EXOC2,"Dental caries","dental caries",GCST001713,6:566741
rs11256676-<b>?</b>,"5 x 10-6",(DMFS5mand),NR,'-,'-,'-,CELF2-DT,"Dental caries","dental caries",GCST001713,10:10559897
rs2864527-<b>?</b>,"4 x 10-6",(DMFS2),NR,'-,'-,'-,"TWSG1-DT, ANKRD12","Dental caries","dental caries",GCST001713,18:9288458
rs7243066-<b>?</b>,"9 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,'-,"Dental caries","dental caries",GCST001786,18:11282320
rs3204270-<b>?</b>,"5 x 10-6","(Comparatively Older)",NR,'-,'-,'-,'-,"Dental caries","dental caries",GCST001786,"Mapping not available"
rs9793739-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,LINC02814,"Dental caries","dental caries",GCST001786,1:229150111
rs4269515-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,'-,"Dental caries","dental caries",GCST001786,8:106896781
rs4865673-<b>?</b>,"9 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,'-,"Dental caries","dental caries",GCST001786,5:51632976
rs4922199-<b>?</b>,"8 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,'-,"Dental caries","dental caries",GCST001786,8:20443926
rs4888966-<b>?</b>,"5 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,'-,"Dental caries","dental caries",GCST001786,16:79397956
rs7634533-<b>?</b>,"5 x 10-6",,NR,'-,'-,'-,U3,"Dental caries","dental caries",GCST001786,3:30330561
rs1383934-<b>?</b>,"3 x 10-7",,NR,'-,'-,'-,ADAMTS3,"Dental caries","dental caries",GCST001786,4:72551807
rs1953743-<b>?</b>,"2 x 10-6","(Comparatively younger)",NR,'-,'-,'-,'-,"Dental caries","dental caries",GCST001786,14:54185761
rs1594318-<b>G</b>,"4 x 10-8",(EA),0.4,1.1792454,'-,[NR],ALLC,"Childhood dental caries in primary teeth","dental caries",GCST006312,2:3686354
rs1594318-<b>G</b>,"4 x 10-7",,0.4,1.1520737,'-,[NR],ALLC,"Childhood dental caries in primary teeth","dental caries",GCST006312,2:3686354
rs7738851-<b>A</b>,"2 x 10-8",,0.85,1.28,'-,[NR],NEDD9,"Childhood dental caries in permanent teeth","dental caries",GCST006311,6:11241555
rs11031093-<b>?</b>,"8 x 10-6",,NR,1.36,'-,[-0.73720-3.45720],MPPED2,"Dental caries","dental caries",GCST001244,11:30445953
rs545610-<b>?</b>,"9 x 10-6",,NR,1.34,'-,[-0.75720-3.43720],MPPED2,"Dental caries","dental caries",GCST001244,11:30486561
rs2302189-<b>?</b>,"8 x 10-6",,NR,1.33,'-,[-0.76720-3.42720],MTMR4,"Dental caries","dental caries",GCST001244,17:58506844
rs1865075-<b>?</b>,"6 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,"ZNF98, RPL34P34","Dental caries","dental caries",GCST001786,19:22372052
rs2832191-<b>?</b>,"5 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,MAP3K7CL,"Dental caries","dental caries",GCST001786,21:29116979
rs1383934-<b>?</b>,"2 x 10-6","(Comparatively Older)",NR,'-,'-,'-,ADAMTS3,"Dental caries","dental caries",GCST001786,4:72551807
rs10905651-<b>?</b>,"8 x 10-6","(Comparatively Older)",NR,'-,'-,'-,LINC02670,"Dental caries","dental caries",GCST001786,10:10031581
rs2888830-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,"FZD1, NIPA2P1","Dental caries","dental caries",GCST001786,7:91286039
rs1571500-<b>?</b>,"2 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,PLPPR5,"Dental caries","dental caries",GCST001786,1:98920737
rs4438497-<b>?</b>,"7 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,"SCN9A, SCN1A-AS1","Dental caries","dental caries",GCST001786,2:166320849
rs775227-<b>?</b>,"2 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,BOC,"Dental caries","dental caries",GCST001786,3:113276227
rs13092825-<b>?</b>,"2 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,SIDT1,"Dental caries","dental caries",GCST001786,3:113571621
rs4466078-<b>?</b>,"8 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,APBB2,"Dental caries","dental caries",GCST001786,4:40971510
rs9402592-<b>?</b>,"3 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,LINC01010,"Dental caries","dental caries",GCST001786,6:134398929
rs635808-<b>?</b>,"1 x 10-7","(Comparatively Younger)",NR,'-,'-,'-,RPS6KA2,"Dental caries","dental caries",GCST001786,6:166763934
rs6973392-<b>?</b>,"7 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,ZNF804B,"Dental caries","dental caries",GCST001786,7:89431419
rs17057381-<b>?</b>,"4 x 10-7","(Comparatively Younger)",NR,'-,'-,'-,"GULOP, EPHX2","Dental caries","dental caries",GCST001786,8:27559284
rs2046315-<b>?</b>,"3 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,RPSAP74,"Dental caries","dental caries",GCST001786,8:89198871
rs4251631-<b>?</b>,"2 x 10-7","(Comparatively Younger)",NR,'-,'-,'-,CDKN3,"Dental caries","dental caries",GCST001786,14:54409466
rs9961915-<b>?</b>,"5 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,"AQP4-AS1, CHST9","Dental caries","dental caries",GCST001786,18:27107360
rs10404998-<b>?</b>,"3 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,ZNF98,"Dental caries","dental caries",GCST001786,19:22425572
rs6011002-<b>?</b>,"3 x 10-6","(Comparatively Younger)",NR,'-,'-,'-,"RTEL1-TNFRSF6B, RTEL1","Dental caries","dental caries",GCST001786,20:63666449
rs9793739-<b>?</b>,"5 x 10-7","(Comparatively Older)",NR,'-,'-,'-,LINC02814,"Dental caries","dental caries",GCST001786,1:229150111
rs2108258-<b>?</b>,"2 x 10-6","(Comparatively Older)",NR,'-,'-,'-,ABCB5,"Dental caries","dental caries",GCST001786,7:20752375
rs2888830-<b>?</b>,"7 x 10-6","(Comparatively Older)",NR,'-,'-,'-,"FZD1, NIPA2P1","Dental caries","dental caries",GCST001786,7:91286039
rs1163656-<b>?</b>,"9 x 10-6","(Comparatively Older)",NR,'-,'-,'-,ACSS3,"Dental caries","dental caries",GCST001786,12:80943679
rs4251631-<b>?</b>,"2 x 10-6",,NR,'-,'-,'-,CDKN3,"Dental caries","dental caries",GCST001786,14:54409466
rs55769264-<b>A</b>,"3 x 10-8",,0.45,'-,"0.015 unit increase",[0.0097-0.0203],CDH9,"Number of decayed, missing and filled tooth surfaces or use of dentures","dental caries, dentures",GCST008295,5:26927939
rs10772314-<b>A</b>,"3 x 10-8",,0.4,'-,"0.015 unit decrease",[0.0097-0.0203],"LINC02446, SLC25A39P2","Number of decayed, missing and filled tooth surfaces or use of dentures","dental caries, dentures",GCST008295,12:10551751
rs7918807-<b>T</b>,"4 x 10-8",,0.52,'-,"0.015 unit increase",[0.0097-0.0203],LINC02670,"Number of decayed, missing and filled tooth surfaces or use of dentures","dental caries, dentures",GCST008295,10:9978231
rs2652452-<b>A</b>,"3 x 10-9",,0.45,'-,"0.016 unit decrease",[0.011-0.021],KCNJ3,"Number of decayed, missing and filled tooth surfaces or use of dentures","dental caries, dentures",GCST008295,2:154813691
rs7429279-<b>A</b>,"1 x 10-9",,0.41,'-,"0.016 unit increase",[0.011-0.021],"RNA5SP125, RARB","Number of decayed, missing and filled tooth surfaces or use of dentures","dental caries, dentures",GCST008295,3:25077146
rs61790808-<b>A</b>,"9 x 10-9",,0.64,'-,"0.016 unit decrease",[0.011-0.021],STAG1,"Number of decayed, missing and filled tooth surfaces or use of dentures","dental caries, dentures",GCST008295,3:136724166
rs34559440-<b>T</b>,"1 x 10-8",,0.68,'-,"0.016 unit decrease",[0.011-0.021],TBX4,"Number of decayed, missing and filled tooth surfaces or use of dentures","dental caries, dentures",GCST008295,17:70402971
