"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
chr2:49725708-<b>T</b>,"4 x 10-6",,NR,'-,"4.617 z-score decrease",NR,'-,"Multiple keratinocyte cancers","squamous cell carcinoma, multiple keratinocyte carcinoma susceptibility measurement, basal cell carcinoma",GCST004134,"Mapping not available"
rs9381952-<b>A</b>,"4 x 10-6",,NR,'-,"4.591 z-score decrease",NR,'-,"Multiple keratinocyte cancers","squamous cell carcinoma, multiple keratinocyte carcinoma susceptibility measurement, basal cell carcinoma",GCST004134,6:51243936
rs10948606-<b>T</b>,"4 x 10-6",,NR,'-,"4.589 z-score decrease",NR,'-,"Multiple keratinocyte cancers","squamous cell carcinoma, multiple keratinocyte carcinoma susceptibility measurement, basal cell carcinoma",GCST004134,6:51240771
chr4:6335966-<b>T</b>,"5 x 10-6",,NR,'-,"4.571 z-score decrease",NR,'-,"Multiple keratinocyte cancers","squamous cell carcinoma, multiple keratinocyte carcinoma susceptibility measurement, basal cell carcinoma",GCST004134,"Mapping not available"
chr2:49762165-<b>A</b>,"5 x 10-6",,NR,'-,"4.568 z-score decrease",NR,'-,"Multiple keratinocyte cancers","squamous cell carcinoma, multiple keratinocyte carcinoma susceptibility measurement, basal cell carcinoma",GCST004134,"Mapping not available"
rs9370019-<b>A</b>,"5 x 10-6",,NR,'-,"4.546 z-score increase",NR,'-,"Multiple keratinocyte cancers","squamous cell carcinoma, multiple keratinocyte carcinoma susceptibility measurement, basal cell carcinoma",GCST004134,6:51271160
rs58331610-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,MAST4,"Seborrheic dermatitis","seborrheic dermatitis",GCST005655,5:66724629
rs16944244-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,RN7SL601P,"Seborrheic dermatitis","seborrheic dermatitis",GCST005655,17:11123376
rs6546997-<b>?</b>,"1 x 10-7",,NR,'-,'-,'-,GAPDHP57,"Seborrheic dermatitis","seborrheic dermatitis",GCST005655,2:75431654
rs6958716-<b>?</b>,"1 x 10-7",,NR,'-,'-,'-,ELAPOR2,"Seborrheic dermatitis","seborrheic dermatitis",GCST005655,7:86965067
rs6978155-<b>?</b>,"5 x 10-7",,NR,'-,'-,'-,GRM3,"Seborrheic dermatitis","seborrheic dermatitis",GCST005655,7:86848578
rs4308942-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,MIR552,"Seborrheic dermatitis","seborrheic dermatitis",GCST005655,1:34635035
rs6463427-<b>?</b>,"2 x 10-6",,NR,'-,'-,'-,TNRC18,"Seborrheic dermatitis","seborrheic dermatitis",GCST005655,7:5363582
rs10502822-<b>?</b>,"3 x 10-6",,NR,'-,'-,'-,'-,"Seborrheic dermatitis","seborrheic dermatitis",GCST005655,18:43914452
rs13081203-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,SENP2,"Seborrheic dermatitis","seborrheic dermatitis",GCST005655,3:185604855
rs704417-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,PRICKLE2,"Seborrheic dermatitis","seborrheic dermatitis",GCST005655,3:64266748
rs7250483-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,"LINC00906, RNA5SP470","Seborrheic dermatitis","seborrheic dermatitis",GCST005655,19:28999790
rs11597510-<b>?</b>,"5 x 10-6",,NR,'-,'-,'-,LINC02622,"Seborrheic dermatitis","seborrheic dermatitis",GCST005655,10:70969735
rs6059655-<b>A</b>,"1 x 10-7",,0.0959999999999999,'-,"0.22 unit decrease",[0.30232-0.13768],RALY,"Skin sensitivity to sun","skin sensitivity to sun",GCST002908,20:34077942
rs149963581-<b>C</b>,"2 x 10-7",,0.03,'-,"0.441 unit increase",[0.28-0.61],HERC2,"Skin sensitivity to sun","skin sensitivity to sun",GCST002908,15:28212394
rs12931267-<b>G</b>,"8 x 10-23",,0.091,'-,"0.441 unit decrease",[0.5292-0.3528],FANCA,"Skin sensitivity to sun","skin sensitivity to sun",GCST002908,16:89752324
rs16891982-<b>C</b>,"7 x 10-6",,0.061,'-,"0.31 unit increase",[0.17-0.45],SLC45A2,"Skin sensitivity to sun","skin sensitivity to sun",GCST002908,5:33951588
rs117644533-<b>?</b>,"7 x 10-10",,NR,'-,'-,'-,"ACSF3, CBFA2T3",Sunburns,sunburn,GCST007086,16:88995404
rs35561531-<b>?</b>,"2 x 10-38",,NR,'-,'-,'-,ACSF3,Sunburns,sunburn,GCST007086,16:89118767
rs3114910-<b>?</b>,"3 x 10-30",,NR,'-,'-,'-,ANKRD11,Sunburns,sunburn,GCST007086,16:89313019
rs74836424-<b>?</b>,"1 x 10-300",,NR,'-,'-,'-,ANKRD11,Sunburns,sunburn,GCST007086,16:89440922
rs11648089-<b>?</b>,"1 x 10-144",,NR,'-,'-,'-,CHMP1A,Sunburns,sunburn,GCST007086,16:89647530
rs113548871-<b>?</b>,"1 x 10-33",,NR,'-,'-,'-,FANCA,Sunburns,sunburn,GCST007086,16:89746174
rs138804614-<b>?</b>,"3 x 10-20",,NR,'-,'-,'-,FANCA,Sunburns,sunburn,GCST007086,16:89806765
rs1805008-<b>?</b>,"2 x 10-225",,NR,'-,'-,'-,'-,Sunburns,sunburn,GCST007086,"Mapping not available"
rs62052663-<b>?</b>,"1 x 10-51",,NR,'-,'-,'-,PRDM7,Sunburns,sunburn,GCST007086,16:90086938
rs9904468-<b>?</b>,"6 x 10-12",,NR,'-,'-,'-,"SMCR2, PEMT",Sunburns,sunburn,GCST007086,17:17669873
rs1548714-<b>?</b>,"6 x 10-9",,NR,'-,'-,'-,LINC01992,Sunburns,sunburn,GCST007086,17:27953178
rs201475383-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,MIR663AHG,Sunburns,sunburn,GCST007086,20:26293355
rs6088347-<b>?</b>,"5 x 10-13",,NR,'-,'-,'-,"PIGPP3, TPM3P2",Sunburns,sunburn,GCST007086,20:33920304
rs6059655-<b>?</b>,"1 x 10-269",,NR,'-,'-,'-,RALY,Sunburns,sunburn,GCST007086,20:34077942
rs2425048-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,EIF6,Sunburns,sunburn,GCST007086,20:35284920
rs6007506-<b>?</b>,"7 x 10-27",,NR,'-,'-,'-,KIAA0930,Sunburns,sunburn,GCST007086,22:45226133
rs1308048-<b>?</b>,"2 x 10-20",,NR,'-,'-,'-,PDE4B,Sunburns,sunburn,GCST007086,1:66422859
rs11210187-<b>?</b>,"4 x 10-11",,NR,'-,'-,'-,"LINC01360, RN7SKP19",Sunburns,sunburn,GCST007086,1:73249550
rs535930-<b>?</b>,"3 x 10-11",,NR,'-,'-,'-,SLC6A17,Sunburns,sunburn,GCST007086,1:110181866
rs2793827-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"ADAM30, NOTCH2",Sunburns,sunburn,GCST007086,1:119906182
rs61816761-<b>?</b>,"2 x 10-14",,NR,'-,'-,'-,"FLG, FLG-AS1",Sunburns,sunburn,GCST007086,1:152313385
rs11264244-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"ADAR, KCNN3",Sunburns,sunburn,GCST007086,1:154696591
rs1800440-<b>?</b>,"2 x 10-10",,NR,'-,'-,'-,CYP1B1,Sunburns,sunburn,GCST007086,2:38070996
rs10168349-<b>?</b>,"2 x 10-12",,NR,'-,'-,'-,PRKCE,Sunburns,sunburn,GCST007086,2:46133768
rs113419088-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,WDPCP,Sunburns,sunburn,GCST007086,2:63626289
rs1267037-<b>?</b>,"1 x 10-8",,NR,'-,'-,'-,"TANK, LINC01806",Sunburns,sunburn,GCST007086,2:161241644
rs7428430-<b>?</b>,"1 x 10-8",,NR,'-,'-,'-,SEMA3F-AS1,Sunburns,sunburn,GCST007086,3:50136751
rs9858244-<b>?</b>,"3 x 10-11",,NR,'-,'-,'-,CADM2,Sunburns,sunburn,GCST007086,3:85738249
rs2607796-<b>?</b>,"2 x 10-7",,NR,'-,'-,'-,"FAIM, PPIAP72",Sunburns,sunburn,GCST007086,3:138637575
rs9818780-<b>?</b>,"5 x 10-11",,NR,'-,'-,'-,LINC00886,Sunburns,sunburn,GCST007086,3:156774969
rs56360320-<b>?</b>,"4 x 10-9",,NR,'-,'-,'-,'-,Sunburns,sunburn,GCST007086,3:189491857
rs111391498-<b>?</b>,"8 x 10-24",,NR,'-,'-,'-,UVSSA,Sunburns,sunburn,GCST007086,4:1347765
rs13115763-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,FAM13A,Sunburns,sunburn,GCST007086,4:88828954
rs16891982-<b>?</b>,"3 x 10-320",,NR,'-,'-,'-,SLC45A2,Sunburns,sunburn,GCST007086,5:33951588
rs2953060-<b>?</b>,"2 x 10-13",,NR,'-,'-,'-,SOX6,Sunburns,sunburn,GCST007086,11:16065201
rs11023926-<b>?</b>,"4 x 10-9",,NR,'-,'-,'-,SOX6,Sunburns,sunburn,GCST007086,11:16352168
rs4578351-<b>?</b>,"3 x 10-15",,NR,'-,'-,'-,SOX6,Sunburns,sunburn,GCST007086,11:16566033
rs1626067-<b>?</b>,"2 x 10-11",,NR,'-,'-,'-,CARNS1,Sunburns,sunburn,GCST007086,11:67425084
rs150527451-<b>?</b>,"8 x 10-17",,NR,'-,'-,'-,TPCN2,Sunburns,sunburn,GCST007086,11:69050429
rs61901730-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,"GAPDHP70, CTSC",Sunburns,sunburn,GCST007086,11:88377080
rs79731025-<b>?</b>,"8 x 10-9",,NR,'-,'-,'-,"GRM5-AS1, GAPDHP70",Sunburns,sunburn,GCST007086,11:88422110
rs188092667-<b>?</b>,"2 x 10-13",,NR,'-,'-,'-,GRM5,Sunburns,sunburn,GCST007086,11:88721001
rs111258505-<b>?</b>,"2 x 10-11",,NR,'-,'-,'-,GRM5,Sunburns,sunburn,GCST007086,11:89012759
rs190581995-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,"TYR, GRM5",Sunburns,sunburn,GCST007086,11:89154050
rs1126809-<b>?</b>,"4 x 10-280",,NR,'-,'-,'-,TYR,Sunburns,sunburn,GCST007086,11:89284793
rs142893386-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,NOX4,Sunburns,sunburn,GCST007086,11:89452293
rs11104733-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,CEP290,Sunburns,sunburn,GCST007086,12:88096342
rs3213737-<b>?</b>,"3 x 10-48",,NR,'-,'-,'-,HAL,Sunburns,sunburn,GCST007086,12:95986028
rs1278766-<b>?</b>,"1 x 10-19",,NR,'-,'-,'-,ATP11A,Sunburns,sunburn,GCST007086,13:112880068
rs182498200-<b>?</b>,"7 x 10-9",,NR,'-,'-,'-,OCA2,Sunburns,sunburn,GCST007086,15:27844150
rs117886461-<b>?</b>,"7 x 10-25",,NR,'-,'-,'-,OCA2,Sunburns,sunburn,GCST007086,15:27985232
rs7403279-<b>?</b>,"9 x 10-55",,NR,'-,'-,'-,HERC2,Sunburns,sunburn,GCST007086,15:28138419
rs117325217-<b>?</b>,"8 x 10-21",,NR,'-,'-,'-,HERC2,Sunburns,sunburn,GCST007086,15:28289631
rs11070811-<b>?</b>,"4 x 10-9",,NR,'-,'-,'-,TRPM1,Sunburns,sunburn,GCST007086,15:31101879
rs9926609-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,"NAA60, C16orf90",Sunburns,sunburn,GCST007086,16:3490962
rs1799802-<b>?</b>,"7 x 10-42",,NR,'-,'-,'-,ERCC4,Sunburns,sunburn,GCST007086,16:13934224
rs3180279-<b>?</b>,"5 x 10-11",,NR,'-,'-,'-,CYBA,Sunburns,sunburn,GCST007086,16:88644425
rs4782318-<b>?</b>,"4 x 10-11",,NR,'-,'-,'-,RNF166,Sunburns,sunburn,GCST007086,16:88702992
rs73252814-<b>?</b>,"1 x 10-13",,NR,'-,'-,'-,GALNS,Sunburns,sunburn,GCST007086,16:88830941
rs11739906-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,PDE4D,Sunburns,sunburn,GCST007086,5:59723533
rs6882046-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,LINC00461,Sunburns,sunburn,GCST007086,5:88673046
rs251466-<b>?</b>,"5 x 10-30",,NR,'-,'-,'-,PPARGC1B,Sunburns,sunburn,GCST007086,5:149816040
rs113773649-<b>?</b>,"2 x 10-11",,NR,'-,'-,'-,"DUSP22, CICP18",Sunburns,sunburn,GCST007086,6:242312
rs12203592-<b>?</b>,"1 x 10-300",,NR,'-,'-,'-,IRF4,Sunburns,sunburn,GCST007086,6:396321
rs6597061-<b>?</b>,"1 x 10-11",,NR,'-,'-,'-,EXOC2,Sunburns,sunburn,GCST007086,6:495636
rs2294664-<b>?</b>,"6 x 10-15",,NR,'-,'-,'-,EXOC2,Sunburns,sunburn,GCST007086,6:599042
rs2788223-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,EXOC2,Sunburns,sunburn,GCST007086,6:720465
rs115023893-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,LINC01622,Sunburns,sunburn,GCST007086,6:1023608
rs511515-<b>?</b>,"7 x 10-17",,NR,'-,'-,'-,"BAK1, GGNBP1",Sunburns,sunburn,GCST007086,6:33573730
rs6938966-<b>?</b>,"8 x 10-16",,NR,'-,'-,'-,USP49,Sunburns,sunburn,GCST007086,6:41793252
rs12660153-<b>?</b>,"1 x 10-9",,NR,'-,'-,'-,'-,Sunburns,sunburn,GCST007086,6:60381335
rs12524852-<b>?</b>,"1 x 10-10",,NR,'-,'-,'-,KHDRBS2,Sunburns,sunburn,GCST007086,6:61973218
rs1338549-<b>?</b>,"1 x 10-10",,NR,'-,'-,'-,'-,Sunburns,sunburn,GCST007086,6:97864267
rs1391659-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,RNU7-152P,Sunburns,sunburn,GCST007086,6:155663265
rs74952737-<b>?</b>,"7 x 10-8",,NR,'-,'-,'-,ARID1B,Sunburns,sunburn,GCST007086,6:156950105
rs117132860-<b>?</b>,"3 x 10-20",,NR,'-,'-,'-,AHR,Sunburns,sunburn,GCST007086,7:17095084
rs849138-<b>?</b>,"4 x 10-11",,NR,'-,'-,'-,JAZF1,Sunburns,sunburn,GCST007086,7:28137719
rs7794036-<b>?</b>,"2 x 10-11",,NR,'-,'-,'-,SRPK2,Sunburns,sunburn,GCST007086,7:105230001
rs2737217-<b>?</b>,"9 x 10-33",,NR,'-,'-,'-,TRPS1,Sunburns,sunburn,GCST007086,8:115618084
rs7034354-<b>?</b>,"4 x 10-11",,NR,'-,'-,'-,LURAP1L-AS1,Sunburns,sunburn,GCST007086,9:12732576
rs12350739-<b>?</b>,"4 x 10-53",,NR,'-,'-,'-,BNC2,Sunburns,sunburn,GCST007086,9:16885019
rs16909902-<b>?</b>,"1 x 10-7",,NR,'-,'-,'-,PTCH1,Sunburns,sunburn,GCST007086,9:95473920
rs7087356-<b>?</b>,"1 x 10-8",,NR,'-,'-,'-,"TSPAN14, PRXL2A",Sunburns,sunburn,GCST007086,10:80441547
rs11198112-<b>?</b>,"4 x 10-26",,NR,'-,'-,'-,LINC02674,Sunburns,sunburn,GCST007086,10:117804632
rs28483633-<b>?</b>,"3 x 10-35",,NR,5.86,'-,'-,"HLA-DQA1, HLA-DQB1","Pemphigus vulgaris","pemphigus vulgaris",GCST006584,6:32657097
rs11218708-<b>A</b>,"3 x 10-8",,0.21,1.54,'-,[NR],"GLULP3, RNU6-592P","Pemphigus vulgaris","pemphigus vulgaris",GCST006584,11:122601355
HLA-DRB1*14:04-<b>?</b>,"2 x 10-38",,NR,6.28,'-,[NR],'-,"Pemphigus vulgaris","pemphigus vulgaris",GCST006584,"Mapping not available"
rs7454108-<b>?</b>,"3 x 10-12","(conditioned on HLA-DRB1*14:04)",NR,3.25,'-,[NR],"MTCO3P1, HLA-DQB3","Pemphigus vulgaris","pemphigus vulgaris",GCST006584,6:32713706
rs1051336-<b>?</b>,"3 x 10-6","(conditioned on HLA-DRB1*14:04 and rs7454108)",NR,3.03,'-,[NR],HLA-DRA,"Pemphigus vulgaris","pemphigus vulgaris",GCST006584,6:32444815
rs7428377-<b>?</b>,"3 x 10-6",,0.09,2.47,'-,[1.61-3.78],U3,"Capecitabine-induced hand-foot syndrome in breast or colorectal cancer","cancer, Hand-foot syndrome, response to fluoropyrimidines",GCST011420,3:30257774
rs2420903-<b>?</b>,"9 x 10-6",,0.41,0.52,'-,[0.39-0.69],RPL19P16,"Capecitabine-induced hand-foot syndrome in breast or colorectal cancer","cancer, Hand-foot syndrome, response to fluoropyrimidines",GCST011420,10:121042993
rs6093063-<b>?</b>,"1 x 10-7",,0.17,2.16,'-,[1.62–2.88],LINC01718,"Capecitabine-induced hand-foot syndrome in breast or colorectal cancer","cancer, Hand-foot syndrome, response to fluoropyrimidines",GCST011420,20:61148101
rs6129058-<b>?</b>,"1 x 10-8",,0.19,2.4,'-,[1.78-3.25],"LINC01718, CDH4","Capecitabine-induced hand-foot syndrome in breast or colorectal cancer","cancer, Hand-foot syndrome, response to fluoropyrimidines",GCST011420,20:61157266
rs11845537-<b>A</b>,"7 x 10-22",,0.01467,6.587,'-,[6.15-7.03],"OTX2-AS1, RPL3P3","Cutaneous mastocytosis","cutaneous mastocytosis",GCST011381,14:56979555
rs11845537-<b>A</b>,"4 x 10-13",,0.01467,7.073,'-,[6.46-7.69],"OTX2-AS1, RPL3P3","Cutaneous mastocytosis (adult)","cutaneous mastocytosis",GCST011380,14:56979555
rs41271217-<b>G</b>,"1 x 10-7",,0.02292,4.487,'-,[3.88-5.09],DYNC2I1,"Cutaneous mastocytosis (adult)","cutaneous mastocytosis",GCST011380,7:158914326
rs973253-<b>C</b>,"8 x 10-7",,0.2992,1.812,'-,[1.57-2.05],EGLN1,"Cutaneous mastocytosis","cutaneous mastocytosis",GCST011381,1:231385128
rs80138802-<b>C</b>,"2 x 10-30",,0.02429,6.969,'-,[6.59-7.35],ABCA2,"Cutaneous mastocytosis","cutaneous mastocytosis",GCST011381,9:137021488
rs80138802-<b>C</b>,"4 x 10-15",,0.02429,6.926,'-,[6.36-7.49],ABCA2,"Cutaneous mastocytosis (adult)","cutaneous mastocytosis",GCST011380,9:137021488
rs10838094-<b>A</b>,"1 x 10-9",,0.4106,0.2393,'-,[-0.26109-0.73969],"HBG2, OR51B5, OR51Q1, HBE1","Cutaneous mastocytosis (adult)","cutaneous mastocytosis",GCST011380,11:5422663
rs7601511-<b>G</b>,"3 x 10-11",,0.2144,0.1427,'-,[-0.52488-0.81028],BCL11A,"Cutaneous mastocytosis","cutaneous mastocytosis",GCST011381,2:103382339
rs9828758-<b>T</b>,"5 x 10-17",,0.293,0.1454,'-,[-0.37733-0.66813],PDZRN3-AS1,"Cutaneous mastocytosis","cutaneous mastocytosis",GCST011381,3:73668985
rs10838094-<b>A</b>,"2 x 10-25",,0.4106,0.1646,'-,[-0.22152-0.55072],"HBG2, OR51B5, OR51Q1, HBE1","Cutaneous mastocytosis","cutaneous mastocytosis",GCST011381,11:5422663
rs2279343-<b>G</b>,"6 x 10-13",,0.2482,0.181,'-,[-0.34173-0.70373],CYP2B6,"Cutaneous mastocytosis","cutaneous mastocytosis",GCST011381,19:41009358
rs1778155-<b>T</b>,"8 x 10-8",,0.454,1.965,'-,[1.71-2.22],PDE4DIP,"Cutaneous mastocytosis","cutaneous mastocytosis",GCST011381,1:149009657
rs13195402-<b>T</b>,"3 x 10-7",,0.03641,2.802,'-,[2.39-3.21],BTN2A1,"Cutaneous mastocytosis","cutaneous mastocytosis",GCST011381,6:26463347
rs1611207-<b>A</b>,"1 x 10-8",,0.3807,2.01,'-,[-18.0604-22.0804],"HLA-V, HCG4","Cutaneous mastocytosis","cutaneous mastocytosis",GCST011381,6:29792099
rs76015112-<b>G</b>,"4 x 10-9",,0.2144,'-,'-,'-,"RPTN, PUDPP2","Cutaneous mastocytosis (childhood)","cutaneous mastocytosis",GCST011379,1:152156618
rs2728007-<b>C</b>,"3 x 10-7",,0.02755,3.755,'-,[3.21-4.3],RPL23AP38,"Cutaneous mastocytosis (childhood)","cutaneous mastocytosis",GCST011379,3:1545467
rs9828758-<b>T</b>,"7 x 10-14",,0.293,0.04732,'-,[-1.09614-1.19078],PDZRN3-AS1,"Cutaneous mastocytosis (childhood)","cutaneous mastocytosis",GCST011379,3:73668985
rs3218642-<b>T</b>,"3 x 10-8",,0.02792,3.979,'-,[3.45-4.51],POLQ,"Cutaneous mastocytosis (childhood)","cutaneous mastocytosis",GCST011379,3:121488790
rs1909936-<b>C</b>,"6 x 10-8",,0.02855,3.889,'-,[3.36-4.42],"RRM2B, FABP5","Cutaneous mastocytosis (childhood)","cutaneous mastocytosis",GCST011379,8:81333216
rs80138802-<b>C</b>,"1 x 10-18",,0.02429,7.003,'-,[6.5-7.5],ABCA2,"Cutaneous mastocytosis (childhood)","cutaneous mastocytosis",GCST011379,9:137021488
rs10838094-<b>A</b>,"9 x 10-18",,0.4106,0.1089,'-,[-0.50517-0.72297],"HBG2, OR51B5, OR51Q1, HBE1","Cutaneous mastocytosis (childhood)","cutaneous mastocytosis",GCST011379,11:5422663
rs9530313-<b>A</b>,"6 x 10-7",,0.05122,3.041,'-,[2.58-3.5],LINC00381,"Cutaneous mastocytosis (childhood)","cutaneous mastocytosis",GCST011379,13:74424521
rs11845537-<b>A</b>,"5 x 10-12",,0.01467,6.195,'-,[5.6-6.79],"OTX2-AS1, RPL3P3","Cutaneous mastocytosis (childhood)","cutaneous mastocytosis",GCST011379,14:56979555
rs8088340-<b>C</b>,"4 x 10-8",,0.01748,4.684,'-,[4.08-5.29],MIR3976HG,"Cutaneous mastocytosis (childhood)","cutaneous mastocytosis",GCST011379,18:5836383
rs2279343-<b>G</b>,"7 x 10-8",,0.2482,0.1756,'-,[-0.53843-0.88963],CYP2B6,"Cutaneous mastocytosis (childhood)","cutaneous mastocytosis",GCST011379,19:41009358
rs4778138-<b>?</b>,"2 x 10-14",,0.143,'-,'-,'-,OCA2,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,15:28090674
rs10399947-<b>A</b>,"7 x 10-9",,0.36,'-,"0.07 unit decrease",[0.05-0.09],CTXND2,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,1:150889484
rs192481803-<b>T</b>,"2 x 10-7",,0.007,'-,"0.65 unit increase",[0.41-0.89],'-,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,2:35111498
rs10200279-<b>T</b>,"3 x 10-9",,0.287,'-,"0.07 unit increase",[0.05-0.09],FLACC1,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,2:201305932
rs62246017-<b>A</b>,"2 x 10-9",,0.325,'-,"0.07 unit increase",[0.05-0.09],FOXP1,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,3:71433933
rs6791479-<b>T</b>,"6 x 10-15",,0.427,'-,"0.09 unit increase",[0.07-0.11],'-,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,3:189487243
rs35407-<b>A</b>,"6 x 10-31",,0.042,'-,"0.47 unit decrease",[0.39-0.55],SLC45A2,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,5:33946466
rs12203592-<b>T</b>,"1 x 10-221",,0.166,'-,"0.44 unit increase",[0.42-0.46],IRF4,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,6:396321
rs4455710-<b>T</b>,"6 x 10-21",,0.368,'-,"0.14 unit increase",[0.1-0.18],HLA-DQA1,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,6:32641081
rs10944479-<b>A</b>,"4 x 10-9",,0.189,'-,"0.09 unit decrease",[0.051-0.129],BACH2,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,6:90170674
rs117132860-<b>A</b>,"8 x 10-9",,0.021,'-,"0.25 unit increase",[0.17-0.33],AHR,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,7:17095084
rs7834300-<b>G</b>,"2 x 10-9",,0.438,'-,"0.07 unit increase",[0.05-0.09],TRPS1,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,8:115599405
rs1325118-<b>C</b>,"4 x 10-8",,0.304,'-,"0.07 unit decrease",[0.05-0.09],TYRP1,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,9:12619616
rs10810657-<b>T</b>,"1 x 10-17",,0.404,'-,"0.1 unit decrease",[0.08-0.12],BNC2,"Cutaneous squamous cell carcinoma","cutaneous squamous cell carcinoma",GCST010148,9:16884588
