Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs871134-<b>T</b>,1 x 10-16,,0.57,'-,0.01 unit increase,'-,"TADA2B, CCDC96",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,4:7042653
rs2853677-<b>G</b>,8 x 10-6,,0.42,'-,0.005 unit increase,'-,TERT,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,5:1287079
rs10948011-<b>G</b>,9 x 10-36,,0.87,'-,0.022 unit increase,'-,TAF8,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,6:42056547
rs35355140-<b>C</b>,9 x 10-25,,0.93,'-,0.023 unit increase,'-,HOXA9,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,7:27165113
rs11769630-<b>A</b>,4 x 10-21,,0.07,'-,0.021 unit increase,'-,"SPATA48, IKZF1",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,7:50218107
rs59543286-<b>A</b>,2 x 10-38,,0.84,'-,0.021 unit increase,'-,STMP1,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,7:135666562
rs55727837-<b>G</b>,1 x 10-34,,0.89,'-,0.022 unit increase,'-,KRBA1,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,7:149731512
rs12668837-<b>T</b>,1 x 10-6,,0.08,'-,0.011 unit increase,'-,"ESYT2, NCAPG2",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,7:158708114
rs2804301-<b>A</b>,2 x 10-6,,0.53,'-,0.006 unit increase,'-,KANK1,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,9:603916
rs2237896-<b>G</b>,7 x 10-9,,0.96,'-,0.017 unit increase,'-,KCNQ1,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,11:2837210
rs10849448-<b>G</b>,4 x 10-22,,0.75,'-,0.013 unit increase,'-,LTBR,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,12:6384185
rs34324-<b>A</b>,3 x 10-15,,0.4,'-,0.009 unit increase,'-,"CDKN1B, APOLD1",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,12:12724992
rs9921295-<b>T</b>,8 x 10-7,,0.92,'-,0.01 unit increase,'-,"CNEP1R1, NCOA5LP",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,16:49993219
rs1859259-<b>T</b>,1 x 10-11,,0.3,'-,0.008 unit increase,'-,ADGRG5,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,16:57562640
rs2842873-<b>T</b>,3 x 10-88,,0.37,'-,0.024 unit increase,'-,"PMF1-BGLAP, PMF1",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,1:156234862
rs4683900-<b>C</b>,6 x 10-44,,0.38,'-,0.016 unit increase,'-,SENP7,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,3:101415852
rs4681200-<b>C</b>,5 x 10-90,,0.21,'-,0.029 unit increase,'-,LINC01214,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,3:150284351
rs34468831-<b>G</b>,3 x 10-12,,0.37,'-,0.032 unit decrease,NR,PRDM16,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,1:3180749
rs9921295-<b>G</b>,4 x 10-12,,0.33,'-,0.031 unit increase,NR,"CNEP1R1, NCOA5LP",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,16:49993219
rs17049722-<b>T</b>,4 x 10-12,,0.17,'-,0.038 unit increase,NR,LINC01122,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,2:58749728
chr2:136879065-<b>?</b>,9 x 10-13,,0.32,'-,0.035 unit decrease,NR,'-,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,Mapping not available
rs34778241-<b>TG</b>,2 x 10-9,,0.71,'-,0.03 unit decrease,NR,EIF4E3,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,3:71722065
rs2811487-<b>A</b>,7 x 10-10,,0.36,'-,0.027 unit increase,NR,"RPN1, LINC01565",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,3:128613036
rs871134-<b>T</b>,1 x 10-14,,0.49,'-,0.032 unit decrease,NR,"TADA2B, CCDC96",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,4:7042653
rs4681200-<b>G</b>,4 x 10-19,,0.92,'-,0.072 unit increase,NR,LINC01214,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,3:150284351
rs10948011-<b>A</b>,4 x 10-12,,0.23,'-,0.035 unit increase,NR,TAF8,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,6:42056547
rs35355140-<b>A</b>,2 x 10-13,,0.14,'-,0.045 unit increase,NR,HOXA9,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,7:27165113
rs4721217-<b>T</b>,7 x 10-23,,0.42,'-,0.043 unit decrease,NR,MAD1L1,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,7:1933943
rs59543286-<b>C</b>,8 x 10-32,,0.23,'-,0.059 unit increase,NR,STMP1,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,7:135666562
rs55727837-<b>T</b>,1 x 10-19,,0.11,'-,0.061 unit increase,NR,KRBA1,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,7:149731512
rs72698721-<b>A</b>,4 x 10-33,,0.32,'-,0.055 unit increase,NR,"DLK1, LINC00523",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,14:100714852
rs189309686-<b>T</b>,4 x 10-8,,0.25,'-,0.027 unit increase,NR,NSMAF,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,8:58596796
rs10692222-<b>CATT</b>,6 x 10-9,,0.43,'-,0.025 unit increase,NR,CCDC26,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,8:129585117
rs80277818-<b>G</b>,8 x 10-55,,0.26,'-,0.075 unit decrease,NR,LINC01478,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,18:44437936
rs9299129-<b>G</b>,2 x 10-9,,0.23,'-,0.03 unit increase,NR,ZNF462,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,9:106875886
rs4251697-<b>G</b>,2 x 10-10,,0.081,'-,0.059 unit increase,NR,CDKN1B,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,12:12721528
rs139012944-<b>C</b>,4 x 10-8,,0.071,'-,0.051 unit decrease,NR,TCL1A,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,14:95714368
rs8088824-<b>C</b>,3 x 10-23,,0.82,'-,0.056 unit decrease,NR,LINC01478,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009066,18:44571296
rs56116444-<b>G</b>,9 x 10-36,,0.07,'-,0.027 unit increase,'-,"NREP, STARD4-AS1",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,5:111726150
rs11251-<b>G</b>,2 x 10-30,,0.61,'-,0.013 unit increase,'-,CD164,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,6:109368704
rs4709819-<b>G</b>,3 x 10-83,,0.59,'-,0.023 unit increase,'-,'-,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,6:164042323
rs4721217-<b>T</b>,3 x 10-55,,0.4,'-,0.019 unit increase,'-,MAD1L1,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,7:1933943
rs2979469-<b>C</b>,3 x 10-30,,0.74,'-,0.015 unit increase,'-,RBPMS,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,8:30427575
rs227079-<b>A</b>,9 x 10-31,,0.55,'-,0.014 unit increase,'-,C11orf65,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,11:108377959
rs728739-<b>A</b>,2 x 10-106,,0.84,'-,0.035 unit increase,'-,TCL1A,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,14:95715725
rs72698721-<b>G</b>,1 x 10-52,,0.87,'-,0.026 unit increase,'-,"DLK1, LINC00523",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,14:100714852
rs77874075-<b>G</b>,5 x 10-25,,0.09,'-,0.021 unit increase,'-,"CENPN-AS1, CENPN",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,16:81032734
rs78997619-<b>C</b>,1 x 10-38,,0.96,'-,0.037 unit increase,'-,"FAM117A, SLC35B1",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,17:49709799
rs80277818-<b>G</b>,3 x 10-80,,0.13,'-,0.033 unit increase,'-,LINC01478,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009067,18:44437936
rs17758695-<b>C</b>,1 x 10-33,,0.97,'-,0.01 unit decrease,NR,BCL2,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,18:63253621
rs1122138-<b>C</b>,6 x 10-31,,0.84,'-,0.005 unit decrease,NR,TCL1A,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,14:95713905
rs78378222-<b>G</b>,3 x 10-28,,0.01,'-,0.013 unit decrease,NR,TP53,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,17:7668434
rs59633341-<b>A</b>,4 x 10-28,,0.16,'-,0.004 unit decrease,NR,LINC01214,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,3:150301094
rs2736609-<b>T</b>,2 x 10-19,,0.36,'-,0.003 unit decrease,NR,"PMF1, PMF1-BGLAP",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,1:156232849
rs13191948-<b>C</b>,2 x 10-19,,0.54,'-,0.002 unit decrease,NR,CCDC162P,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,6:109313396
rs60084722-<b>CT</b>,2 x 10-17,,0.79,'-,0.003 unit decrease,NR,TPX2,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,20:31767936
rs381500-<b>C</b>,5 x 10-16,,0.55,'-,0.002 unit decrease,NR,'-,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,6:164057356
rs56084922-<b>G</b>,3 x 10-15,,0.08,'-,0.005 unit decrease,NR,"STARD4-AS1, NREP",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,5:111726186
rs137952017-<b>C</b>,4 x 10-15,,0.85,'-,0.003 unit decrease,NR,"LINC00523, DLK1",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,14:100709754
rs4721217-<b>T</b>,4 x 10-14,,0.4,'-,0.002 unit decrease,NR,MAD1L1,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,7:1933943
rs35091702-<b>C</b>,1 x 10-11,,0.74,'-,0.002 unit decrease,NR,RBPMS,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,8:30421955
rs4754301-<b>A</b>,7 x 10-11,,0.55,'-,0.002 unit decrease,NR,NPAT,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,11:108177814
rs12448368-<b>C</b>,7 x 10-11,,0.13,'-,0.003 unit decrease,NR,"CMC2, CENPN",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,16:81011342
rs11082396-<b>C</b>,1 x 10-10,,0.13,'-,0.003 unit decrease,NR,LINC01478,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,18:44500755
rs13088318-<b>G</b>,3 x 10-10,,0.34,'-,0.002 unit decrease,NR,"FAM172BP, TRMT10C",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,3:101523907
rs77522818-<b>A</b>,9 x 10-10,,0.96,'-,0.005 unit decrease,NR,FAM117A,Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,17:49740011
rs10687116-<b>AGATG</b>,9 x 10-10,,0.8,'-,0.002 unit decrease,NR,"MIR3168, RN7SL597P",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,13:41103946
rs115854006-<b>C</b>,5 x 10-8,,0.96,'-,0.006 unit decrease,NR,"SPINK8, FBXW12",Mosaic loss of chromosome Y (Y chromosome dosage),mosaic loss of chromosome Y measurement,GCST009375,3:48346680
rs2887399-<b>G</b>,6 x 10-11,,0.77,1.57,'-,[1.36-1.80],TCL1A,Mosaic loss of chromosome Y,mosaic loss of chromosome Y measurement,GCST003421,14:95714358
rs2047898-<b>?</b>,8 x 10-9,,NR,'-,'-,'-,FKBP1C,DNA methylation variation (age effect),DNA methylation,GCST006660,6:63148703
rs75293180-<b>?</b>,5 x 10-8,,NR,'-,'-,'-,MSRA,DNA methylation variation (age effect),DNA methylation,GCST006660,8:10368084
rs150007273-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,RPL5P16,DNA methylation variation (age effect),DNA methylation,GCST006660,5:82722218
rs115840193-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,"LINC02085, ZPLD1",DNA methylation variation (age effect),DNA methylation,GCST006660,3:102004038
rs73028974-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,ATP2B2,DNA methylation variation (age effect),DNA methylation,GCST006660,3:10544960
rs149131629-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,IL34,DNA methylation variation (age effect),DNA methylation,GCST006660,16:70636753
rs182102769-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,LINC00844,DNA methylation variation (age effect),DNA methylation,GCST006660,10:58983251
rs2147112-<b>?</b>,1 x 10-10,,NR,'-,'-,'-,LRFN5,DNA methylation variation (age effect),DNA methylation,GCST006660,14:41871854
rs1780437-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,LINC02629,DNA methylation variation (age effect),DNA methylation,GCST006660,10:33967875
rs61750222-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,RUNX1,DNA methylation variation (age effect),DNA methylation,GCST006660,21:34792189
rs837890-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,LINC01854,DNA methylation variation (age effect),DNA methylation,GCST006660,2:129346873
rs9364562-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,LPA,DNA methylation variation (age effect),DNA methylation,GCST006660,6:160569425
rs189479531-<b>?</b>,9 x 10-10,,NR,'-,'-,'-,RNU6-475P,DNA methylation variation (age effect),DNA methylation,GCST006660,6:114935838
rs184392414-<b>?</b>,6 x 10-9,,NR,'-,'-,'-,RWDD1,DNA methylation variation (age effect),DNA methylation,GCST006660,6:116583268
rs72495198-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,"ECEL1P1, DIS3L2P1",DNA methylation variation (age effect),DNA methylation,GCST006660,2:232420429
rs191982371-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,KRT18P24,DNA methylation variation (age effect),DNA methylation,GCST006660,9:79115425
rs62006538-<b>?</b>,3 x 10-8,,NR,'-,'-,'-,MTND5P40,DNA methylation variation (age effect),DNA methylation,GCST006660,15:46404439
rs114458961-<b>?</b>,3 x 10-8,,NR,'-,'-,'-,CD5L,DNA methylation variation (age effect),DNA methylation,GCST006660,1:157869964
rs146690225-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,FNDC3B,DNA methylation variation (age effect),DNA methylation,GCST006660,3:172232611
rs146309381-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,SMARCE1,DNA methylation variation (age effect),DNA methylation,GCST006660,17:40626609
rs141554673-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,PPIAP74,DNA methylation variation (age effect),DNA methylation,GCST006660,3:167125281
rs71307987-<b>?</b>,7 x 10-9,,NR,'-,'-,'-,'-,DNA methylation variation (age effect),DNA methylation,GCST006660,3:144628193
rs113928546-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,ZFAT,DNA methylation variation (age effect),DNA methylation,GCST006660,8:134538790
rs7648951-<b>?</b>,5 x 10-8,,NR,'-,'-,'-,MYRIP,DNA methylation variation (age effect),DNA methylation,GCST006660,3:39935725
rs112466685-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,'-,DNA methylation variation (age effect),DNA methylation,GCST006660,8:134060970
rs16930542-<b>?</b>,8 x 10-9,,NR,'-,'-,'-,SVIL,DNA methylation variation (age effect),DNA methylation,GCST006660,10:29740058
rs150144185-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,PCDH7,DNA methylation variation (age effect),DNA methylation,GCST006660,4:30849412
rs10434549-<b>?</b>,3 x 10-8,,NR,'-,'-,'-,LINC02118,DNA methylation variation (age effect),DNA methylation,GCST006660,5:52109622
rs181823181-<b>?</b>,9 x 10-9,,NR,'-,'-,'-,"LINC02431, MIR6082",DNA methylation variation (age effect),DNA methylation,GCST006660,4:171116822
rs35277959-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,IPCEF1,DNA methylation variation (age effect),DNA methylation,GCST006660,6:154280820
rs341338-<b>?</b>,7 x 10-9,,NR,'-,'-,'-,HMGB3P16,DNA methylation variation (age effect),DNA methylation,GCST006660,5:112486931
rs34414349-<b>?</b>,3 x 10-8,,NR,'-,'-,'-,LHX9,DNA methylation variation (age effect),DNA methylation,GCST006660,1:197988391
rs2265179-<b>?</b>,3 x 10-9,,NR,'-,'-,'-,"OR6L2P, SCART1",DNA methylation variation (age effect),DNA methylation,GCST006660,10:133449883
rs62141280-<b>?</b>,2 x 10-9,,NR,'-,'-,'-,C2orf16,DNA methylation variation (age effect),DNA methylation,GCST006660,2:27550188
rs183717966-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,LRP1B,DNA methylation variation (age effect),DNA methylation,GCST006660,2:140666448
rs148655837-<b>?</b>,5 x 10-8,,NR,'-,'-,'-,RNU6-788P,DNA methylation variation (age effect),DNA methylation,GCST006660,3:23646851
rs191540449-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,ACSL1,DNA methylation variation (age effect),DNA methylation,GCST006660,4:184781536
rs78287639-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,'-,DNA methylation variation (age effect),DNA methylation,GCST006660,4:133701188
