"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs146807753-<b>?</b>,"7 x 10-7",(AA),NR,'-,"0.06 unit increase",'-,"TDGF1P4, FAM50B","Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,6:3904005
rs72804453-<b>?</b>,"8 x 10-11",(AA),NR,'-,"0.078 unit increase",'-,BICC1,"Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,10:58827232
rs116616455-<b>?</b>,"7 x 10-7",(AA),NR,'-,"0.047 unit increase",'-,"LINC02403, RN7SKP65","Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,12:58041829
rs112209655-<b>?</b>,"2 x 10-7",(AA),NR,'-,"0.066 unit increase",'-,"TSPAN19, SLC6A15","Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,12:84947358
rs143838781-<b>?</b>,"4 x 10-7",(AA),NR,'-,"0.061 unit increase",'-,RBM19,"Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,12:113940539
rs138270994-<b>?</b>,"6 x 10-7",(AA),NR,'-,"0.045 unit increase",'-,"DDX39AP1, SNORD36","Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,13:22791997
rs2607653-<b>?</b>,"1 x 10-7",,NR,'-,"0.023 unit increase",'-,FGF14,"Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,13:102066314
rs76043556-<b>?</b>,"7 x 10-7",(AA),NR,'-,"0.058 unit increase",'-,"GOLGA8J, SYNGR2P1","Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,15:30060226
rs117168171-<b>?</b>,"2 x 10-7",(AA),NR,'-,"0.066 unit increase",'-,"OR4F28P, OR4F13P","Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,15:101854599
rs250567-<b>?</b>,"1 x 10-7",(AA),NR,'-,"0.072 unit increase",'-,"SCNN1B, COG7","Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,16:23383078
rs80147136-<b>?</b>,"2 x 10-8",(AA),NR,'-,"0.071 unit increase",'-,"NETO2, DNAJA2-DT","Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,16:47050042
rs73354145-<b>?</b>,"3 x 10-7",,NR,'-,"0.018 unit increase",'-,MRPL12,"Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,17:81706393
rs57504626-<b>?</b>,"6 x 10-7",(EA),NR,'-,"0.014 unit decrease",'-,PBX4,"Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,19:19609590
rs2823310-<b>?</b>,"3 x 10-7",(AA),NR,'-,"0.043 unit increase",'-,CYCSP42,"Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,21:15497529
rs62210650-<b>?</b>,"7 x 10-7",(AA),NR,'-,"0.064 unit increase",'-,"NIPA2P3, SREK1IP1P1","Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,21:19649854
rs58847779-<b>?</b>,"7 x 10-7",(AA),NR,'-,"0.039 unit increase",'-,TRIOBP,"Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,22:37736644
rs6693796-<b>?</b>,"6 x 10-8",,NR,'-,"0.019 unit increase",'-,PRRX1,"Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes","response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,1:170674137
rs12760791-<b>A</b>,"9 x 10-6","(total cholesterol)",0.09884,'-,"0.5491 unit decrease",NR,KCNH1,Cholesterol,"total cholesterol change measurement",GCST010056,1:211015595
rs6016501-<b>?</b>,"4 x 10-6",(Filipino),NR,'-,'-,'-,RNU2-52P,"Cholesterol, total","total cholesterol measurement",GCST006469,20:41012239
rs12740374-<b>?</b>,"1 x 10-29",,NR,'-,"0.17 unit decrease",[0.14-0.2],CELSR2,"Total cholesterol levels","total cholesterol measurement",GCST008594,1:109274968
rs17041688-<b>?</b>,"9 x 10-6",,NR,'-,"0.092 unit decrease",[0.051-0.133],APOB,"Total cholesterol levels","total cholesterol measurement",GCST008594,2:20976554
rs562338-<b>?</b>,"8 x 10-16",,NR,'-,"0.125 unit increase",[0.094-0.156],"APOB, TDRD15","Total cholesterol levels","total cholesterol measurement",GCST008594,2:21065449
rs4945787-<b>?</b>,"6 x 10-7",,NR,'-,"0.091 unit decrease",[0.056-0.126],SCML4,"Total cholesterol levels","total cholesterol measurement",GCST008594,6:107729018
rs6944635-<b>?</b>,"1 x 10-6",,NR,'-,"0.068 unit increase",[0.041-0.095],ZNF619P1,"Total cholesterol levels","total cholesterol measurement",GCST008594,7:46132286
rs11781321-<b>?</b>,"2 x 10-16",(conditional),NR,'-,"0.156 unit decrease",[0.12-0.19],ATP6V0D2,"Total cholesterol levels","total cholesterol measurement",GCST008594,8:86146348
rs144188464-<b>?</b>,"1 x 10-88",(conditional),NR,'-,"0.759 unit decrease",[0.68-0.83],"ATP6V0D2, SLC7A13","Total cholesterol levels","total cholesterol measurement",GCST008594,8:86169166
rs4571715-<b>?</b>,"3 x 10-80",(conditional),NR,'-,"0.679 unit increase",[0.61-0.75],"SLC7A13, ATP6V0D2","Total cholesterol levels","total cholesterol measurement",GCST008594,8:86192715
rs174570-<b>?</b>,"3 x 10-10",(conditional),NR,'-,"0.078 unit decrease",[0.054-0.102],FADS2,"Total cholesterol levels","total cholesterol measurement",GCST008594,11:61829740
rs6511720-<b>?</b>,"8 x 10-15",,NR,'-,"0.163 unit decrease",[0.12-0.2],LDLR,"Total cholesterol levels","total cholesterol measurement",GCST008594,19:11091630
rs117961479-<b>?</b>,"1 x 10-6",,NR,'-,"0.129 unit decrease",[0.078-0.18],SUGP1,"Total cholesterol levels","total cholesterol measurement",GCST008594,19:19299941
rs7254892-<b>?</b>,"3 x 10-23",,NR,'-,"0.328 unit decrease",[0.26-0.39],NECTIN2,"Total cholesterol levels","total cholesterol measurement",GCST008594,19:44886339
rs780094-<b>T</b>,"2 x 10-13",,0.4253,'-,"1.0656419 unit increase",[0.78-1.35],'-,"Total cholesterol levels","total cholesterol measurement",GCST005781,"Mapping not available"
rs174547-<b>C</b>,"4 x 10-9",,0.3261,'-,"0.90076566 unit decrease",[0.6-1.2],"FADS1, FADS2","Total cholesterol levels","total cholesterol measurement",GCST005781,11:61803311
rs6589567-<b>T</b>,"3 x 10-10",,0.1178,'-,"1.4276218 unit increase",[0.99-1.87],"APOA4, APOA5","Total cholesterol levels","total cholesterol measurement",GCST005781,11:116799960
rs261332-<b>T</b>,"5 x 10-8",,0.1955,'-,"0.96994877 unit increase",[0.62-1.32],"LIPC-AS1, LIPC, ALDH1A2","Total cholesterol levels","total cholesterol measurement",GCST005781,15:58435126
rs7715806-<b>G</b>,"4 x 10-7",,0.3854,'-,"0.7488 unit decrease",'-,"POC5, SLC25A5P9","Total cholesterol levels","total cholesterol measurement",GCST005781,5:75738562
rs1109559-<b>C</b>,"3 x 10-6",,0.324,'-,"0.727 unit increase",'-,"CDK2AP1, RNA5SP375","Total cholesterol levels","total cholesterol measurement",GCST005781,12:123273314
rs1456465-<b>G</b>,"7 x 10-8",,0.16,'-,"0.16 unit decrease",[0.12-0.26],TTC34,"Serum total cholesterol levels","total cholesterol measurement",GCST008239,1:2895249
rs1568749-<b>T</b>,"8 x 10-7",,0.24,'-,"0.18 unit decrease",[0.13-0.3],LINC01266,"Serum total cholesterol levels","total cholesterol measurement",GCST008239,3:874399
rs71571192-<b>T</b>,"9 x 10-7",,0.1,'-,"0.14 unit decrease",[0.1-0.24],PPP1R3A,"Serum total cholesterol levels","total cholesterol measurement",GCST008239,7:114030498
rs1333045-<b>C</b>,"3 x 10-7",,0.49,'-,"4.24 unit increase",[2.61-5.86],CDKN2B-AS1,"Serum total cholesterol levels","total cholesterol measurement",GCST008239,9:22119196
rs2716769-<b>G</b>,"1 x 10-7",,0.35,'-,"4.62 unit increase",[2.90-6.33],'-,"Serum total cholesterol levels","total cholesterol measurement",GCST008239,4:179549287
rs7412-<b>T</b>,"2 x 10-30",(TC),0.12,'-,"0.09 unit decrease",[0.070-0.110],APOE,"Lipid traits","total cholesterol measurement",GCST002174,19:44908822
rs2025875-<b>G</b>,"8 x 10-6","(TC )",0.157,'-,"0.03 mg/dL increase",[NR],PALM2AKAP2,"Obesity-related traits","total cholesterol measurement",GCST001762,9:109834631
rs9312517-<b>G</b>,"8 x 10-7","(TC )",0.228,'-,"0.03 mg/dL increase",[NR],SPOCK3,"Obesity-related traits","total cholesterol measurement",GCST001762,4:167218229
rs11113894-<b>A</b>,"2 x 10-6","(TC )",0.397,'-,"0.03 mg/dL increase",[NR],LINC01498,"Obesity-related traits","total cholesterol measurement",GCST001762,12:108448086
rs275437-<b>A</b>,"3 x 10-6","(TC )",0.494,'-,"0.04 mg/dL increase",[NR],LINC02196,"Obesity-related traits","total cholesterol measurement",GCST001762,5:6879865
rs2274136-<b>G</b>,"5 x 10-6","(TC )",0.228,'-,"0.03 mg/dL increase",[NR],'-,"Obesity-related traits","total cholesterol measurement",GCST001762,"Mapping not available"
rs9956878-<b>A</b>,"8 x 10-6","(TC )",0.427,'-,"0.02 mg/dL increase",[NR],'-,"Obesity-related traits","total cholesterol measurement",GCST001762,18:75824756
rs1043274-<b>A</b>,"9 x 10-6","(TC )",0.026,'-,"0.03 mg/dL increase",[NR],CYB561D1,"Obesity-related traits","total cholesterol measurement",GCST001762,1:109499822
rs17150243-<b>C</b>,"9 x 10-6","(TC )",0.158,'-,"0.03 mg/dL increase",[NR],OR5T3,"Obesity-related traits","total cholesterol measurement",GCST001762,11:56252449
rs7412-<b>?</b>,"3 x 10-47",,NR,'-,'-,'-,APOE,"Serum total cholesterol levels","total cholesterol measurement",GCST011621,19:44908822
chr1:55509585-<b>?</b>,"3 x 10-27",,'-,'-,"0.1098 unit decrease",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST011016,"Mapping not available"
chr16:56989590-<b>?</b>,"5 x 10-12",,'-,'-,"0.0244 unit increase",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST011016,"Mapping not available"
chr19:45412079-<b>?</b>,"9 x 10-59",,'-,'-,"0.0744 unit decrease",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST011016,"Mapping not available"
chr2:21242731-<b>?</b>,"5 x 10-18",,'-,'-,"0.0872 unit increase",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST011016,"Mapping not available"
chr5:74648603-<b>?</b>,"3 x 10-15",,'-,'-,"0.0172 unit increase",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST011016,"Mapping not available"
chr8:126490972-<b>?</b>,"1 x 10-10",,'-,'-,"0.0156 unit decrease",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST011016,"Mapping not available"
chr9:107664301-<b>?</b>,"1 x 10-13",,'-,'-,"0.0166 unit decrease",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST011016,"Mapping not available"
chr2:27730940-<b>?</b>,"2 x 10-9",,'-,'-,"0.013 unit decrease",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST011016,"Mapping not available"
rs16827981-<b>A</b>,"6 x 10-8",,0.18,'-,"2.13 unit increase",[1.37-2.89],LUZP1,"Total cholesterol levels","total cholesterol measurement",GCST90010363,1:23109045
rs10889332-<b>T</b>,"3 x 10-14",,0.33,'-,"2.44 unit decrease",[1.81-3.07],DOCK7,"Total cholesterol levels","total cholesterol measurement",GCST90010363,1:62485187
rs629301-<b>G</b>,"2 x 10-57",,0.22,'-,"5.8 unit decrease",[5.09-6.51],'-,"Total cholesterol levels","total cholesterol measurement",GCST90010363,"Mapping not available"
rs556107-<b>C</b>,"2 x 10-8",,0.47,'-,"1.71 unit decrease",[1.12-2.30],"LINC01132, LINC00184","Total cholesterol levels","total cholesterol measurement",GCST90010363,1:234717312
rs7575840-<b>T</b>,"3 x 10-23",,0.33,'-,"3.19 unit increase",[2.56-3.82],"TDRD15, APOB","Total cholesterol levels","total cholesterol measurement",GCST90010363,2:21050618
rs780094-<b>T</b>,"3 x 10-14",,0.42,'-,"2.32 unit increase",[1.71-2.93],'-,"Total cholesterol levels","total cholesterol measurement",GCST90010363,"Mapping not available"
rs41360247-<b>C</b>,"2 x 10-9",,0.07,'-,"3.63 unit decrease",[2.43-4.83],ABCG8,"Total cholesterol levels","total cholesterol measurement",GCST90010363,2:43846517
rs7371606-<b>G</b>,"7 x 10-9",,0.34,'-,"1.95 unit increase",[1.28-2.62],"CXCR4, DARS1-AS1","Total cholesterol levels","total cholesterol measurement",GCST90010363,2:136049204
rs6716987-<b>A</b>,"4 x 10-7",,0.34,'-,"1.73 unit increase",[1.06-2.40],HNRNPKP2,"Total cholesterol levels","total cholesterol measurement",GCST90010363,2:136205924
rs3846663-<b>T</b>,"2 x 10-16",,0.38,'-,"2.79 unit increase",[2.12-3.46],"HMGCR, CERT1","Total cholesterol levels","total cholesterol measurement",GCST90010363,5:75359901
rs9391858-<b>G</b>,"3 x 10-8",,0.14,'-,"2.4 unit increase",[1.56-3.24],'-,"Total cholesterol levels","total cholesterol measurement",GCST90010363,"Mapping not available"
rs1564348-<b>C</b>,"1 x 10-8",,0.16,'-,"2.4 unit increase",[1.58-3.22],SLC22A1,"Total cholesterol levels","total cholesterol measurement",GCST90010363,6:160157828
rs1461729-<b>A</b>,"2 x 10-11",,0.09,'-,"3.46 unit decrease",[2.46-4.46],"RNU6-526P, RNU6-1151P","Total cholesterol levels","total cholesterol measurement",GCST90010363,8:9329732
rs17321515-<b>G</b>,"1 x 10-15",,0.47,'-,"2.44 unit decrease",[1.85-3.03],TRIB1,"Total cholesterol levels","total cholesterol measurement",GCST90010363,8:125474167
rs174547-<b>C</b>,"2 x 10-11",,0.33,'-,"2.18 unit decrease",[1.55-2.81],"FADS1, FADS2","Total cholesterol levels","total cholesterol measurement",GCST90010363,11:61803311
rs651821-<b>C</b>,"3 x 10-13",,0.07,'-,"4.48 unit increase",[3.26-5.70],APOA5,"Total cholesterol levels","total cholesterol measurement",GCST90010363,11:116791863
rs7298565-<b>G</b>,"1 x 10-7",,0.46,'-,"1.61 unit decrease",[1.02-2.20],UBE3B,"Total cholesterol levels","total cholesterol measurement",GCST90010363,12:109499729
rs1109559-<b>G</b>,"2 x 10-7",,0.31,'-,"1.71 unit increase",[1.06-2.36],"CDK2AP1, RNA5SP375","Total cholesterol levels","total cholesterol measurement",GCST90010363,12:123273314
rs2038280-<b>G</b>,"1 x 10-7",,0.2,'-,"2.15 unit increase",[1.35-2.95],FBXO33,"Total cholesterol levels","total cholesterol measurement",GCST90010363,14:39513924
rs261332-<b>A</b>,"2 x 10-10",,0.2,'-,"2.39 unit increase",[1.65-3.13],"LIPC-AS1, LIPC, ALDH1A2","Total cholesterol levels","total cholesterol measurement",GCST90010363,15:58435126
rs1122608-<b>T</b>,"3 x 10-11",,0.25,'-,"2.51 unit decrease",[1.77-3.25],SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST90010363,19:11052925
rs10401969-<b>C</b>,"5 x 10-15",,0.07,'-,"4.53 unit decrease",[3.39-5.67],SUGP1,"Total cholesterol levels","total cholesterol measurement",GCST90010363,19:19296909
rs3208856-<b>T</b>,"3 x 10-7",,0.03,'-,"4.71 unit decrease",[2.91-6.51],CBLC,"Total cholesterol levels","total cholesterol measurement",GCST90010363,19:44793549
rs4420638-<b>G</b>,"3 x 10-30",,0.16,'-,"5.01 unit increase",[4.15-5.87],"APOC1, APOC1P1","Total cholesterol levels","total cholesterol measurement",GCST90010363,19:44919689
rs310892-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007203,5:23195285
rs5005723-<b>?</b>,"5 x 10-6",,'-,'-,'-,'-,FTLP17,"Total cholesterol levels","total cholesterol measurement",GCST007203,1:104088220
rs34298462-<b>?</b>,"8 x 10-6",,'-,'-,'-,'-,FMN2,"Total cholesterol levels","total cholesterol measurement",GCST007203,1:240261353
rs77348447-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,VN1R18P,"Total cholesterol levels","total cholesterol measurement",GCST007203,2:48003689
rs17578959-<b>?</b>,"6 x 10-6",,'-,'-,'-,'-,PID1,"Total cholesterol levels","total cholesterol measurement",GCST007203,2:229012383
rs77828245-<b>?</b>,"5 x 10-6",,'-,'-,'-,'-,TNK2,"Total cholesterol levels","total cholesterol measurement",GCST007203,3:195895745
rs78410324-<b>?</b>,"6 x 10-6",,'-,'-,'-,'-,"Y_RNA, RELL1","Total cholesterol levels","total cholesterol measurement",GCST007203,4:37698224
rs13129710-<b>?</b>,"8 x 10-6",,'-,'-,'-,'-,SERF1AP1,"Total cholesterol levels","total cholesterol measurement",GCST007203,4:137308393
rs112959129-<b>?</b>,"2 x 10-6",,'-,'-,'-,'-,"RN7SL265P, ABHD11-AS1","Total cholesterol levels","total cholesterol measurement",GCST007203,7:73733662
rs59915692-<b>?</b>,"7 x 10-6",,'-,'-,'-,'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007203,7:125643466
rs12778233-<b>?</b>,"2 x 10-6",,'-,'-,'-,'-,"MCM10, RNU6-6P","Total cholesterol levels","total cholesterol measurement",GCST007203,10:13216320
rs72856182-<b>?</b>,"1 x 10-6",,'-,'-,'-,'-,AMPD3,"Total cholesterol levels","total cholesterol measurement",GCST007203,11:10444927
rs147010738-<b>?</b>,"1 x 10-6",,'-,'-,'-,'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007203,13:72193031
rs3263-<b>?</b>,"4 x 10-6",,'-,'-,'-,'-,ABR,"Total cholesterol levels","total cholesterol measurement",GCST007203,17:1005555
rs8077755-<b>?</b>,"3 x 10-6",,'-,'-,'-,'-,CACNA1G-AS1,"Total cholesterol levels","total cholesterol measurement",GCST007203,17:50557203
chr19:30263509-<b>?</b>,"9 x 10-6",(European),NR,'-,"0.01489 unit increase",[0.0052-0.0246],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
chr18:50464126-<b>?</b>,"2 x 10-6",(European),NR,'-,"0.01694 unit increase",[0.0044-0.0295],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
chr5:128000893-<b>?</b>,"5 x 10-6",(European),NR,'-,"0.009154 unit decrease",[0.0027-0.0156],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
chr4:99251006-<b>?</b>,"8 x 10-6",(European),NR,'-,"0.01758 unit increase",[0.0081-0.027],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
chr9:107725470-<b>?</b>,"7 x 10-6",(European),NR,'-,"0.009843 unit decrease",[0.0048-0.0149],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
chr5:15420132-<b>?</b>,"2 x 10-6",(European),NR,'-,"0.02593 unit decrease",[0.011-0.041],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
chr20:49493745-<b>?</b>,"7 x 10-6",(European),NR,'-,"0.03604 unit decrease",[0.018-0.055],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
chr10:71500935-<b>?</b>,"2 x 10-6",(European),NR,'-,"0.01503 unit increase",[0.0085-0.0216],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
chr7:3070897-<b>?</b>,"4 x 10-6",(European),NR,'-,"0.01082 unit decrease",[0.0049-0.0167],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
chr18:4129594-<b>?</b>,"5 x 10-6",(European),NR,'-,"0.01383 unit increase",[0.0078-0.0198],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
chr5:15524470-<b>?</b>,"4 x 10-6",(European),NR,'-,"0.02374 unit decrease",[0.0088-0.0387],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
rs10090104-<b>G</b>,"1 x 10-6",(European),0.83,'-,"0.01781 unit decrease",[0.011-0.025],GPR20,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,8:141360762
chr3:7468858-<b>?</b>,"7 x 10-6",(European),NR,'-,"0.009073 unit decrease",[0.0037-0.0145],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
chr6:77497321-<b>?</b>,"7 x 10-6",(European),NR,'-,"0.01386 unit decrease",[0.0063-0.0215],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
chr14:87488179-<b>?</b>,"3 x 10-6",(European),NR,'-,"0.01247 unit increase",[0.0043-0.0206],'-,"Response to fenofibrate (total cholesterol levels)","total cholesterol change measurement, response to fenofibrate",GCST003487,"Mapping not available"
