Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs1002656-<b>?</b>,1 x 10-8,,'-,'-,'-,'-,"GRIK3, FTLP18","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,1:36727140
rs1226412-<b>?</b>,2 x 10-8,,'-,'-,'-,'-,LINC01876,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,2:156254801
rs1484144-<b>?</b>,4 x 10-9,,'-,'-,'-,'-,"LINC01088, NAA11","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,4:79296443
rs1501361-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,HCN1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,5:45326671
rs1518367-<b>?</b>,1 x 10-11,,'-,'-,'-,'-,PLCL1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,2:197942291
rs2522831-<b>?</b>,2 x 10-8,,'-,'-,'-,'-,PCLO,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,7:82818784
rs2693698-<b>?</b>,3 x 10-10,,'-,'-,'-,'-,'-,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,Mapping not available
rs1730054-<b>?</b>,6 x 10-10,,'-,'-,'-,'-,RSRC1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,3:158237129
rs2842198-<b>?</b>,1 x 10-8,,'-,'-,'-,'-,"PTPRF, HYI-AS1","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,1:43465067
rs1950829-<b>?</b>,2 x 10-8,,'-,'-,'-,'-,LRFN5,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,14:41628734
rs2003490-<b>?</b>,2 x 10-8,,'-,'-,'-,'-,RPS6KL1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,14:74910852
rs2047568-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,SPPL3,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,12:120805987
rs174592-<b>?</b>,6 x 10-9,,'-,'-,'-,'-,FADS2,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,11:61851136
rs247910-<b>?</b>,3 x 10-9,,'-,'-,'-,'-,TMEM161B-AS1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,5:88334952
rs301799-<b>?</b>,2 x 10-8,,'-,'-,'-,'-,"RERE, RERE-AS1","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,1:8429242
rs395138-<b>?</b>,1 x 10-8,,'-,'-,'-,'-,ENOX1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,13:43696758
rs631399-<b>?</b>,7 x 10-11,,'-,'-,'-,'-,'-,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,15:37393066
rs732381-<b>?</b>,7 x 10-11,,'-,'-,'-,'-,CACNA1I,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,22:39655161
rs746839-<b>?</b>,3 x 10-8,,'-,'-,'-,'-,MROH5,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,8:141607161
rs760648-<b>?</b>,1 x 10-8,,'-,'-,'-,'-,TCF20,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,22:42175022
rs778353-<b>?</b>,2 x 10-11,,'-,'-,'-,'-,NGEF,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,2:232923640
rs832190-<b>?</b>,4 x 10-9,,'-,'-,'-,'-,THOC7,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,3:63856953
rs880090-<b>?</b>,1 x 10-9,,'-,'-,'-,'-,GMIP,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,19:19629920
rs915057-<b>?</b>,3 x 10-9,,'-,'-,'-,'-,"ESR2, SYNE2","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,14:64219489
rs2391769-<b>?</b>,8 x 10-9,,'-,'-,'-,'-,"RN7SL831P, EEF1A1P11","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,1:96513405
rs2414718-<b>?</b>,1 x 10-8,,'-,'-,'-,'-,'-,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,15:61570934
rs2514218-<b>?</b>,2 x 10-11,,'-,'-,'-,'-,DRD2,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,11:113522272
rs1615350-<b>?</b>,5 x 10-10,,'-,'-,'-,'-,MPHOSPH9,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,12:123165788
rs1702294-<b>?</b>,3 x 10-16,,'-,'-,'-,'-,MIR137HG,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,1:98036428
rs2801578-<b>?</b>,3 x 10-8,,'-,'-,'-,'-,PDE4B,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,1:65866972
rs1806153-<b>?</b>,1 x 10-9,,'-,'-,'-,'-,PAUPAR,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,11:31828558
rs2910032-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,LINC01470,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,5:153160794
rs3001723-<b>?</b>,7 x 10-14,,'-,'-,'-,'-,PTPRF,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,1:43572014
rs3798869-<b>?</b>,8 x 10-11,,'-,'-,'-,'-,SNAP91,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,6:83618941
rs3812984-<b>?</b>,3 x 10-9,,'-,'-,'-,'-,PMFBP1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,16:72173898
rs4129585-<b>?</b>,2 x 10-15,,'-,'-,'-,'-,TSNARE1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,8:142231572
rs4242470-<b>?</b>,3 x 10-8,,'-,'-,'-,'-,PXDNL,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,8:51733738
rs4244354-<b>?</b>,2 x 10-9,,'-,'-,'-,'-,"ARL3, TRIM8","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,10:102666420
rs4298967-<b>?</b>,8 x 10-20,,'-,'-,'-,'-,CACNA1C,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,12:2299028
rs4391122-<b>?</b>,1 x 10-10,,'-,'-,'-,'-,LINC02057,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,5:61302716
rs4481150-<b>?</b>,5 x 10-17,,'-,'-,'-,'-,ITIH3,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,3:52803777
rs4495234-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,PPP2R2B,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,5:146899328
rs4526442-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,ZCCHC7,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,9:37207272
rs4619651-<b>?</b>,1 x 10-9,,'-,'-,'-,'-,"LMAN2L, CNNM4","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,2:96750416
rs4647903-<b>?</b>,2 x 10-9,,'-,'-,'-,'-,FGFR1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,8:38415064
rs4682973-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,TCAIM,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,3:44383347
rs4730387-<b>?</b>,3 x 10-8,,'-,'-,'-,'-,'-,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,7:109460357
rs4766428-<b>?</b>,5 x 10-8,,'-,'-,'-,'-,ATP2A2,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,12:110285440
rs4906364-<b>?</b>,3 x 10-12,,'-,'-,'-,'-,PPP1R13B,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,14:103748005
rs4916723-<b>?</b>,2 x 10-9,,'-,'-,'-,'-,LINC00461,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,5:88558577
rs5757717-<b>?</b>,9 x 10-11,,'-,'-,'-,'-,"CACNA1I, RPS19BP1","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,22:39546229
rs5758265-<b>?</b>,5 x 10-14,,'-,'-,'-,'-,"L3MBTL2, L3MBTL2-AS1","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder",GCST009600,22:41221893
