Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs17689159-<b>?</b>,2 x 10-11,,NR,'-,0.0326 unit increase,[0.023-0.042],LINC01229,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,16:79708493
rs75432325-<b>?</b>,8 x 10-9,,NR,'-,0.03618 unit increase,[0.024-0.048],"RNU6-1313P, TAC4",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,17:49872966
rs884205-<b>?</b>,5 x 10-11,,NR,'-,0.035 unit decrease,[0.025-0.045],TNFRSF11A,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,18:62387624
rs36053309-<b>?</b>,4 x 10-130,,NR,'-,0.127 unit increase,[0.12-0.14],"ALPL, LINC02596",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,1:21579111
rs17300770-<b>?</b>,6 x 10-84,,NR,'-,0.1791 unit decrease,[0.16-0.2],GPLD1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,6:24462792
rs2954021-<b>?</b>,7 x 10-16,,NR,'-,0.03517 unit decrease,[0.027-0.044],TRIB1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,8:125469835
rs2183745-<b>?</b>,4 x 10-26,,NR,'-,0.05359 unit decrease,[0.044-0.064],"ALDOB, TMEM246-AS1",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,9:101456893
rs2519093-<b>?</b>,2 x 10-887,,NR,'-,0.3104 unit decrease,[0.3-0.32],ABO,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,9:133266456
rs10822161-<b>?</b>,1 x 10-22,,NR,'-,0.04283 unit increase,[0.034-0.051],JMJD1C,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,10:63358443
rs10893506-<b>?</b>,6 x 10-41,,NR,'-,0.06211 unit increase,[0.053-0.071],ST3GAL4,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,11:126406065
rs72837690-<b>?</b>,4 x 10-33,,NR,'-,0.05381 unit increase,[0.045-0.063],"DLG4, ASGR1",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,17:7185104
rs28400013-<b>?</b>,3 x 10-76,,NR,'-,0.08864 unit decrease,[0.079-0.098],"FUT1, IZUMO1",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,19:48747415
rs117298830-<b>?</b>,2 x 10-21,,NR,'-,0.05521 unit decrease,[0.044-0.067],PGGHG,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,11:291521
rs281392-<b>?</b>,3 x 10-32,,NR,'-,0.0528 unit increase,[0.044-0.062],"NTN5, SEC1P",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,19:48661695
rs71357834-<b>?</b>,2 x 10-22,,NR,'-,0.05724 unit increase,[0.046-0.069],FAM83E,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,19:48604360
rs381254-<b>?</b>,1 x 10-8,(conditional on round 4),NR,'-,0.036126122 unit decrease,[0.024-0.049],MAMSTR,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,19:48717947
rs74612335-<b>?</b>,6 x 10-26,,NR,'-,0.04903 unit decrease,[0.04-0.058],ST3GAL4,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,11:126368738
rs9533090-<b>?</b>,2 x 10-8,,NR,'-,0.05221 unit increase,[0.034-0.07],LINC02341,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,13:42377313
rs79343853-<b>?</b>,2 x 10-29,,NR,'-,0.06465 unit increase,[0.053-0.076],ABO,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,9:133270880
rs138612106-<b>?</b>,1 x 10-11,,NR,'-,0.03258 unit increase,[0.023-0.042],GPLD1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,6:24427826
rs9467191-<b>?</b>,2 x 10-19,,NR,'-,0.09588 unit increase,[0.075-0.117],GPLD1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,6:24475554
rs150674717-<b>?</b>,3 x 10-54,,NR,'-,0.3084 unit decrease,[0.27-0.35],ALDH5A1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST006016,6:24512970
rs505922-<b>?</b>,8 x 10-65,(alkaline phosphatase),'-,'-,'-,'-,ABO,Clinical laboratory measurements,"alkaline phosphatase measurement, clinical laboratory measurement",GCST003540,9:133273813
rs6602909-<b>C</b>,2 x 10-10,,0.33,'-,6.33 z-score increase,'-,GAS6,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,13:113849020
rs9533094-<b>G</b>,2 x 10-61,,0.49,'-,16.5 z-score increase,'-,LINC02341,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,13:42391701
rs9530288-<b>A</b>,6 x 10-13,,0.54,'-,7.2 z-score increase,'-,"KLF12, LINC00402",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,13:74193749
rs6492720-<b>T</b>,2 x 10-52,,0.31,'-,15.2 z-score increase,'-,GPR180,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,13:94604051
rs17101241-<b>T</b>,2 x 10-11,,0.25,'-,6.7 z-score increase,'-,"EXOC3L4, LBHD2",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,14:103098483
rs2295124-<b>G</b>,5 x 10-10,,0.72,'-,6.21 z-score increase,'-,HOMEZ,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,14:23286389
rs11621792-<b>C</b>,2 x 10-29,,0.55,'-,11.2 z-score increase,'-,NYNRIN,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,14:24402720
rs2239222-<b>A</b>,1 x 10-24,,0.65,'-,10.2 z-score increase,'-,RGS6,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,14:72545177
rs4903273-<b>A</b>,4 x 10-15,,0.51,'-,7.85 z-score increase,'-,"PGF, EIF2B2",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,14:74975092
rs734206-<b>T</b>,1 x 10-8,,0.71,'-,5.7 z-score increase,'-,RIN3,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,14:92642119
rs59770554-<b>C</b>,6 x 10-9,,0.96,'-,5.82 z-score increase,'-,FRMD5,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,15:43951314
rs2414098-<b>T</b>,6 x 10-13,,0.39,'-,7.19 z-score increase,'-,"CYP19A1, MIR4713HG",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,15:51245609
rs261290-<b>C</b>,5 x 10-45,,0.65,'-,14.1 z-score increase,'-,ALDH1A2,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,15:58386521
rs34239095-<b>C</b>,7 x 10-16,,0.72,'-,8.07 z-score increase,'-,MFGE8,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,15:88912537
rs12438213-<b>G</b>,4 x 10-13,,0.12,'-,7.26 z-score increase,'-,SEMA4B,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,15:90198647
rs56332871-<b>A</b>,3 x 10-9,,0.27,'-,5.92 z-score increase,'-,NR2F2-AS1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,15:96171587
rs933574-<b>C</b>,1 x 10-8,,0.48,'-,5.73 z-score increase,'-,TXNDC11,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,16:11698844
rs4018440-<b>C</b>,2 x 10-9,,0.94,'-,6.03 z-score increase,'-,ECI1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,16:2245074
rs8055846-<b>G</b>,1 x 10-8,,0.71,'-,5.7 z-score increase,'-,"XPO6, GAPDHP35",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,16:28230621
rs735052-<b>C</b>,1 x 10-8,,0.78,'-,5.68 z-score increase,'-,LINC01569,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,16:4247778
rs8055642-<b>A</b>,8 x 10-11,,0.54,'-,6.49 z-score increase,'-,AKTIP,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,16:53503669
rs11866656-<b>T</b>,9 x 10-10,,0.78,'-,6.12 z-score increase,'-,CNOT1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,16:58597428
rs4359427-<b>T</b>,2 x 10-15,,0.13,'-,7.92 z-score increase,'-,NFATC3,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,16:68168844
rs7202323-<b>G</b>,1 x 10-28,,0.23,'-,11.1 z-score increase,'-,"PMFBP1, LINC01572",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,16:72183214
rs4575545-<b>A</b>,8 x 10-80,,0.31,'-,18.9 z-score increase,'-,"MAFTRR, LINC01229",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,16:79721549
rs538694-<b>A</b>,1 x 10-12,,0.83,'-,7.1 z-score increase,'-,"SCARNA2, TMEM167B",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:109098637
rs12730935-<b>G</b>,2 x 10-31,,0.59,'-,11.7 z-score increase,'-,IL6R,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:154447416
rs10799941-<b>G</b>,3 x 10-11,,0.043,'-,6.65 z-score increase,'-,"RN7SL466P, DUSP12",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:161738404
rs6682862-<b>A</b>,3 x 10-14,,0.17,'-,7.61 z-score increase,'-,"SEC16B, CRYZL2P-SEC16B",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:177969302
rs433920-<b>C</b>,9 x 10-19,,0.73,'-,8.85 z-score increase,'-,ATP6AP1L,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,5:82435171
rs6886306-<b>T</b>,4 x 10-17,,0.47,'-,8.42 z-score increase,'-,MEF2C-AS1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,5:89069141
rs4946137-<b>A</b>,2 x 10-9,,0.4,'-,6.01 z-score increase,'-,'-,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,Mapping not available
rs3883882-<b>A</b>,1 x 10-9,,0.63,'-,6.11 z-score increase,'-,ENPP3,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,6:131678442
rs10881988-<b>A</b>,6 x 10-11,,0.49,'-,6.54 z-score increase,'-,"TNKS2, FGFBP3",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,10:91884222
rs34870400-<b>C</b>,2 x 10-10,,0.22,'-,6.34 z-score increase,'-,"CYP2C18, CTBP2P2",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,10:94675066
rs12225548-<b>C</b>,7 x 10-39,,0.77,'-,13 z-score increase,'-,TREH,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,11:118665131
rs7949566-<b>A</b>,5 x 10-182,,0.42,'-,28.8 z-score increase,'-,ST3GAL4,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,11:126415406
rs79256507-<b>A</b>,8 x 10-19,,0.15,'-,8.86 z-score increase,'-,B3GAT1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,11:134393834
rs56074687-<b>T</b>,2 x 10-11,,0.71,'-,6.72 z-score increase,'-,SOX6,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,11:16589928
rs12277152-<b>A</b>,1 x 10-71,,0.048,'-,17.9 z-score increase,'-,"IFITM5, PGGHG",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,11:296255
rs34467936-<b>A</b>,1 x 10-11,,0.64,'-,6.78 z-score increase,'-,"NUP160, PTPRJ",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,11:47893747
rs11601507-<b>A</b>,1 x 10-62,,0.068,'-,16.7 z-score increase,'-,TRIM5,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,11:5679844
rs174566-<b>G</b>,7 x 10-65,,0.35,'-,17 z-score increase,'-,"FADS1, FADS2",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,11:61824890
rs12270054-<b>C</b>,8 x 10-9,,0.73,'-,5.78 z-score increase,'-,LTBP3,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,11:65555077
rs643884-<b>T</b>,8 x 10-9,,0.84,'-,5.77 z-score increase,'-,"RN7SL786P, MOGAT2",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,11:75741473
rs72632952-<b>C</b>,3 x 10-23,,0.15,'-,9.93 z-score increase,'-,DENND2B,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,11:8896429
rs4964506-<b>A</b>,6 x 10-18,,0.5,'-,8.64 z-score increase,'-,"RPL30P12, TMEM263",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,12:106953307
rs2073950-<b>C</b>,1 x 10-29,,0.79,'-,11.3 z-score increase,'-,ATXN2,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,12:111456268
rs9738226-<b>A</b>,1 x 10-116,,0.38,'-,23 z-score increase,'-,HNF1A,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,12:120985856
rs11048470-<b>G</b>,4 x 10-9,,0.73,'-,5.88 z-score increase,'-,"SSPN, ITPR2",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,12:26334350
rs2970818-<b>T</b>,5 x 10-14,,0.9,'-,7.52 z-score increase,'-,C12orf4,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,12:4497002
rs930900-<b>C</b>,2 x 10-18,,0.69,'-,8.78 z-score increase,'-,SP7,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,12:53333761
rs7955258-<b>G</b>,2 x 10-119,,0.58,'-,23.2 z-score increase,'-,B4GALNT3,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,12:461781
rs9521787-<b>C</b>,2 x 10-17,,0.39,'-,8.5 z-score increase,'-,"COL4A2, COL4A2-AS2",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,13:110463211
rs3795503-<b>C</b>,1 x 10-10,,0.68,'-,6.45 z-score increase,'-,KIAA1614,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:180936558
rs12046305-<b>A</b>,5 x 10-12,,0.26,'-,6.91 z-score increase,'-,NUCKS1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:205745350
rs12137738-<b>A</b>,3 x 10-17,,0.9,'-,8.43 z-score increase,'-,"FAM43B, CDA",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:20567949
rs11119783-<b>G</b>,2 x 10-12,,0.52,'-,7.01 z-score increase,'-,"SLC30A1, LINC01693",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:211639430
rs1235127-<b>G</b>,2 x 10-20,,0.16,'-,9.26 z-score increase,'-,LINC02775,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:214161498
rs1256330-<b>T</b>,1 x 10-272,,0.31,'-,35.3 z-score increase,'-,ALPL,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:21568568
rs2642438-<b>G</b>,9 x 10-34,,0.7,'-,12.1 z-score increase,'-,MTARC1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:220796686
rs75903500-<b>C</b>,2 x 10-11,,0.08,'-,6.7 z-score increase,'-,EPHA8,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:22584702
rs1123571-<b>A</b>,8 x 10-16,,0.46,'-,8.05 z-score increase,'-,RER1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:2394570
rs599633-<b>G</b>,3 x 10-14,,0.7,'-,7.6 z-score increase,'-,"LINC00184, IRF2BP2",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:234626328
rs9287237-<b>G</b>,2 x 10-10,,0.82,'-,6.38 z-score increase,'-,FMN2,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:240433914
rs56188865-<b>T</b>,1 x 10-15,,0.63,'-,8.02 z-score increase,'-,NLRP3,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:247442974
rs879037-<b>T</b>,1 x 10-15,,0.45,'-,7.99 z-score increase,'-,BMP8A,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:39509736
rs12750525-<b>G</b>,3 x 10-13,,0.58,'-,7.3 z-score increase,'-,ST3GAL3,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:43778669
rs10789188-<b>A</b>,1 x 10-17,,0.33,'-,8.56 z-score increase,'-,LEPR,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:65588108
rs12133576-<b>A</b>,2 x 10-12,,0.37,'-,7.02 z-score increase,'-,DR1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,1:93350843
rs603424-<b>G</b>,4 x 10-16,,0.83,'-,8.15 z-score increase,'-,PKD2L1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,10:100315722
rs80146619-<b>G</b>,7 x 10-24,,0.74,'-,10.1 z-score increase,'-,TRIM8,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,10:102646093
rs10787429-<b>T</b>,6 x 10-35,,0.27,'-,12.3 z-score increase,'-,GPAM,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,10:112189906
rs60820172-<b>T</b>,4 x 10-9,,0.4,'-,5.9 z-score increase,'-,FAM160B1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,10:114866132
rs12571735-<b>T</b>,3 x 10-8,,0.34,'-,5.55 z-score increase,'-,CACUL1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,10:118760432
rs10900229-<b>C</b>,7 x 10-10,,0.74,'-,6.17 z-score increase,'-,ZFAND4,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,10:45625598
rs7909380-<b>T</b>,5 x 10-13,,0.16,'-,7.23 z-score increase,'-,AKR1C4,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,10:5209852
rs10822186-<b>G</b>,6 x 10-192,,0.49,'-,29.6 z-score increase,'-,REEP3,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,10:63590623
rs7099526-<b>G</b>,2 x 10-16,,0.31,'-,8.22 z-score increase,'-,DLG5,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,10:77897947
rs11647695-<b>A</b>,8 x 10-12,,0.45,'-,6.84 z-score increase,'-,CDYL2,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,16:80745434
rs4782568-<b>C</b>,1 x 10-24,,0.55,'-,10.2 z-score increase,'-,"OSGIN1, MLYCD",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,16:83946924
rs7206699-<b>C</b>,1 x 10-8,,0.43,'-,5.74 z-score increase,'-,ZFPM1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,16:88457407
rs11078597-<b>T</b>,2 x 10-33,,0.81,'-,12 z-score increase,'-,'-,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,Mapping not available
rs2941505-<b>A</b>,7 x 10-31,,0.32,'-,11.6 z-score increase,'-,PGAP3,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,17:39676451
rs12946693-<b>T</b>,5 x 10-12,,0.45,'-,6.9 z-score increase,'-,MAPT,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,17:46006642
rs550510-<b>A</b>,3 x 10-11,,0.15,'-,6.64 z-score increase,'-,CALCOCO2,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,17:48849253
rs60586860-<b>T</b>,7 x 10-25,,0.034,'-,10.3 z-score increase,'-,"RNU6-1313P, TAC4",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,17:49868692
rs2952294-<b>A</b>,4 x 10-12,,0.23,'-,6.92 z-score increase,'-,WIPI1,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,17:68455567
rs72837690-<b>C</b>,3 x 10-192,,0.35,'-,29.6 z-score increase,'-,"DLG4, ASGR1",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,17:7185104
rs6503238-<b>T</b>,3 x 10-17,,0.75,'-,8.43 z-score increase,'-,USP43,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,17:9678897
rs12956554-<b>C</b>,1 x 10-8,,0.67,'-,5.69 z-score increase,'-,"FAM210A, LDLRAD4",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,18:13660591
rs4245230-<b>A</b>,3 x 10-12,,0.47,'-,7 z-score increase,'-,SMAD7,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,18:48943294
rs4309483-<b>A</b>,5 x 10-20,,0.24,'-,9.17 z-score increase,'-,"MIR122HG, NEDD4L",Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,18:58418685
rs884205-<b>A</b>,2 x 10-47,,0.25,'-,14.5 z-score increase,'-,TNFRSF11A,Serum alkaline phosphatase levels,alkaline phosphatase measurement,GCST90011900,18:62387624
