Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs10797090-<b>A</b>,5 x 10-6,,NR,'-,0.083 unit decrease,[0.048-0.118],"CHTOP, SNAPIN",Academic attainment (science),educational attainment,GCST011356,1:153652315
rs11264236-<b>A</b>,2 x 10-6,,NR,'-,0.099 unit increase,[0.058-0.14],NPR1,Academic attainment (science),educational attainment,GCST011356,1:153686004
rs78393327-<b>T</b>,1 x 10-6,,NR,'-,0.325 unit decrease,[0.2-0.45],"ANAPC15P2, NAALADL2",Academic attainment (science),educational attainment,GCST011356,3:174361497
rs2961857-<b>G</b>,7 x 10-6,,NR,'-,0.093 unit increase,[0.052-0.134],'-,Academic attainment (maths),educational attainment,GCST011357,5:166520830
rs145957568-<b>G</b>,1 x 10-6,,NR,'-,0.371 unit decrease,[0.22-0.52],WDPCP,Academic attainment (English),educational attainment,GCST011358,2:63226872
rs6767406-<b>T</b>,7 x 10-6,,NR,'-,0.088 unit decrease,[0.051-0.125],UBE2E1,Academic attainment (English),educational attainment,GCST011358,3:23820972
rs78700728-<b>G</b>,8 x 10-6,,NR,'-,0.09 unit increase,[0.051-0.129],CACNA2D1,Academic attainment (maths),educational attainment,GCST011357,7:81872473
rs35576002-<b>G</b>,5 x 10-6,,NR,'-,0.083 unit decrease,[0.048-0.118],"SERP1, TSC22D2",Academic attainment (English),educational attainment,GCST011358,3:150494796
rs75596547-<b>T</b>,5 x 10-6,,NR,'-,0.259 unit decrease,[0.15-0.37],MAML3,Academic attainment (English),educational attainment,GCST011358,4:139808249
rs66477371-<b>T</b>,6 x 10-6,,NR,'-,0.17 unit decrease,[0.097-0.243],"NAT2, PSD3",Academic attainment (maths),educational attainment,GCST011357,8:18456207
rs55780284-<b>G</b>,2 x 10-6,,NR,'-,0.236 unit increase,[0.13-0.34],"TCIM, LINC02866",Academic attainment (maths),educational attainment,GCST011357,8:40131693
rs4961372-<b>G</b>,9 x 10-6,,NR,'-,0.128 unit decrease,[0.071-0.185],"LINC01300, GPR20",Academic attainment (maths),educational attainment,GCST011357,8:141348766
rs35112066-<b>T</b>,2 x 10-6,,NR,'-,0.149 unit increase,[0.088-0.21],'-,Academic attainment (English),educational attainment,GCST011358,8:34432421
rs10795666-<b>G</b>,9 x 10-6,,NR,'-,0.189 unit decrease,[0.11-0.27],"RNA5SP299, CHCHD3P1",Academic attainment (maths),educational attainment,GCST011357,10:8644941
rs10822834-<b>G</b>,9 x 10-6,,NR,'-,0.251 unit decrease,[0.14-0.36],CTNNA3,Academic attainment (maths),educational attainment,GCST011357,10:66464447
rs36234212-<b>T</b>,7 x 10-6,,NR,'-,0.206 unit decrease,[0.12-0.3],"USH1C, ABCC8",Academic attainment (English),educational attainment,GCST011358,11:17478147
rs1504712-<b>G</b>,5 x 10-6,,NR,'-,0.084 unit decrease,[0.049-0.119],CNTN5,Academic attainment (maths),educational attainment,GCST011357,11:99369739
rs7139245-<b>G</b>,3 x 10-8,,NR,'-,0.157 unit decrease,[0.1-0.21],ITFG2,Academic attainment (maths),educational attainment,GCST011357,12:2846470
rs74398913-<b>G</b>,3 x 10-6,,NR,'-,0.098 unit increase,[0.057-0.139],PARP11-AS1,Academic attainment (maths),educational attainment,GCST011357,12:3918520
rs11545332-<b>G</b>,3 x 10-6,,NR,'-,0.27 unit increase,[0.16-0.38],DDX11,Academic attainment (maths),educational attainment,GCST011357,12:31104061
rs117322896-<b>T</b>,3 x 10-6,,NR,'-,0.384 unit increase,[0.22-0.54],ZNF439,Academic attainment (English),educational attainment,GCST011358,19:11868854
rs9541641-<b>T</b>,3 x 10-6,,NR,'-,0.087 unit decrease,[0.05-0.124],"LINC02342, ZDHHC20P4",Academic attainment (maths),educational attainment,GCST011357,13:68950543
rs1572040-<b>G</b>,8 x 10-8,,NR,'-,0.157 unit decrease,[0.1-0.21],PRDM16,Academic attainment (maths),educational attainment,GCST011357,1:3420979
rs148442247-<b>T</b>,6 x 10-6,,NR,'-,0.325 unit increase,[0.18-0.47],"SERBP1, LINC01702",Academic attainment (maths),educational attainment,GCST011357,1:67519288
rs72815377-<b>T</b>,4 x 10-6,,NR,'-,0.104 unit increase,[0.061-0.147],WDPCP,Academic attainment (maths),educational attainment,GCST011357,2:63372395
rs138004766-<b>T</b>,1 x 10-5,,NR,'-,0.19 unit increase,[0.11-0.27],LINC01789,Academic attainment (maths),educational attainment,GCST011357,2:107295265
rs145032667-<b>T</b>,9 x 10-6,,NR,'-,0.31 unit increase,[0.17-0.45],"CCR8, CX3CR1",Academic attainment (maths),educational attainment,GCST011357,3:39319553
rs11099631-<b>T</b>,9 x 10-6,,NR,'-,0.322 unit decrease,[0.18-0.46],BANK1,Academic attainment (maths),educational attainment,GCST011357,4:83980665
rs72699806-<b>C</b>,7 x 10-6,,NR,'-,0.098 unit decrease,[0.055-0.141],PALLD,Academic attainment (maths),educational attainment,GCST011357,4:168631489
rs55962375-<b>T</b>,2 x 10-6,,NR,'-,0.323 unit decrease,[0.19-0.45],'-,Academic attainment (maths),educational attainment,GCST011357,5:10084495
rs138210978-<b>G</b>,6 x 10-6,,NR,'-,0.094 unit increase,[0.055-0.133],WDR70,Academic attainment (maths),educational attainment,GCST011357,5:37748852
rs77176926-<b>G</b>,4 x 10-6,,NR,'-,0.324 unit decrease,[0.19-0.46],PKN2-AS1,Academic attainment (English),educational attainment,GCST011358,1:87676886
rs264864-<b>G</b>,2 x 10-6,,NR,'-,0.1 unit decrease,[0.057-0.143],"DOCK2, SPDL1",Academic attainment (maths),educational attainment,GCST011357,5:169634458
rs227479-<b>G</b>,3 x 10-6,,NR,'-,0.088 unit increase,[0.051-0.125],'-,Academic attainment (maths),educational attainment,GCST011357,6:165031634
rs6779537-<b>T</b>,2 x 10-6,,NR,'-,0.096 unit decrease,[0.055-0.137],UBE2E1,Academic attainment (English),educational attainment,GCST011358,3:23859537
rs75215979-<b>T</b>,9 x 10-6,,NR,'-,0.216 unit increase,[0.12-0.31],DOCK4,Academic attainment (maths),educational attainment,GCST011357,7:111668246
rs4732313-<b>C</b>,4 x 10-6,,NR,'-,0.256 unit increase,[0.14-0.37],"IMPDH1P3, PTMAP10",Academic attainment (maths),educational attainment,GCST011357,7:138407094
rs60626139-<b>T</b>,5 x 10-6,,NR,'-,0.093 unit decrease,[0.054-0.132],"MCPH1-AS1, MCPH1",Academic attainment (maths),educational attainment,GCST011357,8:6645934
rs13188649-<b>T</b>,2 x 10-6,,NR,'-,0.356 unit increase,[0.21-0.5],LINC02163,Academic attainment (English),educational attainment,GCST011358,5:104131930
rs118066386-<b>T</b>,8 x 10-6,,NR,'-,0.289 unit increase,[0.16-0.42],VIPR2,Academic attainment (English),educational attainment,GCST011358,7:159047208
rs10780702-<b>T</b>,8 x 10-7,,NR,'-,0.17 unit decrease,[0.11-0.23],C9orf135,Academic attainment (maths),educational attainment,GCST011357,9:69922169
rs10780705-<b>T</b>,6 x 10-6,,NR,'-,0.1 unit increase,[0.061-0.139],C9orf135,Academic attainment (maths),educational attainment,GCST011357,9:69924324
rs147918758-<b>G</b>,8 x 10-6,,NR,'-,0.084 unit decrease,[0.047-0.121],SFRP1,Academic attainment (English),educational attainment,GCST011358,8:41310043
rs7129491-<b>G</b>,1 x 10-6,,NR,'-,0.138 unit decrease,[0.083-0.193],SSRP1,Academic attainment (maths),educational attainment,GCST011357,11:57327608
rs7305366-<b>T</b>,9 x 10-6,,NR,'-,0.081 unit decrease,[0.046-0.116],"RAB5B, LINC02461",Academic attainment (English),educational attainment,GCST011358,12:43183910
rs9707389-<b>T</b>,1 x 10-6,,NR,'-,0.332 unit increase,[0.2-0.47],PRKD1,Academic attainment (English),educational attainment,GCST011358,14:30066520
rs12441039-<b>G</b>,3 x 10-6,,NR,'-,0.127 unit decrease,[0.074-0.18],LINC02853,Academic attainment (English),educational attainment,GCST011358,15:36033817
rs10744264-<b>G</b>,6 x 10-6,,NR,'-,0.145 unit decrease,[0.082-0.208],"NDUFA5P6, LINC02347",Academic attainment (maths),educational attainment,GCST011357,12:126483410
rs115416341-<b>T</b>,2 x 10-6,,NR,'-,0.276 unit increase,[0.16-0.39],"RNU7-173P, SRMP1",Academic attainment (English),educational attainment,GCST011358,20:47842614
rs7141746-<b>G</b>,5 x 10-7,,NR,'-,0.097 unit decrease,[0.06-0.134],"SERPINA12, SERPINA4",Academic attainment (maths),educational attainment,GCST011357,14:94527599
rs7182195-<b>C</b>,5 x 10-7,,NR,'-,0.344 unit decrease,[0.21-0.48],"ONECUT1, FAM214A",Academic attainment (maths),educational attainment,GCST011357,15:52735720
rs72797219-<b>G</b>,2 x 10-6,,NR,'-,0.114 unit increase,[0.067-0.161],CDH13,Academic attainment (maths),educational attainment,GCST011357,16:83681671
rs118158969-<b>T</b>,4 x 10-6,,NR,'-,0.138 unit decrease,[0.079-0.197],ATP2C2,Academic attainment (maths),educational attainment,GCST011357,16:84370794
rs4593967-<b>?</b>,1 x 10-7,,0.14,'-,2.53 mmHg decrease,[1.59-3.47],ARHGAP22,Systolic blood pressure (education interaction),"educational attainment, systolic blood pressure",GCST011422,10:48549514
rs10921895-<b>?</b>,4 x 10-6,,0.37,'-,1.55 mmHg decrease,[0.84-2.26],LINC02606,Systolic blood pressure (education interaction),"educational attainment, systolic blood pressure",GCST011422,1:195712922
rs3804485-<b>?</b>,5 x 10-6,,0.41,'-,1.51 mmHg increase,[0.86-2.16],LY86,Systolic blood pressure (education interaction),"educational attainment, systolic blood pressure",GCST011422,6:6637628
rs950928-<b>?</b>,4 x 10-7,,0.36,'-,1.1 mmHg decrease,[0.67-1.53],IQCK,Diastolic blood pressure (education interaction),"educational attainment, diastolic blood pressure",GCST011421,16:19813316
rs8056711-<b>?</b>,4 x 10-7,,0.36,'-,1.1 mmHg decrease,[0.67-1.53],IQCK,Diastolic blood pressure (education interaction),"educational attainment, diastolic blood pressure",GCST011421,16:19815212
rs62427469-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,RNU7-152P,Educational attainment (years of education),self reported educational attainment,GCST007037,6:155586349
rs71565748-<b>?</b>,3 x 10-8,,NR,'-,'-,'-,SOD2,Educational attainment (years of education),self reported educational attainment,GCST007037,6:159670804
rs55872852-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,RPS6KA2,Educational attainment (years of education),self reported educational attainment,GCST007037,6:166678363
rs7768116-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,PHF10,Educational attainment (years of education),self reported educational attainment,GCST007037,6:169709604
rs56180486-<b>?</b>,3 x 10-11,,NR,'-,'-,'-,MAD1L1,Educational attainment (years of education),self reported educational attainment,GCST007037,7:2011112
rs3800925-<b>?</b>,6 x 10-13,,NR,'-,'-,'-,MAD1L1,Educational attainment (years of education),self reported educational attainment,GCST007037,7:2154972
rs17568389-<b>?</b>,8 x 10-9,,NR,'-,'-,'-,GLCCI1,Educational attainment (years of education),self reported educational attainment,GCST007037,7:8052246
rs7798756-<b>?</b>,6 x 10-8,,NR,'-,'-,'-,CRPPA,Educational attainment (years of education),self reported educational attainment,GCST007037,7:16456467
rs2299098-<b>?</b>,2 x 10-14,,NR,'-,'-,'-,GSDME,Educational attainment (years of education),self reported educational attainment,GCST007037,7:24716758
rs1917008-<b>?</b>,3 x 10-8,,NR,'-,'-,'-,NEUROD6,Educational attainment (years of education),self reported educational attainment,GCST007037,7:31305151
rs215632-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,PDE1C,Educational attainment (years of education),self reported educational attainment,GCST007037,7:32328912
rs4917168-<b>?</b>,3 x 10-9,,NR,'-,'-,'-,"LINC02838, GPR37",Educational attainment (years of education),self reported educational attainment,GCST007037,7:48713204
rs2128941-<b>?</b>,3 x 10-8,,NR,'-,'-,'-,"VWC2, ZPBP",Educational attainment (years of education),self reported educational attainment,GCST007037,7:49863379
rs1569266-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,"RPL31P35, RNU6-1125P",Educational attainment (years of education),self reported educational attainment,GCST007037,7:54656350
rs7803932-<b>?</b>,6 x 10-8,,NR,'-,'-,'-,AUTS2,Educational attainment (years of education),self reported educational attainment,GCST007037,7:70738687
rs12532494-<b>?</b>,8 x 10-15,,NR,'-,'-,'-,CALN1,Educational attainment (years of education),self reported educational attainment,GCST007037,7:72293649
rs10215082-<b>?</b>,5 x 10-9,,NR,'-,'-,'-,"SAMD9, RN7SL7P",Educational attainment (years of education),self reported educational attainment,GCST007037,7:93028671
rs10258340-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,LHFPL3,Educational attainment (years of education),self reported educational attainment,GCST007037,7:104838539
rs79937071-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,MDFIC,Educational attainment (years of education),self reported educational attainment,GCST007037,7:114917425
rs1361979-<b>?</b>,1 x 10-7,,NR,'-,'-,'-,GRM8,Educational attainment (years of education),self reported educational attainment,GCST007037,7:126913147
rs4731366-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,"GCC1, ZNF800",Educational attainment (years of education),self reported educational attainment,GCST007037,7:127529961
rs6959579-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,PLXNA4,Educational attainment (years of education),self reported educational attainment,GCST007037,7:132347736
rs4731992-<b>?</b>,7 x 10-16,,NR,'-,'-,'-,EXOC4,Educational attainment (years of education),self reported educational attainment,GCST007037,7:134017344
rs3812281-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,CNOT4,Educational attainment (years of education),self reported educational attainment,GCST007037,7:135397999
rs4726070-<b>?</b>,1 x 10-10,,NR,'-,'-,'-,PRKAG2,Educational attainment (years of education),self reported educational attainment,GCST007037,7:151631132
rs12685594-<b>?</b>,6 x 10-9,,NR,'-,'-,'-,DDX31,Educational attainment (years of education),self reported educational attainment,GCST007037,9:132615052
rs10795831-<b>?</b>,2 x 10-9,,NR,'-,'-,'-,CELF2,Educational attainment (years of education),self reported educational attainment,GCST007037,10:10901416
rs1291818-<b>?</b>,3 x 10-9,,NR,'-,'-,'-,"CELF2, CELF2-AS2",Educational attainment (years of education),self reported educational attainment,GCST007037,10:11090227
rs10994777-<b>?</b>,3 x 10-12,,NR,'-,'-,'-,TMEM26-AS1,Educational attainment (years of education),self reported educational attainment,GCST007037,10:61474230
rs7070693-<b>?</b>,8 x 10-14,,NR,'-,'-,'-,JMJD1C,Educational attainment (years of education),self reported educational attainment,GCST007037,10:63256402
rs61868084-<b>?</b>,4 x 10-9,,NR,'-,'-,'-,LINC02647,Educational attainment (years of education),self reported educational attainment,GCST007037,10:85352411
rs2182398-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,LINC00865,Educational attainment (years of education),self reported educational attainment,GCST007037,10:89832855
rs2735421-<b>?</b>,4 x 10-18,,NR,'-,'-,'-,"FGF8, NPM3",Educational attainment (years of education),self reported educational attainment,GCST007037,10:101781259
rs116093870-<b>?</b>,7 x 10-8,,NR,'-,'-,'-,"ELOVL3, NOLC1",Educational attainment (years of education),self reported educational attainment,GCST007037,10:102224633
rs1869165-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,SORCS3,Educational attainment (years of education),self reported educational attainment,GCST007037,10:105045592
rs17807910-<b>?</b>,5 x 10-8,,NR,'-,'-,'-,"YWHAZP5, LINC02627",Educational attainment (years of education),self reported educational attainment,GCST007037,10:105761744
rs2559509-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,"ABRAXAS2, NPM1P31",Educational attainment (years of education),self reported educational attainment,GCST007037,10:124863331
rs56118554-<b>?</b>,1 x 10-14,,NR,'-,'-,'-,"BNIP3, JAKMIP3",Educational attainment (years of education),self reported educational attainment,GCST007037,10:131989457
rs4757957-<b>?</b>,3 x 10-10,,NR,'-,'-,'-,TEAD1,Educational attainment (years of education),self reported educational attainment,GCST007037,11:12859851
rs11022719-<b>?</b>,5 x 10-8,,NR,'-,'-,'-,ARNTL,Educational attainment (years of education),self reported educational attainment,GCST007037,11:13246916
rs55842281-<b>?</b>,7 x 10-10,,NR,'-,'-,'-,LINC02682,Educational attainment (years of education),self reported educational attainment,GCST007037,11:15858400
rs1596854-<b>?</b>,5 x 10-8,,NR,'-,'-,'-,LUZP2,Educational attainment (years of education),self reported educational attainment,GCST007037,11:25042751
rs17513684-<b>?</b>,7 x 10-9,,NR,'-,'-,'-,LINC02755,Educational attainment (years of education),self reported educational attainment,GCST007037,11:29282700
rs10768673-<b>?</b>,1 x 10-7,,NR,'-,'-,'-,LRRC4C,Educational attainment (years of education),self reported educational attainment,GCST007037,11:41235344
rs77675579-<b>?</b>,8 x 10-10,,NR,'-,'-,'-,PACSIN3,Educational attainment (years of education),self reported educational attainment,GCST007037,11:47183297
rs77128898-<b>?</b>,5 x 10-10,,NR,'-,'-,'-,SYT7,Educational attainment (years of education),self reported educational attainment,GCST007037,11:61546053
rs118093058-<b>?</b>,6 x 10-9,,NR,'-,'-,'-,GANAB,Educational attainment (years of education),self reported educational attainment,GCST007037,11:62646201
rs10896139-<b>?</b>,7 x 10-9,,NR,'-,'-,'-,PC,Educational attainment (years of education),self reported educational attainment,GCST007037,11:66882589
rs1277060-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,"ARAP1, STARD10",Educational attainment (years of education),self reported educational attainment,GCST007037,11:72762217
rs2175420-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,TENM4,Educational attainment (years of education),self reported educational attainment,GCST007037,11:79412839
rs7188873-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,TNRC6A,Educational attainment (years of education),self reported educational attainment,GCST007037,16:24715743
rs2411453-<b>?</b>,1 x 10-16,,NR,'-,'-,'-,SULT1A1,Educational attainment (years of education),self reported educational attainment,GCST007037,16:28620700
rs12921005-<b>?</b>,3 x 10-8,,NR,'-,'-,'-,TOX3,Educational attainment (years of education),self reported educational attainment,GCST007037,16:52408777
rs8057808-<b>?</b>,3 x 10-10,,NR,'-,'-,'-,RBL2,Educational attainment (years of education),self reported educational attainment,GCST007037,16:53486701
rs13338858-<b>?</b>,1 x 10-7,,NR,'-,'-,'-,'-,Educational attainment (years of education),self reported educational attainment,GCST007037,16:61517861
rs74710412-<b>?</b>,6 x 10-9,,NR,'-,'-,'-,CDH8,Educational attainment (years of education),self reported educational attainment,GCST007037,16:62052134
rs9888796-<b>?</b>,8 x 10-10,,NR,'-,'-,'-,"SLC7A6, PLA2G15",Educational attainment (years of education),self reported educational attainment,GCST007037,16:68263686
rs61757207-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,"DDX19A-DT, DDX19B",Educational attainment (years of education),self reported educational attainment,GCST007037,16:70324592
rs12919509-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,CDH13,Educational attainment (years of education),self reported educational attainment,GCST007037,16:83572463
rs1050847-<b>?</b>,4 x 10-9,,NR,'-,'-,'-,ZCCHC14,Educational attainment (years of education),self reported educational attainment,GCST007037,16:87410128
rs145590108-<b>?</b>,4 x 10-10,,NR,'-,'-,'-,"RPL13, CPNE7",Educational attainment (years of education),self reported educational attainment,GCST007037,16:89575216
rs1381247-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,MNT,Educational attainment (years of education),self reported educational attainment,GCST007037,17:2399093
rs868698-<b>?</b>,4 x 10-10,,NR,'-,'-,'-,EPN2,Educational attainment (years of education),self reported educational attainment,GCST007037,17:19281898
rs56142708-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,SPECC1,Educational attainment (years of education),self reported educational attainment,GCST007037,17:20031650
rs234815-<b>?</b>,8 x 10-8,,NR,'-,'-,'-,CCT6B,Educational attainment (years of education),self reported educational attainment,GCST007037,17:34878024
rs11871429-<b>?</b>,1 x 10-9,,NR,'-,'-,'-,"GJC1, HIGD1B",Educational attainment (years of education),self reported educational attainment,GCST007037,17:44843561
rs417968-<b>?</b>,6 x 10-16,,NR,'-,'-,'-,"LINC02210, LINC02210-CRHR1",Educational attainment (years of education),self reported educational attainment,GCST007037,17:45651010
rs67944653-<b>?</b>,4 x 10-9,,NR,'-,'-,'-,"RENO1, BAHCC1",Educational attainment (years of education),self reported educational attainment,GCST007037,17:81380654
rs9797233-<b>?</b>,3 x 10-8,,NR,'-,'-,'-,"GCGR, MCRIP1",Educational attainment (years of education),self reported educational attainment,GCST007037,17:81817213
rs1788783-<b>?</b>,2 x 10-12,,NR,'-,'-,'-,NPC1,Educational attainment (years of education),self reported educational attainment,GCST007037,18:23581170
rs12967855-<b>?</b>,7 x 10-27,,NR,'-,'-,'-,CELF4,Educational attainment (years of education),self reported educational attainment,GCST007037,18:37558282
rs7233920-<b>?</b>,7 x 10-12,,NR,'-,'-,'-,"MIR924HG, LINC01901",Educational attainment (years of education),self reported educational attainment,GCST007037,18:39836354
rs8085433-<b>?</b>,2 x 10-12,,NR,'-,'-,'-,LINC00907,Educational attainment (years of education),self reported educational attainment,GCST007037,18:42669557
rs11661305-<b>?</b>,8 x 10-11,,NR,'-,'-,'-,DCC,Educational attainment (years of education),self reported educational attainment,GCST007037,18:53446799
rs613872-<b>?</b>,1 x 10-12,,NR,'-,'-,'-,TCF4,Educational attainment (years of education),self reported educational attainment,GCST007037,18:55543071
rs2139034-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,MAP2,Educational attainment (years of education),self reported educational attainment,GCST007037,2:155750874
rs68052276-<b>?</b>,3 x 10-8,,NR,'-,'-,'-,"LINC01958, GPD2",Educational attainment (years of education),self reported educational attainment,GCST007037,2:156651153
rs1110508-<b>?</b>,3 x 10-9,,NR,'-,'-,'-,PKP4,Educational attainment (years of education),self reported educational attainment,GCST007037,2:158516862
rs62177354-<b>?</b>,3 x 10-8,,NR,'-,'-,'-,RBMS1,Educational attainment (years of education),self reported educational attainment,GCST007037,2:160426887
rs11678980-<b>?</b>,2 x 10-18,,NR,'-,'-,'-,LINC01806,Educational attainment (years of education),self reported educational attainment,GCST007037,2:161244750
rs10221808-<b>?</b>,7 x 10-8,,NR,'-,'-,'-,SLC4A10,Educational attainment (years of education),self reported educational attainment,GCST007037,2:161957297
rs1355996-<b>?</b>,6 x 10-8,,NR,'-,'-,'-,"SCN2A, CSRNP3",Educational attainment (years of education),self reported educational attainment,GCST007037,2:165456104
rs788171-<b>?</b>,2 x 10-10,,NR,'-,'-,'-,METAP1D,Educational attainment (years of education),self reported educational attainment,GCST007037,2:172057104
rs711793-<b>?</b>,9 x 10-9,,NR,'-,'-,'-,"RPS2P18, CDCA7",Educational attainment (years of education),self reported educational attainment,GCST007037,2:173311193
rs7582977-<b>?</b>,8 x 10-9,,NR,'-,'-,'-,"CIR1, SP9",Educational attainment (years of education),self reported educational attainment,GCST007037,2:174340785
rs9636303-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,PDE1A,Educational attainment (years of education),self reported educational attainment,GCST007037,2:182569244
rs6735842-<b>?</b>,6 x 10-9,,NR,'-,'-,'-,'-,Educational attainment (years of education),self reported educational attainment,GCST007037,2:185244637
rs781289-<b>?</b>,1 x 10-11,,NR,'-,'-,'-,DIRC1,Educational attainment (years of education),self reported educational attainment,GCST007037,2:188714318
