"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs804280-<b>A</b>,"4 x 10-11",,0.581959,'-,"0.013033 unit increase",[0.0092-0.0169],GATA4,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,8:11755189
rs34726834-<b>T</b>,"7 x 10-10",,0.253615,'-,"0.013824 unit increase",[0.0094-0.0182],EBF2,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,8:26032090
rs7828742-<b>G</b>,"3 x 10-28",,0.596853,'-,"0.02193 unit decrease",[0.018-0.026],LINC00536,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,8:115948504
rs10818769-<b>G</b>,"3 x 10-9",,0.856966,'-,"0.016972 unit decrease",[0.011-0.023],RABGAP1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,9:122957644
rs532436-<b>A</b>,"2 x 10-9",,0.184388,'-,"0.015051 unit decrease",[0.01-0.02],ABO,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,9:133274414
rs10887718-<b>T</b>,"1 x 10-10",,0.527362,'-,"0.012476 unit decrease",[0.0087-0.0163],MAT1A,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,10:80282868
rs538325438-<b>C</b>,"6 x 10-13",,0.998583,'-,"0.227119 unit increase",[0.17-0.29],BTBD10,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:13392483
rs373514022-<b>C</b>,"5 x 10-12",,0.998234,'-,"0.202756 unit increase",[0.15-0.26],"SPON1, LINC02683","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:13934102
rs571618690-<b>A</b>,"2 x 10-31",,0.998605,'-,"0.366496 unit increase",[0.3-0.43],SPON1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:13975275
rs191379475-<b>G</b>,"2 x 10-15",,0.98893,'-,"0.102767 unit decrease",[0.077-0.128],SPON1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14054165
rs561089663-<b>G</b>,"5 x 10-43",,0.998499,'-,"0.409455 unit increase",[0.35-0.47],SPON1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14078992
rs10832218-<b>C</b>,"7 x 10-32",,0.19774,'-,"0.034215 unit decrease",[0.029-0.04],SPON1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14159628
rs117206369-<b>T</b>,"1 x 10-48",,0.998354,'-,"0.467583 unit increase",[0.41-0.53],RRAS2,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14314330
rs567876843-<b>G</b>,"2 x 10-180",,0.995283,'-,"0.541999 unit increase",[0.5-0.58],"RRAS2, COPB1","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14392593
rs148514005-<b>T</b>,"1 x 10-184",,0.005501,'-,"0.446821 unit decrease",[0.42-0.48],"RRAS2, COPB1","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14443332
rs571484036-<b>A</b>,"4 x 10-16",,0.998325,'-,"0.217176 unit decrease",[0.16-0.27],COPB1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14491013
rs577185477-<b>C</b>,"2 x 10-342",,0.01469,'-,"0.379366 unit decrease",[0.36-0.4],PSMA1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14591017
rs554808052-<b>C</b>,"5 x 10-40",,0.998315,'-,"0.348989 unit increase",[0.3-0.4],PSMA1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14614844
rs10832289-<b>T</b>,"2 x 10-266",,0.410173,'-,"0.068522 unit decrease",[0.065-0.072],PDE3B,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14647950
rs187443664-<b>T</b>,"3 x 10-16",,0.98867,'-,"0.106498 unit decrease",[0.081-0.132],PDE3B,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14747346
rs188480917-<b>G</b>,"5 x 10-275",,0.010804,'-,"0.343291 unit decrease",[0.32-0.36],PDE3B,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14764324
rs534042887-<b>G</b>,"3 x 10-82",,0.996899,'-,"0.391563 unit increase",[0.35-0.43],PDE3B,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14796712
rs532836473-<b>G</b>,"5 x 10-44",,0.998425,'-,"0.435785 unit increase",[0.37-0.5],PDE3B,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14801307
rs201501563-<b>T</b>,"9 x 10-67",,0.122197,'-,"0.066474 unit decrease",[0.059-0.074],PDE3B,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14860924
rs117913124-<b>A</b>,"2 x 10-775",,0.027583,'-,"0.354126 unit decrease",[0.34-0.37],CYP2R1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14879385
rs117576073-<b>T</b>,"1 x 10-38",,0.012385,'-,"0.114573 unit decrease",[0.097-0.132],CYP2R1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14891027
rs150585703-<b>G</b>,"7 x 10-125",,0.996054,'-,"0.481848 unit increase",[0.44-0.52],CALCB,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:14929670
rs574992951-<b>C</b>,"4 x 10-9",,0.991488,'-,"0.086717 unit increase",[0.058-0.116],SOX6,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:16559411
rs567415847-<b>G</b>,"1 x 10-14",,0.997973,'-,"0.283381 unit increase",[0.21-0.36],PLEKHA7,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:16833084
rs523583-<b>C</b>,"6 x 10-10",,0.469219,'-,"0.012174 unit increase",[0.0083-0.016],"CD248, TMEM151A","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:66302675
rs12803256-<b>G</b>,"9 x 10-407",,0.770616,'-,"0.100325 unit increase",[0.096-0.105],ACTE1P,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:71421822
rs536006581-<b>G</b>,"9 x 10-35",,0.008644,'-,"0.17381 unit decrease",[0.15-0.2],"ACTE1P, DHCR7","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:71424105
rs574615332-<b>A</b>,"1 x 10-28",,0.99727,'-,"0.286655 unit decrease",[0.24-0.34],DHCR7,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:71433381
rs549940584-<b>T</b>,"2 x 10-72",,0.013335,'-,"0.182748 unit increase",[0.16-0.2],NADSYN1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:71511362
rs200454003-<b>T</b>,"4 x 10-256",,0.264587,'-,"0.0867 unit decrease",[0.082-0.092],NADSYN1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:71517944
rs10793129-<b>A</b>,"2 x 10-12",,0.090078,'-,"0.024492 unit increase",[0.018-0.031],"RN7SL786P, DGAT2","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:75748820
rs1149605-<b>C</b>,"7 x 10-14",,0.171453,'-,"0.01928 unit increase",[0.014-0.024],"GUCY2EP, TSKU","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:76774172
rs964184-<b>C</b>,"5 x 10-44",,0.863547,'-,"0.03977 unit increase",[0.034-0.045],ZPR1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:116778201
rs2847500-<b>A</b>,"8 x 10-13",,0.124391,'-,"0.021129 unit decrease",[0.015-0.027],POU2F3,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,11:120243712
rs12317268-<b>G</b>,"9 x 10-12",,0.151589,'-,"0.018528 unit decrease",[0.013-0.024],SLCO1B1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,12:21199607
rs9668081-<b>T</b>,"5 x 10-9",,0.47058,'-,"0.0116 unit increase",[0.0077-0.0155],"NF1P12, Y_RNA","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,12:38209109
rs61937878-<b>T</b>,"4 x 10-22",,0.006418,'-,"0.119493 unit increase",[0.095-0.144],HAL,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,12:95977953
rs10859995-<b>C</b>,"7 x 10-89",,0.581322,'-,"0.039396 unit decrease",[0.036-0.043],HAL,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,12:95981904
rs8018720-<b>C</b>,"4 x 10-36",,0.820235,'-,"0.031949 unit decrease",[0.027-0.037],SEC23A,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,14:39086981
rs261291-<b>C</b>,"3 x 10-28",,0.35583,'-,"0.022414 unit decrease",[0.018-0.026],ALDH1A2,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,15:58387979
rs1800588-<b>T</b>,"3 x 10-36",,0.21461,'-,"0.029769 unit decrease",[0.025-0.034],"LIPC, ALDH1A2","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,15:58431476
rs17765311-<b>C</b>,"1 x 10-13",,0.344611,'-,"0.01515 unit decrease",[0.011-0.019],"USP3, LINC02568","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,15:63497753
rs62007299-<b>A</b>,"2 x 10-11",,0.709377,'-,"0.014437 unit decrease",[0.01-0.019],PEAK1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,15:77419377
rs8063706-<b>T</b>,"4 x 10-9",,0.272828,'-,"0.012968 unit increase",[0.0087-0.0173],"BCAR4, ZC3H7A","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,16:11815695
rs77924615-<b>A</b>,"1 x 10-10",,0.197773,'-,"0.015792 unit decrease",[0.011-0.021],PDILT,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,16:20381010
rs71383766-<b>T</b>,"1 x 10-9",,0.419574,'-,"0.012569 unit increase",[0.0085-0.0166],"CTF2P, FBXL19-AS1","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,16:30918912
rs1800775-<b>A</b>,"2 x 10-17",,0.486317,'-,"0.016619 unit decrease",[0.013-0.02],"CETP, HERPUD1","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,16:56961324
rs2909218-<b>T</b>,"3 x 10-12",,0.792744,'-,"0.016894 unit increase",[0.012-0.022],"PRKAR1A, WIPI1","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,17:68468405
rs8091117-<b>A</b>,"1 x 10-9",,0.065396,'-,"0.024071 unit decrease",[0.016-0.032],DSG1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,18:31339831
rs2037511-<b>A</b>,"9 x 10-10",,0.165391,'-,"0.016025 unit increase",[0.011-0.021],SERPINB11,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,18:63698973
rs57631352-<b>G</b>,"1 x 10-9",,0.297255,'-,"0.012866 unit decrease",[0.0087-0.017],STAP2,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,19:4338176
rs73015021-<b>G</b>,"1 x 10-14",,0.121031,'-,"0.023034 unit increase",[0.017-0.029],"LDLR, SMARCA4","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,19:11082239
rs10500209-<b>C</b>,"6 x 10-10",,0.282129,'-,"0.013417 unit decrease",[0.0092-0.0177],ZNF439,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,19:11868349
rs58542926-<b>T</b>,"9 x 10-19",,0.075847,'-,"0.032488 unit increase",[0.025-0.04],TM6SF2,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,19:19268740
rs3814995-<b>T</b>,"3 x 10-12",,0.31224,'-,"0.014733 unit decrease",[0.011-0.019],NPHS1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,19:35851310
rs1065853-<b>T</b>,"8 x 10-14",,0.082083,'-,"0.027397 unit increase",[0.02-0.035],"APOE, APOC1","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,19:44909976
rs157595-<b>G</b>,"3 x 10-14",,0.614127,'-,"0.015581 unit decrease",[0.012-0.02],"APOC1P1, APOC1","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,19:44922203
rs112285002-<b>T</b>,"2 x 10-110",,0.159529,'-,"0.060321 unit increase",[0.055-0.066],SULT2A1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,19:47871063
rs62130059-<b>C</b>,"9 x 10-34",,0.335823,'-,"0.02731 unit decrease",[0.023-0.032],"BSPH1, SULT2A1","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,19:47957983
rs10426-<b>A</b>,"3 x 10-26",,0.213371,'-,"0.025226 unit increase",[0.021-0.03],KLK10,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,19:51014542
rs8103262-<b>C</b>,"3 x 10-9",,0.305004,'-,"0.012519 unit increase",[0.0084-0.0167],"ZNF701, ZNF808","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,19:52562561
rs6123359-<b>G</b>,"8 x 10-24",,0.105192,'-,"0.032345 unit increase",[0.026-0.039],"CYP24A1, BCAS1","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,20:54098167
rs6127099-<b>T</b>,"9 x 10-62",,0.279034,'-,"0.036797 unit decrease",[0.032-0.041],"CYP24A1, BCAS1","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,20:54114863
rs2585442-<b>G</b>,"7 x 10-49",,0.246306,'-,"0.033609 unit increase",[0.029-0.038],"CYP24A1, BCAS1","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,20:54120584
rs2762942-<b>A</b>,"8 x 10-35",,0.942083,'-,"0.053192 unit increase",[0.045-0.062],CYP24A1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,20:54172386
rs2229742-<b>C</b>,"7 x 10-16",,0.103928,'-,"0.025738 unit decrease",[0.019-0.032],NRIP1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,21:14966851
rs2074735-<b>C</b>,"7 x 10-12",,0.064197,'-,"0.027256 unit increase",[0.019-0.035],PLA2G3,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,22:31139886
rs960596-<b>T</b>,"2 x 10-9",,0.339588,'-,"0.012414 unit increase",[0.0083-0.0165],"Y_RNA, RBX1","Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,22:40997516
rs6698680-<b>G</b>,"9 x 10-10",,0.464195,'-,"0.011928 unit decrease",[0.0081-0.0157],RER1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,1:2398222
rs3750296-<b>C</b>,"2 x 10-24",,0.341423,'-,"0.020818 unit decrease",[0.017-0.025],PADI1,"Serum 25-Hydroxyvitamin D levels","vitamin D measurement",GCST010144,1:17233161
