"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs6813479-<b>?</b>,"1 x 10-6","(less than or equal to)",NR,'-,'-,'-,LINC02511,Longevity,longevity,GCST000785,4:136739228
rs1327533-<b>?</b>,"1 x 10-6","(less than or equal to)",NR,'-,'-,'-,SVEP1,Longevity,longevity,GCST000785,9:110368883
rs2826891-<b>?</b>,"1 x 10-6","(less than or equal to)",NR,'-,'-,'-,NCAM2,Longevity,longevity,GCST000785,21:21537795
rs2282032-<b>?</b>,"1 x 10-6","(less than or equal to)",NR,'-,'-,'-,NRDE2,Longevity,longevity,GCST000785,14:90292547
rs6568433-<b>?</b>,"1 x 10-6","(less than or equal to)",NR,'-,'-,'-,CRYBG1,Longevity,longevity,GCST000785,6:106381662
rs9592783-<b>?</b>,"1 x 10-6","(less than or equal to)",NR,'-,'-,'-,RABEPKP1,Longevity,longevity,GCST000785,13:71309082
rs6915183-<b>?</b>,"1 x 10-6","(less than or equal to)",NR,'-,'-,'-,"GNG5P1, PRR18",Longevity,longevity,GCST000785,6:166292681
rs2516739-<b>?</b>,"1 x 10-6","(less than or equal to)",NR,'-,'-,'-,NTHL1,Longevity,longevity,GCST000785,16:2047157
rs7874142-<b>?</b>,"1 x 10-6","(less than or equal to)",NR,'-,'-,'-,COL5A1,Longevity,longevity,GCST000785,9:134812936
rs2273-<b>?</b>,"1 x 10-6","(less than or equal to)",NR,'-,'-,'-,SDAD1,Longevity,longevity,GCST000785,4:75968235
rs10445407-<b>?</b>,"1 x 10-6","(less than or equal to)",NR,'-,'-,'-,SLC38A10,Longevity,longevity,GCST000785,17:81288009
rs12643325-<b>A</b>,"9 x 10-6",,NR,'-,"0.01937 unit increase",[0.011-0.028],"ANKRD50, LINC02516",Longevity,longevity,GCST009448,4:124576758
rs12929740-<b>A</b>,"8 x 10-6",,NR,'-,"0.02144 unit increase",[0.012-0.031],TMEM114,Longevity,longevity,GCST009448,16:8490729
rs17113092-<b>A</b>,"4 x 10-6",,NR,'-,"0.0312 unit increase",[0.018-0.044],LINC01755,Longevity,longevity,GCST009448,1:55894081
rs799605-<b>A</b>,"2 x 10-6",,NR,'-,"0.05627 unit increase",[0.033-0.079],SDHAF3,Longevity,longevity,GCST009448,7:97257123
rs12949468-<b>?</b>,"5 x 10-20",(females),0.157,'-,"9.226 unit decrease",[NR],TLK2,Lifespan,longevity,GCST002846,17:62516455
rs4639950-<b>?</b>,"2 x 10-16",(females),0.1455,'-,"7.619 unit decrease",[NR],MFRP,Lifespan,longevity,GCST002846,11:119345845
rs7894051-<b>?</b>,"3 x 10-10",(females),0.203,'-,"3.525 unit decrease",[NR],ECHS1,Lifespan,longevity,GCST002846,10:133370917
rs2292664-<b>?</b>,"1 x 10-8",(females),0.081,'-,"5.828 unit decrease",[NR],RIMBP2,Lifespan,longevity,GCST002846,12:130437119
rs2229188-<b>?</b>,"2 x 10-8",(females),0.087,'-,"5.445 unit decrease",[NR],CYP51A1,Lifespan,longevity,GCST002846,7:92134309
rs11574358-<b>?</b>,"6 x 10-8",(females),0.074,'-,"5.584 unit increase",[NR],WRN,Lifespan,longevity,GCST002846,8:31147066
rs4904670-<b>?</b>,"2 x 10-9",(females),0.13,'-,"5.026 unit decrease",'-,NRDE2,Lifespan,longevity,GCST002846,14:90303866
rs602633-<b>T</b>,"3 x 10-8",,0.217,'-,"0.015 unit decrease",[0.0097-0.0203],"CELSR2, PSRC1","Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,1:109278889
rs55730499-<b>C</b>,"2 x 10-18",,0.92,'-,"0.0361 unit decrease",[0.028-0.044],LPA,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,6:160584578
rs1556516-<b>G</b>,"5 x 10-16",,0.502,'-,"0.0181 unit decrease",[0.014-0.022],CDKN2B-AS1,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,9:22100177
rs7137828-<b>C</b>,"3 x 10-14",,0.483,'-,"0.017 unit increase",[0.013-0.021],ATXN2,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,12:111494996
rs1317286-<b>A</b>,"1 x 10-26",,0.668,'-,"0.0254 unit decrease",[0.021-0.03],CHRNA3,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,15:78603787
rs17514846-<b>C</b>,"7 x 10-10",,0.53,'-,"0.0139 unit decrease",[0.0094-0.0184],FURIN,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,15:90873320
rs429358-<b>T</b>,"1 x 10-74",,0.845,'-,"0.0566 unit decrease",[0.051-0.063],'-,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,"Mapping not available"
rs7844965-<b>G</b>,"8 x 10-9",,0.768,'-,"0.0154 unit increase",[0.01-0.021],GULOP,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,8:27584547
rs61978928-<b>T</b>,"2 x 10-8",,0.688,'-,"0.0136 unit increase",[0.0089-0.0183],"YLPM1, PROX2","Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,14:74855011
rs28926173-<b>G</b>,"6 x 10-6",,NR,'-,'-,[NR],MC2R,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,18:13886720
rs3130507-<b>G</b>,"4 x 10-6",,NR,'-,'-,[NR],POU5F1,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,6:31179699
rs3131621-<b>A</b>,"9 x 10-8",,NR,'-,'-,[NR],"LINC01149, HCP5","Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,6:31457722
rs74011415-<b>G</b>,"7 x 10-6",,NR,'-,'-,[NR],SEMA6D,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,15:47367997
rs2273500-<b>T</b>,"4 x 10-7",,NR,'-,'-,[NR],CHRNA4,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,20:63355597
rs9456508-<b>T</b>,"4 x 10-8",,0.978225,'-,"0.0425855 unit decrease",[0.028-0.058],SLC22A2,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,6:160177564
rs9295128-<b>G</b>,"2 x 10-11",,0.983087,'-,"0.0594745 unit decrease",[0.042-0.077],"SLC22A2, SLC22A3","Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,6:160330499
rs1510224-<b>T</b>,"4 x 10-11",,0.981542,'-,"0.0553182 unit decrease",[0.039-0.072],LPAL2,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,6:160473846
rs186696265-<b>C</b>,"8 x 10-18",,0.985233,'-,"0.0802938 unit decrease",[0.062-0.099],"LPA, PLG","Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,6:160690668
rs143843429-<b>A</b>,"4 x 10-9",,0.983804,'-,"0.0549336 unit decrease",[0.037-0.073],MAP3K4-AS1,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,6:160962047
rs4426183-<b>T</b>,"2 x 10-11",,0.428782,'-,"0.0153237 unit increase",[0.011-0.02],LINC01405,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,12:110935600
rs1265564-<b>A</b>,"6 x 10-9",,0.557672,'-,"0.0133386 unit decrease",[0.0088-0.0178],CUX2,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,12:111270654
rs11065979-<b>C</b>,"2 x 10-12",,0.562141,'-,"0.0158643 unit decrease",[0.011-0.02],"BRAP, ATXN2-AS","Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,12:111621753
rs11513729-<b>C</b>,"4 x 10-11",,0.588045,'-,"0.015227 unit decrease",[0.011-0.02],"ALDH2, MAPKAPK5-AS1","Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,12:111835695
rs17696736-<b>A</b>,"1 x 10-10",,0.571276,'-,"0.0145323 unit decrease",[0.01-0.019],NAA25,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,12:112049014
rs28383322-<b>C</b>,"4 x 10-9",,NR,'-,'-,'-,"HLA-DRB1, HLA-DQA1","Parental longevity (mother's attained age)","parental longevity",GCST006696,6:32625019
rs55730499-<b>C</b>,"6 x 10-10",,NR,'-,'-,'-,LPA,"Parental longevity (mother's attained age)","parental longevity",GCST006696,6:160584578
rs7137828-<b>C</b>,"2 x 10-7",,NR,'-,'-,'-,ATXN2,"Parental longevity (mother's attained age)","parental longevity",GCST006696,12:111494996
rs1317286-<b>A</b>,"2 x 10-7",,NR,'-,'-,'-,CHRNA3,"Parental longevity (mother's attained age)","parental longevity",GCST006696,15:78603787
rs429358-<b>T</b>,"1 x 10-68",,NR,'-,'-,'-,'-,"Parental longevity (mother's attained age)","parental longevity",GCST006696,"Mapping not available"
rs3130507-<b>G</b>,"2 x 10-10",,0.72,'-,"0.0155 unit decrease",[0.011-0.02],POU5F1,"Parental longevity (mother's attained age)","parental longevity",GCST006696,6:31179699
chr13:31871514-<b>T</b>,"5 x 10-8",,0.995,'-,"0.0979 unit increase",[0.063-0.133],'-,"Parental longevity (mother's attained age)","parental longevity",GCST006696,"Mapping not available"
rs61949650-<b>T</b>,"3 x 10-8",,0.938,'-,"0.0251 unit increase",[0.016-0.034],'-,"Parental longevity (mother's attained age)","parental longevity",GCST006696,13:64262356
rs429358-<b>T</b>,"9 x 10-13",,0.842,'-,"0.0262 unit increase",[0.019-0.033],'-,"Parental longevity (father's age at death)","parental longevity",GCST006700,"Mapping not available"
rs10455872-<b>A</b>,"5 x 10-7",,0.92,'-,"0.0247 unit increase",[0.015-0.034],LPA,"Parental longevity (father's age at death)","parental longevity",GCST006700,6:160589086
rs3184504-<b>T</b>,"4 x 10-8",,0.483,'-,"0.0145 unit decrease",[0.0094-0.0196],"SH2B3, ATXN2","Parental longevity (father's age at death)","parental longevity",GCST006700,12:111446804
rs1556516-<b>G</b>,"7 x 10-9",,0.503,'-,"0.0153 unit increase",[0.01-0.02],CDKN2B-AS1,"Parental longevity (father's age at death)","parental longevity",GCST006700,9:22100177
rs951266-<b>G</b>,"6 x 10-14",,0.670568,'-,"0.0213 unit increase",[0.016-0.027],CHRNA5,"Parental longevity (father's age at death)","parental longevity",GCST006700,15:78586199
rs602633-<b>T</b>,"4 x 10-9",,NR,'-,'-,'-,"CELSR2, PSRC1","Parental longevity (father's attained age)","parental longevity",GCST006701,1:109278889
rs55730499-<b>C</b>,"6 x 10-17",,NR,'-,'-,'-,LPA,"Parental longevity (father's attained age)","parental longevity",GCST006701,6:160584578
rs1556516-<b>G</b>,"1 x 10-20",,NR,'-,'-,'-,CDKN2B-AS1,"Parental longevity (father's attained age)","parental longevity",GCST006701,9:22100177
rs7137828-<b>C</b>,"3 x 10-12",,NR,'-,'-,'-,ATXN2,"Parental longevity (father's attained age)","parental longevity",GCST006701,12:111494996
rs1317286-<b>A</b>,"2 x 10-31",,NR,'-,'-,'-,CHRNA3,"Parental longevity (father's attained age)","parental longevity",GCST006701,15:78603787
rs17514846-<b>C</b>,"1 x 10-7",,NR,'-,'-,'-,FURIN,"Parental longevity (father's attained age)","parental longevity",GCST006701,15:90873320
rs429358-<b>T</b>,"2 x 10-28",,NR,'-,'-,'-,'-,"Parental longevity (father's attained age)","parental longevity",GCST006701,"Mapping not available"
rs7844965-<b>G</b>,"2 x 10-7",,NR,'-,'-,'-,GULOP,"Parental longevity (father's attained age)","parental longevity",GCST006701,8:27584547
rs61978928-<b>T</b>,"2 x 10-7",,NR,'-,'-,'-,"YLPM1, PROX2","Parental longevity (father's attained age)","parental longevity",GCST006701,14:74855011
rs3131621-<b>A</b>,"4 x 10-8",,0.629,'-,"0.0124 unit decrease",[0.0081-0.0167],"LINC01149, HCP5","Parental longevity (father's attained age)","parental longevity",GCST006701,6:31457722
rs13262617-<b>A</b>,"3 x 10-8",,0.97,'-,"0.036 unit increase",[0.023-0.049],TOX,"Parental longevity (father's attained age)","parental longevity",GCST006701,8:58925574
rs61905747-<b>A</b>,"6 x 10-9",,0.809,'-,"0.016 unit decrease",[0.011-0.021],ZW10,"Parental longevity (father's attained age)","parental longevity",GCST006701,11:113769120
rs17630235-<b>G</b>,"8 x 10-11",,0.592473,'-,"0.0147919 unit decrease",[0.01-0.019],"TRAFD1, HECTD4","Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,12:112153882
rs11066309-<b>G</b>,"1 x 10-10",,0.592058,'-,"0.0146423 unit decrease",[0.01-0.019],PTPN11,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,12:112445672
rs72738736-<b>G</b>,"1 x 10-23",,0.672115,'-,"0.0239366 unit decrease",[0.019-0.029],IREB2,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,15:78472780
rs11552449-<b>C</b>,"6 x 10-6",,0.826,'-,"0.0134 unit decrease",[0.0075-0.0193],DCLRE1B,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,1:113905767
rs6689306-<b>A</b>,"2 x 10-6",,0.419,'-,"0.0111 unit increase",[0.0066-0.0156],IL6R,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,1:154423470
rs11126666-<b>G</b>,"5 x 10-6",,0.745,'-,"0.0117 unit decrease",[0.0066-0.0168],KCNK3,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,2:26705943
rs7593947-<b>A</b>,"1 x 10-6",,0.526,'-,"0.011 unit decrease",[0.0065-0.0155],BCL11A,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,2:60477798
rs1986734-<b>C</b>,"7 x 10-6",,0.476,'-,"0.0101 unit increase",[0.0058-0.0144],SHROOM3,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,4:76499631
rs806794-<b>A</b>,"5 x 10-6",,0.728,'-,"0.0115 unit increase",[0.0066-0.0164],H2BC7,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,6:26200449
rs4014195-<b>C</b>,"4 x 10-6",,0.656,'-,"0.0108 unit decrease",[0.0061-0.0155],"AP5B1, KRT8P26","Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,11:65739351
rs633185-<b>G</b>,"9 x 10-6",,0.285,'-,"0.0112 unit decrease",[0.0063-0.0161],ARHGAP42,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,11:100722807
rs6511720-<b>G</b>,"2 x 10-6",,0.881,'-,"0.0165 unit increase",[0.0096-0.0234],LDLR,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,19:11091630
rs17724992-<b>A</b>,"9 x 10-7",,0.733,'-,"0.0124 unit increase",[0.0075-0.0173],PGPEP1,"Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,19:18344015
rs1627804-<b>C</b>,"5 x 10-6",,NR,'-,'-,'-,BEND3,"Parental longevity (both parents in top 10%)","parental longevity",GCST006698,6:107079224
rs10455872-<b>A</b>,"2 x 10-8",,0.92,'-,"0.0202 unit increase",[0.013-0.027],LPA,"Parental longevity (both parents in top 10%)","parental longevity",GCST006698,6:160589086
rs1333042-<b>A</b>,"2 x 10-8",,0.502,'-,"0.0112 unit increase",[0.0073-0.0151],CDKN2B-AS1,"Parental longevity (both parents in top 10%)","parental longevity",GCST006698,9:22103814
rs139137459-<b>G</b>,"3 x 10-8",,0.996,'-,"0.0906 unit decrease",[0.059-0.122],USP2-AS1,"Parental longevity (both parents in top 10%)","parental longevity",GCST006698,11:119399248
rs7137828-<b>C</b>,"3 x 10-6",,NR,'-,'-,'-,ATXN2,"Parental longevity (both parents in top 10%)","parental longevity",GCST006698,12:111494996
rs61978928-<b>T</b>,"3 x 10-7",,NR,'-,'-,'-,"YLPM1, PROX2","Parental longevity (both parents in top 10%)","parental longevity",GCST006698,14:74855011
rs951266-<b>G</b>,"1 x 10-9",,0.670568,'-,"0.0128 unit increase",[0.0087-0.0169],CHRNA5,"Parental longevity (both parents in top 10%)","parental longevity",GCST006698,15:78586199
rs28926173-<b>G</b>,"2 x 10-8",,0.953,'-,"0.0264 unit decrease",[0.017-0.036],MC2R,"Parental longevity (both parents in top 10%)","parental longevity",GCST006698,18:13886720
rs429358-<b>T</b>,"7 x 10-46",,0.842,'-,"0.0388 unit increase",[0.034-0.044],'-,"Parental longevity (both parents in top 10%)","parental longevity",GCST006698,"Mapping not available"
rs429358-<b>T</b>,"7 x 10-19",,0.842,'-,"0.0336 unit increase",[0.026-0.041],'-,"Parental longevity (mother's age at death)","parental longevity",GCST006699,"Mapping not available"
rs10455872-<b>A</b>,"2 x 10-7",,0.92,'-,"0.0265 unit increase",[0.017-0.036],LPA,"Parental longevity (mother's age at death)","parental longevity",GCST006699,6:160589086
rs1333045-<b>T</b>,"6 x 10-6",,0.484993,'-,"0.0126 unit increase",[0.0071-0.0181],CDKN2B-AS1,"Parental longevity (mother's age at death)","parental longevity",GCST006699,9:22119196
rs74011415-<b>G</b>,"1 x 10-8",,0.881,'-,"0.0192 unit decrease",[0.013-0.026],SEMA6D,"Parental longevity (father's attained age)","parental longevity",GCST006701,15:47367997
rs12461964-<b>A</b>,"8 x 10-9",,0.504,'-,"0.0126 unit decrease",[0.0083-0.0169],"CYP2F2P, CYP2A6","Parental longevity (father's attained age)","parental longevity",GCST006701,19:40835324
rs74444983-<b>T</b>,"9 x 10-9",,0.741,'-,"0.0143 unit decrease",[0.0094-0.0192],"EXOC3L2, MARK4","Parental longevity (father's attained age)","parental longevity",GCST006701,19:45242349
rs6108784-<b>T</b>,"1 x 10-10",,0.586,'-,"0.0143 unit decrease",[0.01-0.0186],"LINC02871, FAT1P1","Parental longevity (father's attained age)","parental longevity",GCST006701,20:10983718
rs2273500-<b>T</b>,"2 x 10-8",,0.856,'-,"0.0176 unit decrease",[0.012-0.024],CHRNA4,"Parental longevity (father's attained age)","parental longevity",GCST006701,20:63355597
rs55730499-<b>C</b>,"5 x 10-11",,NR,'-,'-,'-,LPA,"Parental longevity (combined parental age at death)","parental longevity",GCST006702,6:160584578
rs1556516-<b>G</b>,"2 x 10-10",,0.503198,'-,"0.021 unit increase",[0.015-0.027],CDKN2B-AS1,"Parental longevity (combined parental age at death)","parental longevity",GCST006702,9:22100177
rs7137828-<b>C</b>,"3 x 10-8",,NR,'-,'-,'-,ATXN2,"Parental longevity (combined parental age at death)","parental longevity",GCST006702,12:111494996
