Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs6106856-<b>?</b>,2 x 10-6,,NR,'-,0.03 unit increase,NR,RNU1-23P,Beta 2 electroencephalogram power,beta wave measurement,GCST011042,20:24332837
rs7516534-<b>?</b>,3 x 10-6,,NR,'-,0.08 unit decrease,NR,"RN7SKP91, SDC3",Alpha electroencephalogram power,alpha wave measurement,GCST011044,1:30845286
rs12720066-<b>?</b>,1 x 10-6,,NR,'-,0.1 unit increase,NR,ABCB1,Alpha electroencephalogram power,alpha wave measurement,GCST011044,7:87540386
rs12263011-<b>?</b>,5 x 10-6,,NR,'-,0.07 unit increase,NR,FRMD4A,Theta electroencephalogram power,theta wave measurement,GCST011040,10:13823505
rs71381191-<b>?</b>,3 x 10-8,,NR,'-,0.11 unit increase,NR,CLEC16A,Theta electroencephalogram power,theta wave measurement,GCST011040,16:11062955
rs12443654-<b>?</b>,4 x 10-6,,NR,'-,0.07 unit increase,NR,"TMC5, LINC02858",Theta electroencephalogram power,theta wave measurement,GCST011040,16:19363975
rs9930193-<b>?</b>,5 x 10-6,,NR,'-,0.07 unit increase,NR,"TMC5, LINC02858",Theta electroencephalogram power,theta wave measurement,GCST011040,16:19368759
rs55908084-<b>?</b>,3 x 10-6,,NR,'-,0.06 unit increase,NR,"CACNG1, CACNG4",Theta electroencephalogram power,theta wave measurement,GCST011040,17:67038046
rs72919581-<b>?</b>,2 x 10-6,,NR,'-,0.06 unit increase,NR,ZBTB7C,Theta electroencephalogram power,theta wave measurement,GCST011040,18:48358693
rs1893824-<b>?</b>,2 x 10-6,,NR,'-,0.05 unit decrease,NR,GALR1,Theta electroencephalogram power,theta wave measurement,GCST011040,18:77247169
rs155346-<b>C</b>,4 x 10-6,,NR,'-,0.25 unit decrease,[0.15-0.35],NRG2,Disturbances of the gamma-frequency band of electroencephalography measures in schizophrenia,"schizophrenia, gamma wave measurement",GCST004953,5:140010792
rs2292354-<b>T</b>,4 x 10-6,,NR,'-,0.243 unit increase,[0.14-0.34],"TCHP, GIT2",Disturbances of the gamma-frequency band of electroencephalography measures in schizophrenia,"schizophrenia, gamma wave measurement",GCST004953,12:109930396
rs2073958-<b>C</b>,8 x 10-6,,NR,'-,0.252 unit decrease,[0.14-0.36],"SUPT20HL2, ZFX",Disturbances of the gamma-frequency band of electroencephalography measures in schizophrenia,"schizophrenia, gamma wave measurement",GCST004953,X:24235758
rs196376-<b>?</b>,7 x 10-7,(corrected for APOE4 status),'-,'-,0.14 unit decrease,[NR],XYLB,Hippocampal volume,hippocampal volume,GCST006134,3:38380301
rs1598037-<b>?</b>,1 x 10-6,(corrected for APOE4 status),'-,'-,0.14 unit decrease,[NR],'-,Hippocampal volume,hippocampal volume,GCST006134,2:5208204
rs9285885-<b>?</b>,4 x 10-6,(corrected for APOE4 status),'-,'-,0.13 unit increase,[NR],LINC02214,Hippocampal volume,hippocampal volume,GCST006134,5:116815932
rs6463748-<b>?</b>,7 x 10-6,(corrected for APOE4 status),'-,'-,0.12 unit increase,[NR],UMAD1,Hippocampal volume,hippocampal volume,GCST006134,7:7917947
rs12338307-<b>?</b>,4 x 10-6,(corrected for APOE4 status),'-,'-,0.13 unit decrease,[NR],MTCO1P51,Hippocampal volume,hippocampal volume,GCST006134,9:80480510
rs1324167-<b>?</b>,3 x 10-6,(corrected for APOE4 status),'-,'-,0.13 unit decrease,[NR],RPS19P6,Hippocampal volume,hippocampal volume,GCST006134,9:80837491
rs3096355-<b>?</b>,2 x 10-6,(corrected for APOE4 status),'-,'-,0.12 unit increase,[NR],FENDRR,Hippocampal volume,hippocampal volume,GCST006134,16:86503017
rs4968776-<b>?</b>,2 x 10-6,(corrected for APOE4 status),'-,'-,0.14 unit increase,[NR],"PPIAP55, CYB561",Hippocampal volume,hippocampal volume,GCST006134,17:63452219
rs55792688-<b>?</b>,9 x 10-6,(corrected for APOE4 status),'-,'-,0.12 unit decrease,[NR],PRKCA,Hippocampal volume,hippocampal volume,GCST006134,17:66778659
rs2165910-<b>?</b>,4 x 10-6,(corrected for APOE4 status),'-,'-,0.13 unit increase,[NR],PTPRM,Hippocampal volume,hippocampal volume,GCST006134,18:7919508
rs6116037-<b>?</b>,6 x 10-6,(corrected for APOE4 status),'-,'-,0.13 unit increase,[NR],SPEF1,Hippocampal volume,hippocampal volume,GCST006134,20:3779901
rs429358-<b>?</b>,1 x 10-10,(uncorrected for APOE4 status),'-,'-,'-,'-,'-,Hippocampal volume,hippocampal volume,GCST006134,Mapping not available
rs2559658-<b>?</b>,7 x 10-6,,'-,'-,'-,'-,POLR3A,Executive function (trail making test B),executive function measurement,GCST007694,10:77985511
rs112196420-<b>T</b>,2 x 10-7,,0.03,'-,0.339 unit decrease,[0.21-0.47],FRMD4B,Fast beta electroencephalogram,"alcohol dependence measurement, electroencephalogram measurement",GCST003902,3:69450652
rs1687482-<b>T</b>,8 x 10-8,,0.151,'-,0.162 unit decrease,[0.10-0.22],UROC1,Fast beta electroencephalogram,"alcohol dependence measurement, electroencephalogram measurement",GCST003902,3:126496851
rs2252790-<b>G</b>,3 x 10-8,,0.36,'-,0.135 unit increase,[0.087-0.181],DSE,Fast beta electroencephalogram,"alcohol dependence measurement, electroencephalogram measurement",GCST003902,6:116342160
rs258430-<b>G</b>,6 x 10-7,,0.573,'-,0.111 unit decrease,[0.068-0.154],"RN7SKP15, PTHLH",Fast beta electroencephalogram,"alcohol dependence measurement, electroencephalogram measurement",GCST003902,12:27880569
rs372255102-<b>T</b>,5 x 10-7,,0.328,'-,0.118 unit decrease,[0.073-0.163],CYYR1,Fast beta electroencephalogram,"alcohol dependence measurement, electroencephalogram measurement",GCST003902,21:26630728
chr11:32338849-<b>A</b>,5 x 10-6,(Stability score),0.937,'-,1.2121 unit decrease,[0.69-1.73],'-,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,Mapping not available
chr11:45229003-<b>AGAC</b>,8 x 10-6,(Stability score),0.624,'-,0.5878 unit decrease,[0.33-0.85],'-,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,Mapping not available
chr17:46858072-<b>A</b>,1 x 10-6,(Mean vigilance),0.969,'-,0.4287 unit increase,[0.26-0.6],'-,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,Mapping not available
chr2:75585520-<b>G</b>,7 x 10-6,(Mean vigilance),0.734,'-,0.1544 unit decrease,[0.088-0.221],'-,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,Mapping not available
chr9:85590745-<b>ACT</b>,3 x 10-6,(Mean vigilance),0.942,'-,0.3089 unit decrease,[0.18-0.44],'-,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,Mapping not available
rs10764131-<b>G</b>,8 x 10-6,(Mean vigilance),0.856,'-,0.1912 unit decrease,[0.11-0.27],VN1R53P,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,10:37392145
rs10910502-<b>T</b>,4 x 10-6,(Mean vigilance),0.648,'-,0.1567 unit decrease,[0.09-0.223],"RNY4P16, PP2672",Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,1:234771065
rs10958981-<b>G</b>,4 x 10-6,(Stability score),0.984,'-,2.4768 unit increase,[1.43-3.53],PTPRD,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,9:10259150
rs115842101-<b>C</b>,2 x 10-7,(Stability score),0.973,'-,2.0346 unit increase,[1.27-2.8],"RNU1-62P, RYBP",Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,3:72539980
rs116982069-<b>G</b>,6 x 10-6,(Stability score),0.978,'-,2.1584 unit increase,[1.23-3.09],ELL2P3,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,13:68206078
rs117312677-<b>G</b>,5 x 10-6,(Mean vigilance),0.978,'-,0.4947 unit increase,[0.28-0.71],"MLLT3, FOCAD",Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,9:20649016
rs12376344-<b>T</b>,7 x 10-6,(Slope index),0.769,'-,0.1487 unit decrease,[0.084-0.213],OSTF1,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,9:75108245
rs12528775-<b>T</b>,8 x 10-6,(Stability score),0.703,'-,0.6335 unit increase,[0.36-0.91],"RNU4-35P, RNU4-76P",Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,6:121456235
rs13163913-<b>T</b>,6 x 10-7,(Slope index),0.858,'-,0.208 unit decrease,[0.13-0.29],"EEF1A1P20, CRLF3P2",Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,5:99970233
rs13187689-<b>C</b>,8 x 10-6,(Stability score),0.964,'-,1.5796 unit decrease,[0.89-2.27],SGCD,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,5:156016780
rs132043-<b>C</b>,9 x 10-6,(Mean vigilance),0.64,'-,0.1399 unit decrease,[0.078-0.201],"PHF21B, NUP50-DT",Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,22:45040885
rs13247707-<b>T</b>,1 x 10-7,(Mean vigilance),0.743,'-,0.1847 unit increase,[0.12-0.25],THSD7A,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,7:11779851
rs139678-<b>T</b>,3 x 10-6,(Slope index),0.75,'-,0.149 unit decrease,[0.086-0.212],SGSM1,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,22:24853154
rs140566845-<b>A</b>,4 x 10-6,(Stability score),0.931,'-,1.2545 unit increase,[0.72-1.79],MYO3A,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,10:26205810
rs145379440-<b>T</b>,5 x 10-6,(Slope index),0.981,'-,0.5092 unit increase,[0.29-0.73],DKK2,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,4:107150343
rs145793786-<b>A</b>,2 x 10-6,(Stability score),0.98,'-,3.786 unit increase,[2.25-5.32],'-,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,X:33690843
rs146159092-<b>G</b>,7 x 10-6,(Stability score),0.99,'-,3.0661 unit increase,[1.74-4.4],LINC01331,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,5:74206769
rs150120071-<b>T</b>,3 x 10-6,(Stability score),0.987,'-,2.8271 unit increase,[1.64-4.01],'-,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,7:15848590
rs158729-<b>G</b>,6 x 10-6,(Mean vigilance),0.99,'-,0.6528 unit increase,[0.37-0.94],QRSL1P2,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,1:222251560
rs17432268-<b>A</b>,9 x 10-7,(Mean vigilance),0.982,'-,0.5554 unit increase,[0.33-0.78],HDAC9,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,7:18446819
rs1926528-<b>T</b>,2 x 10-6,(Stability score),0.785,'-,0.7414 unit decrease,[0.44-1.05],MYO16,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,13:108706057
rs28364570-<b>A</b>,1 x 10-6,(Stability score),0.902,'-,1.0487 unit decrease,[0.63-1.47],SLC7A7,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,14:22815695
rs331631-<b>G</b>,4 x 10-6,(Mean vigilance),0.915,'-,0.2543 unit increase,[0.15-0.36],LINC00676,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,13:109651515
rs3923060-<b>C</b>,9 x 10-6,(Mean vigilance),0.739,'-,0.155 unit decrease,[0.087-0.223],DNAJC18,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,5:139439612
rs4833750-<b>A</b>,2 x 10-6,(Slope index),0.889,'-,0.207 unit decrease,[0.12-0.29],ANXA5,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,4:121613423
rs4913485-<b>T</b>,6 x 10-6,(Stability score),0.697,'-,0.6376 unit decrease,[0.36-0.91],CPM,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,12:69000928
rs61932801-<b>C</b>,9 x 10-6,(Slope index),0.737,'-,0.1441 unit increase,[0.081-0.207],E2F7,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,12:77049880
rs61934161-<b>G</b>,9 x 10-6,(Mean vigilance),0.987,'-,0.6421 unit increase,[0.36-0.92],TMEM117,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,12:44399242
rs62137214-<b>G</b>,2 x 10-6,(Slope index),0.612,'-,0.1381 unit increase,[0.081-0.195],SLC8A1-AS1,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,2:39880670
rs6455064-<b>A</b>,6 x 10-6,(Slope index),0.028,'-,0.3807 unit increase,[0.22-0.55],'-,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,6:65991728
rs6544273-<b>C</b>,8 x 10-7,(Slope index),0.651,'-,0.1443 unit decrease,[0.087-0.201],SLC8A1-AS1,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,2:39952065
rs6629191-<b>G</b>,8 x 10-6,(Mean vigilance),0.888,'-,0.3556 unit increase,[0.2-0.51],"SLC35C2P1, RNU4-6P",Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,X:16886761
rs72883094-<b>A</b>,5 x 10-6,(Slope index),0.987,'-,0.5514 unit increase,[0.32-0.79],ARHGAP28,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,18:6856531
rs76628830-<b>T</b>,2 x 10-6,(Slope index),0.895,'-,0.2242 unit increase,[0.13-0.32],"TMEM212, FNDC3B",Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,3:171964147
rs77327348-<b>G</b>,8 x 10-6,(Slope index),0.934,'-,0.2598 unit increase,[0.15-0.37],FRMD4B,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,3:69560857
rs78591196-<b>C</b>,2 x 10-6,(Mean vigilance),0.916,'-,0.2537 unit decrease,[0.15-0.36],SNTN,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,3:63679381
rs79472635-<b>A</b>,5 x 10-8,(Slope index),0.622,'-,0.157 unit decrease,[0.1-0.21],DNAH3,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,16:21140753
rs830142-<b>G</b>,3 x 10-7,(Slope index),0.94,'-,0.318 unit increase,[0.2-0.44],SLC8A2,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,19:47446095
rs9322121-<b>T</b>,5 x 10-6,(Slope index),0.675,'-,0.1373 unit decrease,[0.079-0.196],'-,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,6:148050945
rs9626751-<b>G</b>,2 x 10-6,(Mean vigilance),0.927,'-,0.2768 unit decrease,[0.16-0.39],PPARA,Resting-state electroencephalogram vigilance,electroencephalogram measurement,GCST006138,22:46186941
chr18:19453259-<b>?</b>,1 x 10-8,,NR,'-,4.1 unit decrease,'-,'-,Beta electroencephalogram power,electroencephalogram measurement,GCST90012819,Mapping not available
chr7:115086918-<b>?</b>,3 x 10-8,,NR,'-,3.56 unit decrease,'-,'-,Beta electroencephalogram power,electroencephalogram measurement,GCST90012819,Mapping not available
chr12:128908244-<b>?</b>,4 x 10-8,,NR,'-,0.31 unit increase,'-,'-,Beta electroencephalogram power,electroencephalogram measurement,GCST90012819,Mapping not available
chr4:6020367-<b>?</b>,5 x 10-8,,NR,'-,0.14 unit increase,'-,'-,Theta electroencephalogram power,electroencephalogram measurement,GCST90012820,Mapping not available
chr2:29994680-<b>?</b>,8 x 10-9,,NR,'-,2 unit increase,'-,'-,Alpha electroencephalogram frequency O1O2,electroencephalogram measurement,GCST90012824,Mapping not available
chr17:40076444-<b>?</b>,4 x 10-8,,NR,'-,1 unit increase,'-,'-,Alpha electroencephalogram frequency O1O2,electroencephalogram measurement,GCST90012824,Mapping not available
rs1456038-<b>?</b>,7 x 10-6,(corrected for APOE4 status),'-,'-,0.12 unit decrease,[NR],"AVPR1A, HNRNPA1P69",Hippocampal volume,hippocampal volume,GCST006134,12:63236717
rs9488343-<b>?</b>,7 x 10-7,,NR,'-,0.0437 unit increase,[NR],"HDAC2-AS2, HS3ST5",Gray matter volume (schizophrenia interaction),"schizophrenia, grey matter volume measurement",GCST002203,6:114226817
rs10277664-<b>?</b>,1 x 10-7,,NR,'-,0.0432 unit decrease,[NR],TBXAS1,Gray matter volume (schizophrenia interaction),"schizophrenia, grey matter volume measurement",GCST002203,7:139806781
