ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
2576,RAC1,RAC1,Not specified,rs7784465-<b>T</b>,2 x 10-9,,0.8594,'-,0.0151 unit decrease,[0.01-0.02],RAC1,Body mass index,body mass index,GCST009004,7:6378644,Anthropometric
2577,RAC1,RAC1,Not specified,rs35589149-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,RAC1,Body mass index,body mass index,GCST007039,7:6386642,Anthropometric
2578,RAC1,RAC1,Not specified,rs35589149-<b>?</b>,8 x 10-9,,NR,'-,'-,'-,RAC1,Body mass index,body mass index,GCST009871,7:6386642,Anthropometric
2889,RAC1,TIAM1,Not specified,rs141232978-<b>T</b>,8 x 10-6,,0.0325,'-,0.0967 unit decrease,[0.054-0.139],TIAM1,Waist circumference,waist circumference,GCST008151,21:31169248,Anthropometric
2890,RAC1,TIAM1,Not specified,rs141232978-<b>T</b>,8 x 10-6,,0.0325,'-,0.0967 unit decrease,[0.054-0.139],TIAM1,Waist circumference,waist circumference,GCST008160,21:31169248,Anthropometric
2901,RAC1,TIAM2,Not specified,rs12196629-<b>?</b>,6 x 10-26,,NR,'-,0.0288395 unit decrease,[0.023-0.034],TIAM2,Heel bone mineral density,heel bone mineral density,GCST006433,6:155008269,Anthropometric
2902,RAC1,TIAM2,Not specified,rs13201764-<b>T</b>,1 x 10-21,,0.854574,'-,0.0249816 unit decrease,[0.02-0.03],TIAM2,Heel bone mineral density,heel bone mineral density,GCST006979,6:155010984,Anthropometric
2903,RAC1,TIAM2,Not specified,rs13219291-<b>?</b>,2 x 10-21,,NR,'-,'-,'-,TIAM2,Heel bone mineral density,heel bone mineral density,GCST007066,6:155011181,Anthropometric
2904,RAC1,TIAM2,Not specified,rs9397763-<b>?</b>,6 x 10-10,,NR,'-,0.0222572 unit decrease,[0.015-0.029],TIAM2,Heel bone mineral density,heel bone mineral density,GCST006433,6:155021463,Anthropometric
2905,RAC1,TIAM2,Not specified,rs60574493-<b>G</b>,3 x 10-13,,0.86272,'-,0.0193588 unit decrease,[0.014-0.025],TIAM2,Heel bone mineral density,heel bone mineral density,GCST006979,6:155038643,Anthropometric
2906,RAC1,TIAM2,Not specified,rs62427108-<b>C</b>,1 x 10-11,,0.94477,'-,0.027357 unit increase,[0.019-0.035],TIAM2,Heel bone mineral density,heel bone mineral density,GCST006979,6:155115687,Anthropometric
2907,RAC1,TIAM2,Not specified,rs62427108-<b>?</b>,3 x 10-9,,NR,'-,0.024906 unit increase,[0.016-0.034],TIAM2,Heel bone mineral density,heel bone mineral density,GCST006433,6:155115687,Anthropometric
2908,RAC1,TIAM2,Not specified,rs6908258-<b>?</b>,9 x 10-25,,NR,'-,'-,'-,TIAM2,Height,body height,GCST007841,6:155229871,Anthropometric
2923,TP53,TP53,Not specified,rs78378222-<b>?</b>,4 x 10-15,,NR,'-,0.81578 unit increase,[0.61-1.02],TP53,Fat-free mass,lean body mass,GCST007063,17:7668434,Anthropometric
2924,TP53,TP53,Not specified,rs78378222-<b>?</b>,1 x 10-8,(male),NR,'-,0.91528 unit increase,[0.6-1.23],TP53,Fat-free mass,lean body mass,GCST007063,17:7668434,Anthropometric
2925,TP53,TP53,Not specified,rs78378222-<b>G</b>,2 x 10-21,,0.0124091,'-,0.301783 unit increase,[0.24-0.36],TP53,Appendicular lean mass,appendicular lean mass,GCST009577,17:7668434,Anthropometric
2926,TP53,TP53,Not specified,rs78378222-<b>?</b>,1 x 10-8,(female),NR,'-,0.665 unit increase,[0.44-0.89],TP53,Fat-free mass,lean body mass,GCST007063,17:7668434,Anthropometric
1067,HNF1A,HNF1A,Not specified,rs80019595-<b>T</b>,2 x 10-8,,0.027448,'-,0.04497 unit increase,[0.029-0.061],"HNF1A, HNF1A-AS1",Birth weight,birth weight,GCST008362,12:120979503,Birth
1202,HNF1A,HNF1A-AS1,Not specified,rs80019595-<b>T</b>,2 x 10-8,,0.027448,'-,0.04497 unit increase,[0.029-0.061],"HNF1A, HNF1A-AS1",Birth weight,birth weight,GCST008362,12:120979503,Birth
2915,RAC1,TIAM2,Not specified,rs6939601-<b>?</b>,3 x 10-6,,NR,'-,'-,'-,TIAM2,Surgical necrotising enterocolitis in extremely premature birth,"necrotizing enterocolitis, premature birth",GCST005800,6:155222857,Birth
2959,TP53,TP53,Not specified,rs78378222-<b>G</b>,2 x 10-11,,0.013234,'-,0.07863 unit increase,[0.056-0.102],TP53,Birth weight,birth weight,GCST008362,17:7668434,Birth
70,RAC1,CYRIB,Not specified,rs6470787-<b>G</b>,3 x 10-24,,0.356663,'-,'-,'-,"AC131568.1, CYRIB",Lymphocyte counts,lymphocyte count,GCST90002320,8:129959043,Blood
71,RAC1,CYRIB,Not specified,rs10537307-<b>C</b>,8 x 10-14,,0.310339,'-,0.018083343 unit increase,[0.013-0.023],"AC131568.1, CYRIB",Lymphocyte percentage of white cells,lymphocyte percentage of leukocytes,GCST90002389,8:129959279,Blood
72,RAC1,CYRIB,Not specified,rs10537307-<b>C</b>,2 x 10-20,,0.310318,'-,0.022337703 unit increase,[0.018-0.027],"AC131568.1, CYRIB",Lymphocyte counts,lymphocyte count,GCST90002388,8:129959279,Blood
73,RAC1,CYRIB,Not specified,rs10537307-<b>C</b>,2 x 10-20,,0.310318,'-,0.022337703 unit increase,[0.018-0.027],"AC131568.1, CYRIB",Monocyte count,monocyte count,GCST90002393,8:129959279,Blood
74,RAC1,CYRIB,Not specified,rs16904181-<b>A</b>,1 x 10-10,,0.3021,'-,0.0254708 unit increase,[0.018-0.033],"AC131568.1, CYRIB",Lymphocyte counts,lymphocyte count,GCST004627,8:129963828,Blood
75,RAC1,CYRIB,Not specified,rs1466226-<b>C</b>,7 x 10-10,,0.541764,'-,0.013842069 unit decrease,[0.0094-0.0182],CYRIB,Mean reticulocyte volume,mean reticulocyte volume,GCST90002396,8:130013572,Blood
76,RAC1,CYRIB,Not specified,rs1466226-<b>C</b>,1 x 10-58,,0.541798,'-,0.035926323 unit decrease,[0.032-0.04],CYRIB,Mean spheric corpuscular volume,mean corpuscular volume,GCST90002397,8:130013572,Blood
77,RAC1,CYRIB,Not specified,rs1466226-<b>C</b>,6 x 10-19,,0.542433,'-,0.020206327 unit increase,[0.016-0.025],CYRIB,Platelet count,platelet count,GCST90002402,8:130013572,Blood
78,RAC1,CYRIB,Not specified,rs1466225-<b>?</b>,5 x 10-16,,NR,'-,'-,'-,CYRIB,Red cell distribution width,red blood cell distribution width,GCST007074,8:130013713,Blood
79,RAC1,CYRIB,Not specified,rs6986601-<b>G</b>,4 x 10-13,,0.542508,'-,0.016207436 unit increase,[0.012-0.021],CYRIB,High light scatter reticulocyte count,reticulocyte count,GCST90002385,8:130014014,Blood
80,RAC1,CYRIB,Not specified,rs6986601-<b>G</b>,2 x 10-12,,0.542522,'-,0.015636511 unit increase,[0.011-0.02],CYRIB,High light scatter reticulocyte percentage of red cells,reticulocyte measurement,GCST90002386,8:130014014,Blood
81,RAC1,CYRIB,Not specified,rs6986601-<b>A</b>,1 x 10-16,,0.456202,'-,0.01563 SD unit increase,[0.012-0.019],CYRIB,Red cell distribution width,red blood cell distribution width,GCST90002369,8:130014014,Blood
82,RAC1,CYRIB,Not specified,rs6986601-<b>A</b>,1 x 10-14,,0.451194,'-,'-,'-,CYRIB,Red cell distribution width,red blood cell distribution width,GCST90002372,8:130014014,Blood
83,RAC1,CYRIB,Not specified,rs6986601-<b>G</b>,5 x 10-16,,0.542492,'-,0.0181725 unit increase,[0.014-0.023],CYRIB,Reticulocyte count,reticulocyte count,GCST90002405,8:130014014,Blood
84,RAC1,CYRIB,Not specified,rs6986601-<b>G</b>,1 x 10-15,,0.54247,'-,0.017784722 unit decrease,[0.013-0.022],CYRIB,Red cell distribution width,red blood cell distribution width,GCST90002404,8:130014014,Blood
85,RAC1,CYRIB,Not specified,rs6986601-<b>G</b>,8 x 10-15,,0.542506,'-,0.017371269 unit increase,[0.013-0.022],CYRIB,Reticulocyte fraction of red cells,reticulocyte measurement,GCST90002406,8:130014014,Blood
86,RAC1,CYRIB,Not specified,rs6987080-<b>G</b>,8 x 10-14,,0.436805,'-,0.015095 SD unit increase,[0.011-0.019],CYRIB,Mean corpuscular hemoglobin concentration,mean corpuscular hemoglobin concentration,GCST90002328,8:130014213,Blood
87,RAC1,CYRIB,Not specified,rs6987080-<b>G</b>,5 x 10-14,,0.468486,'-,'-,'-,CYRIB,Mean corpuscular hemoglobin concentration,mean corpuscular hemoglobin concentration,GCST90002332,8:130014213,Blood
88,RAC1,CYRIB,Not specified,rs6987080-<b>G</b>,4 x 10-14,,0.436598,'-,0.0171688 unit increase,[0.013-0.022],CYRIB,Mean corpuscular hemoglobin concentration,mean corpuscular hemoglobin concentration,GCST90002391,8:130014213,Blood
392,ESR2,ESR2,Not specified,rs148114281-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,"ESR2, SYNE2",Mean corpuscular hemoglobin,mean corpuscular hemoglobin,GCST007068,14:64160241,Blood
393,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,2 x 10-23,,'-,'-,0.022 unit decrease,[NR],ESR2,Hemoglobin levels,hemoglobin measurement,GCST010083,14:64236875,Blood
394,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,9 x 10-10,,0.4769,'-,0.02181115 unit decrease,[0.015-0.029],ESR2,Red blood cell count,erythrocyte count,GCST004601,14:64236875,Blood
395,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,3 x 10-11,,0.4769,'-,0.02343742 unit decrease,[0.017-0.03],ESR2,Hematocrit,hematocrit,GCST004604,14:64236875,Blood
396,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,5 x 10-12,,0.477,'-,0.02446817 unit decrease,[0.018-0.031],ESR2,Hemoglobin concentration,hemoglobin measurement,GCST004615,14:64236875,Blood
397,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,6 x 10-28,,0.475483,'-,0.024399497 unit decrease,[0.02-0.029],ESR2,Hemoglobin,hemoglobin measurement,GCST90002384,14:64236875,Blood
398,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,6 x 10-43,,0.475101,'-,0.025386 SD unit decrease,[0.022-0.029],ESR2,Hemoglobin concentration,hemoglobin measurement,GCST90002310,14:64236875,Blood
399,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,1 x 10-41,,0.475022,'-,0.02502 SD unit decrease,[0.021-0.029],ESR2,Hematocrit,hematocrit,GCST90002304,14:64236875,Blood
400,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,4 x 10-33,,0.474971,'-,0.022205 SD unit decrease,[0.019-0.026],ESR2,Red blood cell count,red blood cell density measurement,GCST90002363,14:64236875,Blood
401,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,1 x 10-35,,0.464707,'-,'-,'-,ESR2,Red blood cell count,red blood cell density measurement,GCST90002367,14:64236875,Blood
402,ESR2,ESR2,Not specified,rs1256061-<b>?</b>,1 x 10-26,,NR,'-,'-,'-,ESR2,Red blood cell count,erythrocyte count,GCST007069,14:64236875,Blood
403,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,5 x 10-25,,0.475483,'-,0.022914719 unit decrease,[0.019-0.027],ESR2,Red blood cell count,erythrocyte count,GCST90002403,14:64236875,Blood
404,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,8 x 10-50,,0.464557,'-,'-,'-,ESR2,Hematocrit,hematocrit,GCST90002308,14:64236875,Blood
405,ESR2,ESR2,Not specified,rs1256061-<b>G</b>,1 x 10-9,,0.550652,'-,0.023101 SD units increase,[0.016-0.031],ESR2,Hematocrit,hematocrit,GCST90002305,14:64236875,Blood
406,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,4 x 10-50,,0.464958,'-,'-,'-,ESR2,Hemoglobin concentration,hemoglobin measurement,GCST90002314,14:64236875,Blood
407,ESR2,ESR2,Not specified,rs1256061-<b>T</b>,5 x 10-30,,0.475488,'-,0.025270645 unit decrease,[0.021-0.03],ESR2,Hematocrit,hematocrit,GCST90002383,14:64236875,Blood
923,HNF1A,HNF1A,Not specified,rs1169306-<b>T</b>,3 x 10-10,,0.38,'-,0.14 unit increase,'-,"C12orf43, HNF1A",Blood protein levels in cardiovascular risk,galectin-3 measurement,GCST009731,12:121000508,Blood
976,HNF1A,HNF1A,Not specified,rs371638091-<b>A</b>,6 x 10-10,,0.3697,'-,0.02318482 unit increase,[0.016-0.031],"HNF1A-AS1, RPL12P33",Mean corpuscular hemoglobin,mean corpuscular hemoglobin,GCST004630,12:120920824,Blood
977,HNF1A,HNF1A,Not specified,rs371638091-<b>A</b>,1 x 10-9,,0.373509,'-,0.014442247 unit decrease,[0.0098-0.0191],"HNF1A-AS1, RPL12P33",White blood cell count,leukocyte count,GCST90002407,12:120920824,Blood
978,HNF1A,HNF1A,Not specified,rs371638091-<b>A</b>,7 x 10-10,,0.3696,'-,0.0232805 unit decrease,[0.016-0.031],"HNF1A-AS1, RPL12P33",Eosinophil counts,eosinophil count,GCST004606,12:120920824,Blood
979,HNF1A,HNF1A,Not specified,rs77741769-<b>T</b>,1 x 10-10,,0.3492,'-,0.02403929 unit increase,[0.017-0.031],"HNF1A-AS1, RPL12P33",Mean corpuscular volume,mean corpuscular volume,GCST004602,12:120926032,Blood
980,HNF1A,HNF1A,Not specified,rs182546302-<b>A</b>,8 x 10-10,,0.332691,'-,0.014692791 unit decrease,[0.01-0.019],"RPL12P33, HNF1A-AS1",Neutrophil count,neutrophil count,GCST90002398,12:120927629,Blood
981,HNF1A,HNF1A,Not specified,rs377218055-<b>T</b>,1 x 10-20,,0.429878,'-,0.021737 unit increase,[0.018-0.026],"RPL12P33, HNF1A-AS1",Mean corpuscular volume,mean corpuscular volume,GCST90002392,12:120936568,Blood
982,HNF1A,HNF1A,Not specified,rs377218055-<b>T</b>,3 x 10-21,,0.429879,'-,0.021391213 unit increase,[0.017-0.026],"RPL12P33, HNF1A-AS1",Mean corpuscular hemoglobin,mean corpuscular hemoglobin,GCST90002390,12:120936568,Blood
983,HNF1A,HNF1A,Not specified,rs10849820-<b>T</b>,4 x 10-12,,0.08912,'-,0.027960122 unit decrease,[0.02-0.036],"RPL12P33, HNF1A-AS1",Immature fraction of reticulocytes,reticulocyte measurement,GCST90002387,12:120937755,Blood
984,HNF1A,HNF1A,Not specified,rs148608463-<b>A</b>,5 x 10-29,,0.353018,'-,0.026218541 unit decrease,[0.022-0.031],HNF1A-AS1,Plateletcrit,platelet crit,GCST90002400,12:120975224,Blood
985,HNF1A,HNF1A,Not specified,rs2255531-<b>A</b>,4 x 10-16,,0.3495,'-,0.03117565 unit decrease,[0.024-0.039],HNF1A-AS1,Plateletcrit,platelet crit,GCST004607,12:120977112,Blood
986,HNF1A,HNF1A,Not specified,rs2255531-<b>A</b>,4 x 10-25,,0.350416,'-,0.024298076 unit decrease,[0.02-0.029],HNF1A-AS1,Platelet count,platelet count,GCST90002402,12:120977112,Blood
987,HNF1A,HNF1A,Not specified,rs2255531-<b>A</b>,3 x 10-10,,0.3495,'-,0.02417885 unit decrease,[0.017-0.032],HNF1A-AS1,Platelet count,platelet count,GCST004603,12:120977112,Blood
988,HNF1A,HNF1A,Not specified,rs1169299-<b>?</b>,5 x 10-11,,NR,'-,'-,'-,HNF1A,Red cell distribution width,red blood cell distribution width,GCST007074,12:120991391,Blood
989,HNF1A,HNF1A,Not specified,rs1169299-<b>?</b>,2 x 10-22,,NR,'-,'-,'-,HNF1A,Mean corpuscular hemoglobin,mean corpuscular hemoglobin,GCST007068,12:120991391,Blood
990,HNF1A,HNF1A,Not specified,rs1169301-<b>T</b>,5 x 10-31,,0.295305,'-,0.023446 SD unit increase,[0.019-0.027],HNF1A,Hemoglobin concentration,hemoglobin measurement,GCST90002310,12:120993497,Blood
991,HNF1A,HNF1A,Not specified,rs1169301-<b>T</b>,7 x 10-23,,0.295354,'-,0.019867 SD unit increase,[0.016-0.024],HNF1A,Hematocrit,hematocrit,GCST90002304,12:120993497,Blood
992,HNF1A,HNF1A,Not specified,rs1169301-<b>T</b>,2 x 10-23,,0.340815,'-,'-,'-,HNF1A,Hematocrit,hematocrit,GCST90002308,12:120993497,Blood
993,HNF1A,HNF1A,Not specified,rs1169301-<b>T</b>,7 x 10-31,,0.341917,'-,'-,'-,HNF1A,Hemoglobin concentration,hemoglobin measurement,GCST90002314,12:120993497,Blood
1069,HNF1A,HNF1A,Not specified,"rs10774577-<b>C</b>, rs6489785-<b>T</b>, rs7300612-<b>C</b>, rs7969196-<b>G</b>, rs11065341-<b>T</b>, rs2701179-<b>C</b>, rs868795-<b>C</b>",1 x 10-24,,0,'-,'-,'-,RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,12:120926521|12:120925921|12:120926389|12:120939853|12:120932157|12:120937874|12:120933430,Blood
1070,HNF1A,HNF1A,Not specified,"rs10774577-<b>T</b>, rs6489785-<b>T</b>, rs7300612-<b>C</b>, rs7969196-<b>G</b>, rs11065341-<b>T</b>, rs2701179-<b>C</b>, rs868795-<b>C</b>",1 x 10-14,,0.312,'-,'-,'-,RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,12:120926521|12:120925921|12:120926389|12:120939853|12:120932157|12:120937874|12:120933430,Blood
1165,HNF1A,HNF1A-AS1,Not specified,rs371638091-<b>A</b>,7 x 10-10,,0.3696,'-,0.0232805 unit decrease,[0.016-0.031],"HNF1A-AS1, RPL12P33",Eosinophil counts,eosinophil count,GCST004606,12:120920824,Blood
1166,HNF1A,HNF1A-AS1,Not specified,rs371638091-<b>A</b>,6 x 10-10,,0.3697,'-,0.02318482 unit increase,[0.016-0.031],"HNF1A-AS1, RPL12P33",Mean corpuscular hemoglobin,mean corpuscular hemoglobin,GCST004630,12:120920824,Blood
1167,HNF1A,HNF1A-AS1,Not specified,rs371638091-<b>A</b>,1 x 10-9,,0.373509,'-,0.014442247 unit decrease,[0.0098-0.0191],"HNF1A-AS1, RPL12P33",White blood cell count,leukocyte count,GCST90002407,12:120920824,Blood
1168,HNF1A,HNF1A-AS1,Not specified,rs77741769-<b>T</b>,1 x 10-10,,0.3492,'-,0.02403929 unit increase,[0.017-0.031],"HNF1A-AS1, RPL12P33",Mean corpuscular volume,mean corpuscular volume,GCST004602,12:120926032,Blood
